Rk,Team,Date,H/A,Opp,Result,Tm_ORtg,Tm_DRtg,Tm_FTr,Tm_3PAr,Tm_TS%,Tm_eFG%,Tm_FT/FGA,Opp_ORtg,Opp_DRtg,Opp_FTr,Opp_3PAr,Opp_TS%,Opp_eFG%,Opp_FT/FGA
48,OKC,2025-02-05,,PHO,"W, 140-109",138.8,108.1,.265,.412,.615,.569,.235,108.1,138.8,.471,.514,.645,.571,.414
49,MIA,2025-02-28,,IND,"W, 125-120",138.6,133.0,.155,.381,.697,.673,.143,133.0,138.6,.091,.443,.656,.653,.057
50,MIL,2025-04-01,,PHO,"W, 133-123",138.5,128.1,.203,.392,.825,.804,.189,128.1,138.5,.228,.489,.607,.576,.185
51,LAL,2025-03-04,,NOP,"W, 136-115",138.4,117.0,.300,.578,.667,.639,.233,117.0,138.4,.226,.366,.562,.543,.151
52,CLE,2025-01-09,,TOR,"W, 132-126",138.3,132.0,.281,.506,.660,.629,.225,132.0,138.3,.146,.348,.665,.674,.067
53,MIN,2025-03-21,,NOP,"W, 134-93",138.2,95.9,.225,.494,.685,.646,.213,95.9,138.2,.324,.456,.599,.581,.206
54,NYK,2025-01-25,,SAC,"W, 143-120",138.1,115.9,.219,.343,.621,.576,.210,115.9,138.1,.168,.379,.588,.558,.147
55,MIN,2024-11-07,@,CHI,"W, 135-119",137.9,121.6,.183,.409,.672,.634,.183,121.6,137.9,.170,.409,.629,.619,.114
56,BOS,2025-01-02,@,MIN,"W, 118-115",137.8,134.3,.065,.620,.623,.620,.043,134.3,137.8,.297,.527,.687,.642,.270
57,ORL,2025-02-05,@,SAC,"W, 130-111",137.7,117.6,.170,.352,.687,.659,.159,117.6,137.7,.350,.338,.601,.563,.263
58,BOS,2025-03-26,@,PHO,"W, 132-102",137.5,106.2,.247,.584,.669,.629,.225,106.2,137.5,.241,.471,.530,.489,.195
59,MIN,2025-01-25,,DEN,"W, 133-104",137.4,107.5,.158,.316,.655,.632,.137,107.5,137.4,.148,.364,.555,.551,.080
60,PHI,2025-01-31,,DEN,"L, 134-137",137.4,140.4,.178,.444,.690,.672,.144,140.4,137.4,.220,.280,.762,.732,.207
61,MEM,2024-12-19,,GSW,"W, 144-93",137.3,88.7,.153,.490,.688,.679,.112,88.7,137.3,.267,.400,.462,.422,.189
62,DEN,2025-02-03,,NOP,"W, 125-113",137.3,124.1,.283,.359,.604,.565,.228,124.1,137.3,.250,.432,.578,.534,.216
63,LAC,2025-03-26,@,NYK,"W, 126-113",137.2,123.0,.273,.341,.639,.602,.227,123.0,137.2,.262,.405,.603,.577,.190
64,MEM,2024-11-23,@,CHI,"W, 142-131",136.9,126.3,.208,.438,.677,.672,.135,126.3,136.9,.196,.433,.622,.603,.144
65,PHO,2025-03-17,,TOR,"W, 129-89",136.9,94.5,.163,.424,.654,.620,.163,94.5,136.9,.264,.402,.458,.414,.195
66,DEN,2024-10-29,@,BRK,"W, 144-139 (OT)",136.9,132.1,.528,.303,.656,.590,.438,132.1,136.9,.281,.542,.644,.615,.219
67,NYK,2025-01-27,,MEM,"W, 143-106",136.9,101.5,.167,.407,.617,.597,.130,101.5,136.9,.187,.264,.538,.500,.165
68,ATL,2025-03-18,@,CHO,"W, 134-102",136.9,104.2,.161,.484,.673,.656,.129,104.2,136.9,.250,.357,.547,.512,.190
69,SAS,2025-01-23,@,IND,"W, 140-110",136.8,107.5,.063,.375,.710,.698,.063,107.5,136.8,.124,.443,.538,.521,.093
70,BOS,2025-03-15,@,BRK,"W, 115-113",136.6,134.2,.226,.452,.623,.601,.167,134.2,136.6,.144,.511,.590,.578,.100
71,OKC,2024-11-01,@,POR,"W, 137-114",136.5,113.6,.200,.516,.663,.637,.168,113.6,136.5,.373,.422,.590,.560,.253
72,CLE,2025-01-30,,ATL,"W, 137-115",136.5,114.5,.220,.429,.686,.654,.198,114.5,136.5,.300,.433,.564,.528,.222
73,MEM,2024-12-26,,TOR,"W, 155-126",136.4,110.8,.266,.413,.636,.615,.193,110.8,136.4,.167,.398,.543,.519,.130
74,CLE,2024-10-23,@,TOR,"W, 136-106",136.3,106.2,.299,.345,.691,.667,.230,106.2,136.3,.337,.360,.537,.488,.256
75,CLE,2025-02-02,,DAL,"W, 144-101",136.2,95.6,.172,.484,.720,.710,.129,95.6,136.2,.146,.417,.461,.432,.117
76,DEN,2025-01-17,@,MIA,"W, 133-113",136.2,115.7,.207,.359,.663,.630,.185,115.7,136.2,.154,.363,.582,.544,.154
77,GSW,2025-02-21,@,SAC,"W, 132-108",136.1,111.4,.129,.462,.672,.645,.129,111.4,136.1,.228,.405,.621,.576,.215
78,CLE,2024-11-20,,NOP,"W, 128-100",136.1,106.3,.151,.452,.645,.624,.129,106.3,136.1,.239,.337,.492,.467,.152
79,GSW,2025-04-03,@,LAL,"W, 123-116",136.1,128.3,.378,.512,.643,.591,.317,128.3,136.1,.267,.547,.603,.558,.233
80,OKC,2025-02-01,,SAC,"W, 144-110",136.0,103.9,.150,.430,.631,.621,.103,103.9,136.0,.260,.440,.494,.455,.190
81,SAC,2025-03-07,,SAS,"W, 127-109",136.0,116.7,.198,.396,.608,.599,.125,116.7,136.0,.264,.483,.561,.552,.149
82,BOS,2025-01-17,,ORL,"W, 121-94",135.9,105.6,.275,.463,.675,.631,.250,105.6,135.9,.378,.390,.491,.445,.256
83,SAC,2024-12-06,@,SAS,"W, 140-113",135.9,109.7,.267,.378,.696,.656,.244,109.7,135.9,.330,.451,.542,.505,.231
84,NYK,2024-12-05,,CHO,"W, 125-101",135.6,109.5,.421,.434,.694,.658,.329,109.5,135.6,.112,.438,.541,.534,.067
85,LAL,2024-12-28,,SAC,"W, 132-122",135.5,125.2,.429,.338,.721,.688,.338,125.2,135.5,.153,.408,.583,.566,.112
86,CHI,2025-04-01,,TOR,"W, 137-118",135.5,116.7,.307,.386,.686,.648,.261,116.7,135.5,.113,.464,.579,.557,.103
87,HOU,2025-01-25,@,CLE,"W, 135-131",135.5,131.4,.549,.341,.663,.628,.390,131.4,135.5,.286,.429,.639,.610,.220
88,BOS,2025-03-05,,POR,"W, 128-118",135.5,124.9,.175,.557,.613,.582,.155,124.9,135.5,.189,.444,.605,.589,.133
89,ATL,2024-12-26,,CHI,"W, 141-133",135.4,127.7,.382,.506,.678,.612,.360,127.7,135.4,.061,.439,.661,.653,.051
90,HOU,2025-01-15,@,DEN,"W, 128-108",135.4,114.2,.181,.404,.631,.612,.138,114.2,135.4,.280,.387,.641,.627,.187
91,CLE,2025-02-25,@,ORL,"W, 122-82",134.9,90.7,.200,.400,.701,.681,.163,90.7,134.9,.156,.311,.426,.394,.122
92,IND,2025-01-25,@,SAS,"W, 136-98",134.9,97.2,.137,.382,.629,.603,.127,97.2,134.9,.294,.376,.510,.476,.200
93,CLE,2025-02-28,@,BOS,"W, 123-116",134.9,127.2,.202,.415,.601,.569,.170,127.2,134.9,.191,.438,.601,.579,.146
94,LAL,2024-11-10,,TOR,"W, 123-103",134.7,112.8,.326,.430,.626,.581,.267,112.8,134.7,.268,.354,.562,.512,.232
95,SAC,2025-03-27,,POR,"W, 128-107",134.6,112.5,.365,.365,.745,.716,.297,112.5,134.6,.295,.568,.538,.489,.239
96,GSW,2025-03-13,,SAC,"W, 130-104",134.6,107.7,.308,.500,.734,.718,.231,107.7,134.6,.278,.468,.586,.557,.203
97,DAL,2025-03-10,@,SAS,"W, 133-129",134.6,130.5,.341,.432,.657,.602,.307,130.5,134.6,.255,.436,.617,.612,.149
98,OKC,2025-02-10,,NOP,"W, 137-101",134.5,99.2,.168,.579,.671,.658,.126,99.2,134.5,.341,.329,.535,.500,.232
99,BRK,2025-01-14,@,POR,"W, 132-114",134.4,116.1,.200,.456,.674,.650,.167,116.1,134.4,.279,.442,.590,.552,.221
100,BOS,2025-03-06,,PHI,"W, 123-105",134.4,114.7,.143,.527,.636,.610,.132,114.7,134.4,.126,.411,.524,.500,.105
101,DEN,2025-02-08,@,PHO,"W, 122-105",134.4,115.6,.185,.380,.613,.576,.174,115.6,134.4,.153,.510,.502,.474,.122
102,CHI,2025-01-04,,NYK,"W, 139-126",134.4,121.8,.191,.394,.682,.649,.181,121.8,134.4,.289,.309,.576,.536,.227
103,MIN,2025-01-02,,BOS,"L, 115-118",134.3,137.8,.297,.527,.687,.642,.270,137.8,134.3,.065,.620,.623,.620,.043
104,DAL,2024-12-01,@,POR,"W, 137-131",134.3,128.4,.333,.414,.687,.655,.264,128.4,134.3,.214,.369,.713,.690,.179
105,POR,2025-03-21,,DEN,"W, 128-109",134.2,114.3,.287,.402,.653,.621,.230,114.3,134.2,.368,.342,.617,.559,.316
106,BRK,2025-03-15,,BOS,"L, 113-115",134.2,136.6,.144,.511,.590,.578,.100,136.6,134.2,.226,.452,.623,.601,.167
107,SAS,2025-03-14,,CHO,"L, 134-145",134.2,145.2,.232,.484,.640,.616,.179,145.2,134.2,.224,.541,.777,.753,.200
108,MIN,2025-03-28,,PHO,"W, 124-109",134.1,117.9,.146,.438,.655,.635,.124,117.9,134.1,.165,.468,.643,.633,.114
109,MIN,2025-02-06,,HOU,"W, 127-114",134.1,120.4,.255,.415,.607,.564,.223,120.4,134.1,.333,.369,.592,.560,.238
110,MIN,2025-02-05,,CHI,"W, 127-108",134.1,114.0,.286,.480,.576,.531,.235,114.0,134.1,.265,.434,.583,.554,.193
111,CHI,2025-02-24,@,PHI,"W, 142-110",134.1,103.9,.404,.449,.677,.607,.382,103.9,134.1,.305,.421,.510,.442,.274
112,IND,2025-01-02,@,MIA,"W, 128-115",134.1,120.4,.167,.417,.621,.620,.094,120.4,134.1,.280,.347,.683,.647,.240
113,OKC,2024-11-11,,LAC,"W, 134-128",134.0,128.0,.253,.505,.663,.615,.242,128.0,134.0,.363,.463,.690,.675,.250
114,UTA,2025-01-04,@,MIA,"W, 136-100",134.0,98.5,.160,.460,.635,.615,.130,98.5,134.0,.375,.438,.536,.494,.263
115,GSW,2025-02-08,@,CHI,"W, 132-111",133.9,112.6,.300,.533,.648,.606,.256,112.6,133.9,.392,.494,.599,.551,.304
116,CLE,2025-02-07,@,WAS,"W, 134-124",133.9,123.9,.255,.404,.641,.596,.234,123.9,133.9,.266,.468,.590,.574,.170
117,NYK,2024-12-23,,TOR,"W, 139-125",133.8,120.3,.337,.430,.704,.692,.233,120.3,133.8,.481,.364,.670,.617,.390
118,CHO,2024-10-30,,TOR,"W, 138-133",133.8,128.9,.266,.479,.657,.628,.213,128.9,133.8,.330,.308,.638,.621,.220
119,UTA,2024-12-13,,PHO,"L, 126-134",133.7,142.2,.286,.506,.727,.701,.234,142.2,133.7,.225,.506,.685,.652,.202
120,OKC,2025-02-23,@,MIN,"W, 130-123",133.7,126.5,.233,.407,.686,.669,.174,126.5,133.7,.315,.506,.607,.539,.303
121,OKC,2025-03-19,,PHI,"W, 133-100",133.7,100.5,.222,.578,.673,.656,.167,100.5,133.7,.168,.600,.490,.463,.126
122,BOS,2024-11-29,@,CHI,"W, 138-129",133.7,125.0,.235,.551,.638,.617,.173,125.0,133.7,.172,.548,.645,.624,.140
123,DAL,2024-12-05,@,WAS,"W, 137-101",133.6,98.5,.303,.427,.679,.652,.236,98.5,133.6,.152,.404,.478,.460,.101
124,DEN,2024-11-08,,MIA,"W, 135-122",133.6,120.7,.235,.432,.755,.728,.210,120.7,133.6,.138,.457,.612,.596,.106
125,DET,2024-12-21,@,PHO,"W, 133-125",133.5,125.5,.247,.438,.674,.657,.180,125.5,133.5,.295,.372,.709,.667,.269
126,HOU,2025-03-17,,PHI,"W, 144-137 (OT)",133.5,127.0,.224,.495,.612,.579,.187,127.0,133.5,.263,.516,.646,.632,.179
127,SAC,2025-03-03,@,DAL,"W, 122-98",133.5,107.2,.133,.378,.640,.611,.133,107.2,133.5,.312,.338,.560,.500,.273
128,DEN,2024-12-28,,DET,"W, 134-121",133.5,120.5,.439,.329,.685,.640,.354,120.5,133.5,.242,.411,.576,.547,.179
129,SAC,2025-02-24,,CHO,"W, 130-88",133.4,90.3,.207,.437,.685,.655,.184,90.3,133.4,.282,.471,.460,.412,.212
130,NOP,2025-03-23,@,DET,"L, 130-136",133.4,139.6,.188,.471,.706,.694,.141,139.6,133.4,.465,.314,.656,.622,.337
131,UTA,2024-11-04,@,CHI,"W, 135-126",133.2,124.3,.337,.404,.660,.629,.258,124.3,133.2,.263,.389,.594,.547,.232
132,DAL,2024-11-27,,NYK,"W, 129-114",133.1,117.7,.247,.388,.684,.665,.188,117.7,133.1,.349,.337,.575,.506,.314
133,SAS,2025-01-13,@,LAL,"W, 126-102",133.1,107.8,.222,.389,.638,.606,.189,107.8,133.1,.184,.506,.542,.529,.115
134,OKC,2024-11-25,@,SAC,"W, 130-109",133.1,111.6,.291,.360,.670,.640,.233,111.6,133.1,.264,.368,.561,.529,.195
135,CHI,2025-03-20,@,SAC,"W, 128-116",133.1,120.6,.302,.407,.657,.610,.267,120.6,133.1,.267,.453,.603,.564,.221
136,DAL,2025-01-29,@,NOP,"W, 137-136",133.0,132.1,.177,.448,.662,.646,.135,132.1,133.0,.229,.323,.643,.609,.198
137,IND,2025-02-28,@,MIA,"L, 120-125",133.0,138.6,.091,.443,.656,.653,.057,138.6,133.0,.155,.381,.697,.673,.143
138,ATL,2025-03-03,@,MEM,"W, 132-130",133.0,131.0,.177,.292,.638,.641,.094,131.0,133.0,.269,.355,.625,.575,.247
139,PHO,2025-03-07,@,DEN,"L, 141-149 (OT)",132.9,140.5,.319,.418,.679,.648,.253,140.5,132.9,.186,.412,.710,.696,.144
140,DET,2025-03-25,,SAS,"W, 122-96",132.9,104.6,.321,.397,.685,.660,.244,104.6,132.9,.220,.484,.481,.440,.176
141,SAC,2024-11-13,,PHO,"W, 127-104",132.9,108.8,.218,.359,.743,.737,.154,108.8,132.9,.268,.443,.480,.438,.196
142,UTA,2024-12-06,@,POR,"W, 141-99",132.8,93.2,.240,.333,.664,.625,.219,93.2,132.8,.179,.495,.483,.463,.116
143,HOU,2024-12-19,,NOP,"W, 133-113",132.7,112.8,.218,.448,.697,.672,.184,112.8,132.7,.272,.304,.549,.516,.196
144,NOP,2025-01-03,,WAS,"W, 132-120",132.7,120.6,.229,.427,.625,.594,.188,120.6,132.7,.321,.333,.626,.589,.250
145,NYK,2025-03-10,@,SAC,"W, 133-104",132.6,103.7,.310,.476,.697,.667,.250,103.7,132.6,.302,.395,.534,.477,.256
146,DEN,2024-12-08,@,ATL,"W, 141-111",132.6,104.4,.270,.303,.708,.697,.191,104.4,132.6,.267,.396,.492,.450,.198
147,CLE,2025-01-29,@,MIA,"W, 126-106",132.6,111.5,.060,.420,.614,.605,.050,111.5,132.6,.181,.518,.592,.560,.157
148,HOU,2025-03-14,,DAL,"W, 133-96",132.5,95.7,.114,.295,.603,.586,.095,95.7,132.5,.128,.234,.483,.457,.106
149,PHI,2025-01-24,,CLE,"W, 132-129",132.5,129.5,.310,.448,.667,.626,.264,129.5,132.5,.211,.578,.656,.639,.156
150,LAL,2025-01-30,@,WAS,"W, 134-96",132.3,94.8,.244,.356,.672,.628,.233,94.8,132.3,.374,.484,.453,.374,.308
151,DAL,2024-11-19,,NOP,"W, 132-91",132.3,91.2,.266,.330,.629,.596,.213,91.2,132.3,.269,.410,.522,.468,.231
152,BOS,2024-12-31,,TOR,"W, 125-71",132.3,75.2,.172,.494,.668,.667,.103,75.2,132.3,.128,.465,.391,.372,.081
153,PHO,2025-02-28,,NOP,"W, 125-108",132.3,114.3,.165,.506,.738,.728,.127,114.3,132.3,.172,.322,.577,.569,.103
154,IND,2025-01-04,,PHO,"W, 126-108",132.3,113.4,.219,.417,.599,.557,.198,113.4,132.3,.269,.385,.619,.564,.256
155,HOU,2025-01-05,,LAL,"W, 119-115",132.2,127.7,.192,.404,.554,.545,.111,127.7,132.2,.359,.462,.637,.590,.295
156,BRK,2024-10-29,,DEN,"L, 139-144 (OT)",132.1,136.9,.281,.542,.644,.615,.219,136.9,132.1,.528,.303,.656,.590,.438
157,SAS,2024-11-13,,WAS,"W, 139-130",132.1,123.6,.348,.478,.655,.620,.272,123.6,132.1,.168,.463,.637,.611,.147
158,CHI,2025-01-10,,WAS,"W, 138-105",132.1,100.5,.147,.516,.682,.679,.095,100.5,132.1,.133,.469,.506,.490,.092
159,MIL,2025-02-09,,PHI,"W, 135-127",132.1,124.3,.190,.524,.593,.552,.181,124.3,132.1,.213,.506,.652,.629,.169
160,DET,2025-03-28,,CLE,"W, 133-122",132.1,121.2,.380,.370,.619,.560,.326,121.2,132.1,.452,.476,.606,.554,.345
161,NOP,2025-01-29,,DAL,"L, 136-137",132.1,133.0,.229,.323,.643,.609,.198,133.0,132.1,.177,.448,.662,.646,.135
162,TOR,2025-01-09,@,CLE,"L, 126-132",132.0,138.3,.146,.348,.665,.674,.067,138.3,132.0,.281,.506,.660,.629,.225
163,DEN,2025-03-14,,LAL,"W, 131-126",131.9,126.8,.447,.365,.644,.594,.353,126.8,131.9,.152,.381,.562,.538,.124
164,CLE,2024-11-06,@,NOP,"W, 131-122",131.8,122.8,.135,.365,.644,.630,.104,122.8,131.8,.318,.307,.608,.551,.284
165,IND,2024-11-10,,NYK,"W, 132-121",131.8,120.8,.284,.523,.667,.631,.239,120.8,131.8,.325,.301,.638,.596,.265
166,NYK,2024-12-19,@,MIN,"W, 133-107",131.7,106.0,.165,.464,.639,.619,.134,106.0,131.7,.146,.472,.565,.556,.090
167,DAL,2025-02-06,@,BOS,"W, 127-120",131.7,124.4,.205,.375,.662,.642,.159,124.4,131.7,.169,.416,.628,.607,.135
168,GSW,2024-12-15,,DAL,"L, 133-143",131.7,141.6,.107,.524,.617,.607,.078,141.6,131.7,.287,.471,.730,.718,.207
169,MIL,2025-03-01,@,DAL,"W, 132-117",131.6,116.7,.402,.448,.645,.580,.356,116.7,131.6,.275,.440,.574,.533,.220
170,CLE,2024-12-21,,PHI,"W, 126-99",131.6,103.4,.167,.478,.652,.656,.089,103.4,131.6,.318,.400,.511,.465,.235
171,POR,2025-02-22,,CHO,"W, 141-88",131.6,82.1,.310,.494,.713,.701,.218,82.1,131.6,.214,.327,.410,.372,.153
172,GSW,2025-01-15,@,MIN,"W, 116-115",131.5,130.4,.256,.439,.636,.598,.220,130.4,131.5,.337,.430,.582,.541,.256
173,OKC,2025-01-19,,BRK,"W, 127-101",131.5,104.6,.149,.494,.685,.661,.138,104.6,131.5,.218,.494,.530,.494,.172
174,GSW,2025-01-23,,CHI,"W, 131-106",131.5,106.4,.137,.559,.606,.574,.137,106.4,131.5,.310,.460,.536,.483,.253
175,CLE,2025-01-03,@,DAL,"W, 134-122",131.5,119.7,.204,.408,.627,.607,.153,119.7,131.5,.300,.440,.539,.490,.240
176,MIN,2025-03-05,@,CHO,"W, 125-110",131.5,115.7,.244,.544,.627,.606,.178,115.7,131.5,.189,.442,.534,.505,.147
177,CLE,2024-12-16,@,BRK,"W, 130-101",131.5,102.1,.358,.580,.693,.648,.309,102.1,131.5,.296,.420,.552,.506,.235
178,CLE,2025-01-25,,HOU,"L, 131-135",131.4,135.5,.286,.429,.639,.610,.220,135.5,131.4,.549,.341,.663,.628,.390
179,ORL,2025-03-24,,LAL,"W, 118-106",131.4,118.1,.271,.471,.620,.582,.224,118.1,131.4,.350,.400,.574,.525,.275
180,GSW,2025-03-10,,POR,"W, 130-120",131.4,121.3,.247,.482,.690,.653,.224,121.3,131.4,.187,.462,.609,.582,.154
181,DEN,2024-11-27,@,UTA,"W, 122-103",131.4,110.9,.274,.393,.648,.613,.226,110.9,131.4,.200,.478,.526,.511,.122
182,MEM,2025-01-22,,CHO,"W, 132-120",131.4,119.4,.143,.480,.634,.607,.133,119.4,131.4,.372,.360,.600,.541,.314
183,MIA,2025-01-19,,SAS,"W, 128-107",131.2,109.7,.105,.347,.644,.621,.105,109.7,131.2,.176,.440,.546,.533,.110
184,TOR,2025-01-01,,BRK,"W, 130-113",131.2,114.1,.148,.364,.694,.682,.114,114.1,131.2,.230,.425,.590,.546,.207
185,CLE,2025-04-02,,NYK,"W, 124-105",131.2,111.1,.149,.394,.619,.596,.128,111.1,131.2,.189,.400,.539,.506,.156
186,SAC,2025-01-03,,MEM,"W, 138-133",131.2,126.4,.232,.475,.632,.601,.192,126.4,131.2,.404,.416,.634,.579,.337
187,POR,2025-01-30,,ORL,"W, 119-90",131.1,99.1,.397,.321,.649,.603,.321,99.1,131.1,.247,.321,.501,.451,.210
188,MIN,2025-01-17,@,NYK,"W, 116-99",131.1,111.9,.177,.506,.681,.671,.127,111.9,131.1,.189,.378,.508,.467,.167
189,BOS,2025-03-29,@,SAS,"W, 121-111",131.1,120.2,.191,.543,.594,.569,.149,120.2,131.1,.310,.460,.561,.517,.241
190,MEM,2025-02-25,,PHO,"W, 151-148 (OT)",131.0,128.4,.303,.485,.673,.626,.273,128.4,131.0,.263,.374,.670,.641,.212
191,LAC,2025-02-08,,UTA,"W, 130-110",131.0,110.8,.239,.295,.668,.642,.193,110.8,131.0,.217,.518,.605,.572,.181
192,LAC,2024-11-24,@,PHI,"W, 125-99",131.0,103.7,.309,.370,.679,.654,.235,103.7,131.0,.302,.453,.508,.448,.256
193,WAS,2025-02-05,@,BRK,"W, 119-102",131.0,112.3,.173,.531,.683,.667,.136,112.3,131.0,.277,.458,.548,.512,.205
194,MEM,2025-03-03,,ATL,"L, 130-132",131.0,133.0,.269,.355,.625,.575,.247,133.0,131.0,.177,.292,.638,.641,.094
195,BOS,2025-01-20,@,GSW,"W, 125-85",130.9,89.0,.087,.522,.654,.641,.076,89.0,130.9,.120,.576,.439,.424,.076
196,DAL,2024-12-23,,POR,"W, 132-108",130.8,107.1,.378,.400,.629,.600,.267,107.1,130.8,.204,.312,.533,.505,.151
197,PHO,2025-01-09,,ATL,"W, 123-115",130.8,122.3,.176,.388,.671,.653,.141,122.3,130.8,.198,.372,.615,.576,.186
198,CHI,2024-12-05,@,SAS,"W, 139-124",130.8,116.7,.256,.411,.694,.672,.200,116.7,130.8,.411,.295,.553,.505,.295
199,CLE,2024-11-15,,CHI,"W, 144-126",130.8,114.4,.258,.462,.695,.661,.226,114.4,130.8,.227,.477,.651,.625,.182
200,IND,2024-11-27,,POR,"W, 121-114",130.8,123.2,.213,.340,.589,.559,.170,123.2,130.8,.195,.402,.603,.598,.115
201,DAL,2025-01-27,,WAS,"W, 130-108",130.6,108.5,.185,.489,.653,.641,.130,108.5,130.6,.168,.366,.498,.470,.129
202,GSW,2024-10-23,@,POR,"W, 140-104",130.6,97.0,.323,.516,.659,.624,.258,97.0,130.6,.326,.370,.494,.435,.261
203,CLE,2025-01-18,@,MIN,"W, 124-117",130.6,123.2,.272,.522,.602,.549,.250,123.2,130.6,.211,.422,.595,.561,.178
204,SAS,2025-03-04,,BRK,"W, 127-113",130.5,116.1,.105,.411,.639,.642,.053,116.1,130.5,.244,.581,.593,.552,.209
205,SAS,2025-03-10,,DAL,"L, 129-133",130.5,134.6,.255,.436,.617,.612,.149,134.6,130.5,.341,.432,.657,.602,.307
206,NYK,2025-01-15,@,PHI,"W, 125-119 (OT)",130.5,124.3,.279,.430,.647,.628,.198,124.3,130.5,.152,.380,.606,.571,.152
207,OKC,2025-03-31,,CHI,"W, 145-117",130.5,105.3,.235,.439,.671,.648,.184,105.3,130.5,.163,.520,.557,.531,.133
208,PHO,2025-03-14,,SAC,"W, 122-106",130.5,113.4,.241,.544,.698,.671,.203,113.4,130.5,.247,.395,.590,.543,.222
209,IND,2024-11-17,,MIA,"W, 119-110",130.5,120.6,.235,.341,.634,.594,.212,120.6,130.5,.222,.478,.557,.506,.211
210,ATL,2024-11-03,@,NOP,"W, 126-111",130.5,114.9,.136,.409,.675,.653,.125,114.9,130.5,.222,.422,.562,.522,.189
211,CLE,2024-11-17,,CHO,"W, 128-114",130.4,116.2,.364,.390,.717,.656,.351,116.2,130.4,.117,.505,.526,.505,.097
212,LAL,2025-02-10,,UTA,"W, 132-113",130.4,111.7,.196,.457,.661,.625,.185,111.7,130.4,.321,.476,.589,.536,.274
213,SAC,2025-03-19,,CLE,"W, 123-119",130.4,126.2,.176,.385,.627,.593,.165,126.2,130.4,.214,.405,.647,.625,.167
214,ATL,2025-03-23,,PHI,"W, 132-119",130.4,117.6,.253,.425,.683,.649,.218,117.6,130.4,.407,.374,.555,.500,.308
215,MIN,2025-01-15,,GSW,"L, 115-116",130.4,131.5,.337,.430,.582,.541,.256,131.5,130.4,.256,.439,.636,.598,.220
216,MEM,2025-03-15,,MIA,"W, 125-91",130.4,94.9,.130,.337,.642,.620,.120,94.9,130.4,.170,.420,.481,.449,.136
217,LAC,2025-03-12,@,MIA,"W, 119-104",130.4,113.9,.316,.355,.687,.678,.211,113.9,130.4,.167,.440,.577,.560,.119
218,DAL,2025-01-07,,LAL,"W, 118-97",130.3,107.2,.163,.442,.640,.628,.116,107.2,130.3,.320,.467,.567,.527,.240
219,DET,2024-11-29,@,IND,"W, 130-106",130.3,106.3,.241,.458,.708,.687,.193,106.3,130.3,.153,.388,.584,.553,.141
220,DEN,2024-12-30,@,UTA,"W, 132-121",130.3,119.4,.181,.286,.582,.548,.162,119.4,130.3,.256,.442,.632,.587,.233
221,PHO,2025-03-21,,CLE,"W, 123-112",130.2,118.6,.087,.457,.644,.625,.087,118.6,130.2,.149,.479,.559,.537,.117
222,CHI,2025-03-24,@,DEN,"W, 129-119",130.2,120.1,.286,.429,.630,.588,.242,120.1,130.2,.247,.371,.553,.531,.165
223,SAC,2025-03-17,,MEM,"W, 132-122",130.2,120.3,.341,.466,.652,.636,.227,120.3,130.2,.233,.333,.615,.561,.233
224,DET,2025-02-23,@,ATL,"W, 148-143",130.2,125.8,.269,.430,.712,.699,.194,125.8,130.2,.375,.469,.639,.609,.271
225,OKC,2025-02-21,@,UTA,"W, 130-107",130.2,107.1,.206,.443,.614,.572,.196,107.1,130.2,.200,.456,.546,.539,.111
226,CHI,2025-02-04,,MIA,"W, 133-124",130.2,121.3,.242,.451,.661,.632,.198,121.3,130.2,.289,.489,.611,.572,.233
227,MIA,2024-12-07,,PHO,"W, 121-111",130.1,119.4,.267,.372,.629,.599,.209,119.4,130.1,.305,.500,.597,.537,.280
228,MIL,2025-03-05,,DAL,"W, 137-107",130.1,101.6,.213,.393,.704,.674,.191,101.6,130.1,.102,.398,.522,.526,.041
229,ORL,2024-11-10,,WAS,"W, 121-94",130.1,101.0,.275,.527,.593,.544,.242,101.0,130.1,.347,.458,.566,.528,.250
230,POR,2025-01-28,,MIL,"W, 125-112",130.1,116.5,.318,.318,.623,.580,.261,116.5,130.1,.207,.402,.590,.569,.149
231,OKC,2025-01-12,@,WAS,"W, 136-95",130.1,90.8,.368,.368,.616,.542,.347,90.8,130.1,.398,.554,.487,.392,.361
232,SAS,2024-12-01,@,SAC,"W, 127-125",130.0,127.9,.293,.561,.686,.652,.244,127.9,130.0,.238,.317,.560,.525,.188
233,NOP,2025-03-11,,LAC,"W, 127-120",130.0,122.8,.212,.365,.683,.653,.188,122.8,130.0,.196,.457,.600,.576,.152
234,OKC,2025-02-26,@,BRK,"W, 129-121",129.9,121.9,.322,.333,.628,.583,.267,121.9,129.9,.269,.656,.582,.532,.237
235,IND,2025-03-19,,DAL,"W, 135-131",129.8,126.0,.451,.427,.687,.646,.354,126.0,129.8,.364,.307,.642,.608,.273
236,POR,2024-10-27,,NOP,"W, 125-103",129.8,107.0,.344,.376,.584,.538,.269,107.0,129.8,.273,.330,.523,.477,.216
237,IND,2025-01-29,,DET,"W, 133-119",129.8,116.2,.383,.469,.703,.685,.272,116.2,129.8,.292,.382,.592,.562,.213
238,MIL,2025-01-17,,TOR,"W, 130-112",129.8,111.8,.506,.383,.656,.599,.407,111.8,129.8,.264,.374,.551,.516,.198
