Rk,Team,Date,GCA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
182,Stuttgart,2024-12-15,6,@,Heidenheim,de Bundesliga,W 3-1,3,1,+2,66,2,1,1,0,6,5,0,0,0,1,0,Match Report
183,Auxerre,2025-02-22,6,,Marseille,fr Ligue 1,W 3-0,3,0,+3,21,2,1,1,0,6,4,1,0,0,1,0,Match Report
184,Auxerre,2024-11-08,6,@,Marseille,fr Ligue 1,W 3-1,3,1,+2,26,3,0,0,0,6,2,1,2,0,1,0,Match Report
185,Auxerre,2024-11-03,6,,Rennes,fr Ligue 1,W 4-0,4,0,+4,39,3,1,1,0,6,5,0,0,0,1,0,Match Report
186,Werder Bremen,2025-01-15,6,,Heidenheim,de Bundesliga,D 3-3,3,3,0,52,3,0,0,0,6,6,0,0,0,0,0,Match Report
187,Werder Bremen,2024-10-20,6,@,Wolfsburg,de Bundesliga,W 4-2,4,2,+2,57,4,0,0,0,6,5,0,0,1,0,0,Match Report
188,Werder Bremen,2024-09-29,6,@,Hoffenheim,de Bundesliga,W 4-3,4,3,+1,64,4,0,0,0,6,6,0,0,0,0,0,Match Report
189,Lazio,2024-11-24,6,,Bologna,it Serie A,W 3-0,3,0,+3,70,3,0,0,0,6,5,0,1,0,0,0,Match Report
190,Lazio,2024-10-27,6,,Genoa,it Serie A,W 3-0,3,0,+3,61,3,0,0,0,6,4,0,2,0,0,0,Match Report
191,Lazio,2024-09-29,6,@,Torino,it Serie A,W 3-2,3,2,+1,43,3,0,0,0,6,4,0,2,0,0,0,Match Report
192,Union Berlin,2025-02-08,6,@,Hoffenheim,de Bundesliga,W 4-0,4,0,+4,36,4,0,0,0,6,4,1,0,1,0,0,Match Report
193,Leganés,2025-02-15,6,,Alavés,es La Liga,D 3-3,3,3,0,43,1,2,2,0,6,3,0,0,1,2,0,Match Report
194,Leganés,2024-10-27,6,,Celta Vigo,es La Liga,W 3-0,3,0,+3,39,3,0,0,0,6,5,0,1,0,0,0,Match Report
195,Liverpool,2024-12-26,6,,Leicester City,eng Premier League,W 3-1,3,1,+2,68,3,0,0,0,6,5,0,1,0,0,0,Match Report
196,Liverpool,2024-12-04,6,@,Newcastle Utd,eng Premier League,D 3-3,3,3,0,58,3,0,0,0,6,6,0,0,0,0,0,Match Report
197,Liverpool,2024-09-21,6,,Bournemouth,eng Premier League,W 3-0,3,0,+3,58,3,0,0,0,6,6,0,0,0,0,0,Match Report
198,Liverpool,2024-09-01,6,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,47,3,0,0,0,6,6,0,0,0,0,0,Match Report
199,Aston Villa,2025-04-02,6,@,Brighton,eng Premier League,W 3-0,3,0,+3,44,3,0,0,0,6,6,0,0,0,0,0,Match Report
200,Aston Villa,2024-12-04,6,,Brentford,eng Premier League,W 3-1,3,1,+2,49,2,1,1,0,6,5,0,0,0,1,0,Match Report
201,Aston Villa,2024-09-14,6,,Everton,eng Premier League,W 3-2,3,2,+1,72,3,0,0,0,6,6,0,0,0,0,0,Match Report
202,Wolves,2024-12-22,6,@,Leicester City,eng Premier League,W 3-0,3,0,+3,46,3,0,0,0,6,6,0,0,0,0,0,Match Report
203,Wolves,2024-10-05,6,@,Brentford,eng Premier League,L 3-5,3,5,-2,56,3,0,0,0,6,5,0,0,0,0,1,Match Report
204,Alavés,2025-01-18,6,@,Betis,es La Liga,W 3-1,3,1,+2,50,2,1,1,0,6,4,0,1,0,1,0,Match Report
205,Atalanta,2025-02-08,6,@,Hellas Verona,it Serie A,W 5-0,5,0,+5,62,5,0,0,0,6,4,0,0,2,0,0,Match Report
206,Atalanta,2024-12-22,6,,Empoli,it Serie A,W 3-2,3,2,+1,65,3,0,0,0,6,6,0,0,0,0,0,Match Report
207,Atalanta,2024-11-23,6,@,Parma,it Serie A,W 3-1,3,1,+2,55,3,0,0,0,6,6,0,0,0,0,0,Match Report
208,Atalanta,2024-11-03,6,@,Napoli,it Serie A,W 3-0,3,0,+3,50,3,0,0,0,6,6,0,0,0,0,0,Match Report
209,Atalanta,2024-09-15,6,,Fiorentina,it Serie A,W 3-2,3,2,+1,51,3,0,0,0,6,5,0,1,0,0,0,Match Report
210,Mainz 05,2024-11-09,6,,Dortmund,de Bundesliga,W 3-1,3,1,+2,53,3,0,0,0,6,6,0,0,0,0,0,Match Report
211,Mainz 05,2024-08-31,6,@,Stuttgart,de Bundesliga,D 3-3,3,3,0,37,2,1,1,0,6,5,0,0,0,1,0,Match Report
212,Leicester City,2024-12-03,6,,West Ham,eng Premier League,W 3-1,3,1,+2,39,3,0,0,0,6,5,0,1,0,0,0,Match Report
213,Freiburg,2024-10-19,6,,Augsburg,de Bundesliga,W 3-1,3,1,+2,57,3,0,0,0,6,4,1,1,0,0,0,Match Report
214,Espanyol,2024-09-14,6,,Alavés,es La Liga,W 3-2,3,2,+1,39,2,1,1,0,6,3,0,1,1,1,0,Match Report
215,RB Leipzig,2025-04-05,6,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,66,3,0,0,0,6,4,1,0,1,0,0,Match Report
216,RB Leipzig,2025-01-18,6,@,Bochum,de Bundesliga,D 3-3,3,3,0,55,3,0,0,0,6,6,0,0,0,0,0,Match Report
217,RB Leipzig,2025-01-12,6,,Werder Bremen,de Bundesliga,W 4-2,4,2,+2,49,4,0,0,0,6,4,1,1,0,0,0,Match Report
218,RB Leipzig,2024-10-26,6,,Freiburg,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,6,5,0,1,0,0,0,Match Report
219,RB Leipzig,2024-08-31,6,@,Leverkusen,de Bundesliga,W 3-2,3,2,+1,38,3,0,0,0,6,6,0,0,0,0,0,Match Report
220,Sevilla,2024-12-08,6,@,Atlético Madrid,es La Liga,L 3-4,3,4,-1,43,3,0,0,0,6,4,1,1,0,0,0,Match Report
221,Dortmund,2024-12-22,6,@,Wolfsburg,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,6,5,1,0,0,0,0,Match Report
222,Newcastle Utd,2025-01-25,6,@,Southampton,eng Premier League,W 3-1,3,1,+2,47,2,1,1,0,6,5,0,0,0,1,0,Match Report
223,Newcastle Utd,2024-12-21,6,@,Ipswich Town,eng Premier League,W 4-0,4,0,+4,58,4,0,0,0,6,6,0,0,0,0,0,Match Report
224,Newcastle Utd,2024-12-04,6,,Liverpool,eng Premier League,D 3-3,3,3,0,42,3,0,0,0,6,3,1,1,0,1,0,Match Report
225,Rennes,2025-03-30,6,@,Angers,fr Ligue 1,W 3-0,3,0,+3,57,3,0,0,0,6,6,0,0,0,0,0,Match Report
226,Rennes,2024-09-15,6,,Montpellier,fr Ligue 1,W 3-0,3,0,+3,51,3,0,0,0,6,3,1,1,0,1,0,Match Report
227,Strasbourg,2025-01-05,6,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,60,2,1,1,0,6,4,0,1,0,1,0,Match Report
228,Strasbourg,2024-10-27,6,,Nantes,fr Ligue 1,W 3-1,3,1,+2,50,3,0,0,0,6,5,0,0,0,1,0,Match Report
229,Strasbourg,2024-08-30,6,@,Lyon,fr Ligue 1,L 3-4,3,4,-1,52,3,0,0,0,6,5,0,0,0,0,1,Match Report
230,Cagliari,2025-03-30,6,,Monza,it Serie A,W 3-0,3,0,+3,42,3,0,0,0,6,5,0,0,0,1,0,Match Report
231,Cagliari,2024-09-30,6,@,Parma,it Serie A,W 3-2,3,2,+1,40,3,0,0,0,6,6,0,0,0,0,0,Match Report
232,Leverkusen,2025-03-28,6,,Bochum,de Bundesliga,W 3-1,3,1,+2,66,3,0,0,0,6,5,1,0,0,0,0,Match Report
233,Leverkusen,2025-01-10,6,@,Dortmund,de Bundesliga,W 3-2,3,2,+1,30,3,0,0,0,6,6,0,0,0,0,0,Match Report
234,Lille,2024-09-28,6,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,62,3,0,1,1,6,6,0,0,0,0,0,Match Report
235,Brentford,2024-12-07,6,,Newcastle Utd,eng Premier League,W 4-2,4,2,+2,43,4,0,0,0,6,3,1,1,0,1,0,Match Report
236,Brentford,2024-11-09,6,,Bournemouth,eng Premier League,W 3-2,3,2,+1,51,3,0,0,0,6,4,0,1,0,1,0,Match Report
237,Chelsea,2024-12-01,6,,Aston Villa,eng Premier League,W 3-0,3,0,+3,64,3,0,0,0,6,5,1,0,0,0,0,Match Report
238,Chelsea,2024-09-28,6,,Brighton,eng Premier League,W 4-2,4,2,+2,41,3,1,1,0,6,4,0,0,0,2,0,Match Report
239,Chelsea,2024-09-21,6,@,West Ham,eng Premier League,W 3-0,3,0,+3,47,3,0,0,0,6,6,0,0,0,0,0,Match Report
240,Brighton,2025-02-14,6,,Chelsea,eng Premier League,W 3-0,3,0,+3,31,3,0,0,0,6,4,0,2,0,0,0,Match Report
241,Brighton,2025-01-19,6,@,Manchester Utd,eng Premier League,W 3-1,3,1,+2,49,3,0,0,0,6,6,0,0,0,0,0,Match Report
242,Brighton,2024-10-06,6,,Tottenham,eng Premier League,W 3-2,3,2,+1,41,3,0,0,0,6,4,1,1,0,0,0,Match Report
243,Saint-Étienne,2025-02-22,6,,Angers,fr Ligue 1,D 3-3,3,3,0,61,3,0,0,0,6,4,1,1,0,0,0,Match Report
244,Saint-Étienne,2025-01-04,6,,Reims,fr Ligue 1,W 3-1,3,1,+2,53,3,0,0,0,6,5,0,1,0,0,0,Match Report
245,Saint-Étienne,2024-10-05,6,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,6,5,0,1,0,0,0,Match Report
246,Everton,2025-02-01,6,,Leicester City,eng Premier League,W 4-0,4,0,+4,48,4,0,0,0,6,5,1,0,0,0,0,Match Report
247,Napoli,2025-01-18,6,@,Atalanta,it Serie A,W 3-2,3,2,+1,44,3,0,0,0,6,6,0,0,0,0,0,Match Report
248,Napoli,2024-10-04,6,,Como,it Serie A,W 3-1,3,1,+2,41,2,1,1,0,6,4,0,0,0,1,1,Match Report
249,Napoli,2024-08-25,6,,Bologna,it Serie A,W 3-0,3,0,+3,39,3,0,0,0,6,3,1,1,0,1,0,Match Report
250,Lyon,2024-12-07,6,@,Angers,fr Ligue 1,W 3-0,3,0,+3,63,3,0,0,0,6,3,1,1,1,0,0,Match Report
251,Lyon,2024-08-30,6,,Strasbourg,fr Ligue 1,W 4-3,4,3,+1,48,4,0,0,0,6,4,0,0,2,0,0,Match Report
252,Inter,2025-01-19,6,,Empoli,it Serie A,W 3-1,3,1,+2,68,3,0,0,0,6,5,1,0,0,0,0,Match Report
253,Inter,2024-12-06,6,,Parma,it Serie A,W 3-1,3,1,+2,57,3,0,0,0,6,5,1,0,0,0,0,Match Report
254,Inter,2024-10-30,6,@,Empoli,it Serie A,W 3-0,3,0,+3,77,3,0,0,0,6,5,0,1,0,0,0,Match Report
255,Inter,2024-09-28,6,@,Udinese,it Serie A,W 3-2,3,2,+1,60,3,0,0,0,6,6,0,0,0,0,0,Match Report
256,Atlético Madrid,2024-12-08,6,,Sevilla,es La Liga,W 4-3,4,3,+1,57,4,0,0,0,6,6,0,0,0,0,0,Match Report
257,Valencia,2025-03-02,6,@,Osasuna,es La Liga,D 3-3,3,3,0,49,3,0,0,0,6,5,0,1,0,0,0,Match Report
258,Valencia,2024-11-23,6,,Betis,es La Liga,W 4-2,4,2,+2,48,4,0,0,0,6,2,1,0,2,1,0,Match Report
259,Juventus,2025-02-02,6,,Empoli,it Serie A,W 4-1,4,1,+3,55,4,0,0,0,6,3,0,2,1,0,0,Match Report
260,Juventus,2024-08-26,6,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,60,2,1,1,0,6,4,0,0,0,1,1,Match Report
261,Paris S-G,2025-02-23,6,@,Lyon,fr Ligue 1,W 3-2,3,2,+1,65,3,0,0,0,6,6,0,0,0,0,0,Match Report
262,Paris S-G,2025-02-01,6,@,Brest,fr Ligue 1,W 5-2,5,2,+3,65,5,0,0,0,6,5,0,0,1,0,0,Match Report
263,Paris S-G,2024-12-18,6,@,Monaco,fr Ligue 1,W 4-2,4,2,+2,60,4,0,0,0,6,2,1,1,1,0,1,Match Report
264,Paris S-G,2024-11-22,6,,Toulouse,fr Ligue 1,W 3-0,3,0,+3,72,3,0,0,0,6,5,0,1,0,0,0,Match Report
265,Paris S-G,2024-09-01,6,@,Lille,fr Ligue 1,W 3-1,3,1,+2,58,2,1,1,0,6,4,1,0,0,1,0,Match Report
266,Real Sociedad,2025-02-23,6,,Leganés,es La Liga,W 3-0,3,0,+3,55,3,0,0,0,6,4,1,1,0,0,0,Match Report
267,Real Sociedad,2024-09-28,6,,Valencia,es La Liga,W 3-0,3,0,+3,61,3,0,0,0,6,6,0,0,0,0,0,Match Report
268,Nott'ham Forest,2025-01-19,6,,Southampton,eng Premier League,W 3-2,3,2,+1,45,3,0,0,0,6,3,1,1,0,0,1,Match Report
269,Nott'ham Forest,2025-01-06,6,@,Wolves,eng Premier League,W 3-0,3,0,+3,40,3,0,0,0,6,5,0,1,0,0,0,Match Report
270,Eint Frankfurt,2024-08-31,6,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,6,5,0,1,0,0,0,Match Report
271,Celta Vigo,2025-02-08,6,,Betis,es La Liga,W 3-2,3,2,+1,55,3,0,0,0,6,6,0,0,0,0,0,Match Report
272,Lens,2025-03-01,6,,Le Havre,fr Ligue 1,L 3-4,3,4,-1,69,2,1,1,0,6,5,0,0,0,1,0,Match Report
273,Monaco,2024-09-22,6,,Le Havre,fr Ligue 1,W 3-1,3,1,+2,61,3,0,0,0,6,3,0,0,1,0,2,Match Report
274,Las Palmas,2024-10-21,5,@,Valencia,es La Liga,W 3-2,3,2,+1,52,3,0,0,0,5,4,0,0,1,0,0,Match Report
275,Hoffenheim,2024-08-24,5,,Holstein Kiel,de Bundesliga,W 3-2,3,2,+1,54,2,1,1,0,5,3,0,0,1,1,0,Match Report
276,Udinese,2025-02-01,5,,Venezia,it Serie A,W 3-2,3,2,+1,51,3,0,0,0,5,4,0,1,0,0,0,Match Report
277,Bayern Munich,2025-02-23,5,,Eint Frankfurt,de Bundesliga,W 4-0,4,0,+4,63,4,0,0,0,5,3,0,1,1,0,0,Match Report
278,Bayern Munich,2025-02-07,5,,Werder Bremen,de Bundesliga,W 3-0,3,0,+3,75,1,2,2,0,5,3,0,1,0,1,0,Match Report
279,Bayern Munich,2025-01-18,5,,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,71,3,0,0,0,5,2,1,1,0,1,0,Match Report
280,Bayern Munich,2024-11-22,5,,Augsburg,de Bundesliga,W 3-0,3,0,+3,80,1,2,2,0,5,4,0,0,0,1,0,Match Report
281,Bayern Munich,2024-10-06,5,@,Eint Frankfurt,de Bundesliga,D 3-3,3,3,0,74,3,0,0,0,5,4,0,0,1,0,0,Match Report
282,Hellas Verona,2024-12-15,5,@,Parma,it Serie A,W 3-2,3,2,+1,44,3,0,0,0,5,3,1,0,1,0,0,Match Report
283,Hellas Verona,2024-08-18,5,,Napoli,it Serie A,W 3-0,3,0,+3,33,3,0,0,0,5,3,0,0,1,0,1,Match Report
284,Valladolid,2024-10-18,5,@,Alavés,es La Liga,W 3-2,3,2,+1,38,1,2,2,0,5,3,0,0,1,1,0,Match Report
285,Arsenal,2024-09-28,5,,Leicester City,eng Premier League,W 4-2,4,2,+2,74,3,0,0,0,5,4,0,0,1,0,0,Match Report
286,Heidenheim,2025-03-16,5,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,39,3,0,0,0,5,4,0,0,1,0,0,Match Report
287,Heidenheim,2025-01-15,5,@,Werder Bremen,de Bundesliga,D 3-3,3,3,0,48,3,0,0,0,5,2,0,0,2,1,0,Match Report
288,Bologna,2024-11-10,5,@,Roma,it Serie A,W 3-2,3,2,+1,46,3,0,0,0,5,4,0,0,1,0,0,Match Report
289,Barcelona,2025-03-02,5,,Real Sociedad,es La Liga,W 4-0,4,0,+4,76,4,0,0,0,5,2,0,0,3,0,0,Match Report
290,Montpellier,2024-11-10,5,,Brest,fr Ligue 1,W 3-1,3,1,+2,33,2,1,2,1,5,3,1,0,0,1,0,Match Report
291,Villarreal,2024-11-09,5,,Alavés,es La Liga,W 3-0,3,0,+3,63,2,1,1,0,5,4,1,0,0,0,0,Match Report
292,Mallorca,2024-11-23,5,@,Las Palmas,es La Liga,W 3-2,3,2,+1,39,3,0,0,0,5,4,1,0,0,0,0,Match Report
293,Holstein Kiel,2025-02-01,5,@,Bayern Munich,de Bundesliga,L 3-4,3,4,-1,29,3,0,0,0,5,3,0,0,1,0,1,Match Report
294,Athletic Club,2025-02-08,5,,Girona,es La Liga,W 3-0,3,0,+3,45,2,1,1,0,5,2,0,2,0,1,0,Match Report
295,Athletic Club,2024-09-22,5,,Celta Vigo,es La Liga,W 3-1,3,1,+2,33,3,0,0,0,5,3,0,1,1,0,0,Match Report
296,Athletic Club,2024-09-15,5,@,Las Palmas,es La Liga,W 3-2,3,2,+1,36,3,0,0,0,5,4,0,0,1,0,0,Match Report
297,Gladbach,2025-03-01,5,@,Heidenheim,de Bundesliga,W 3-0,3,0,+3,55,3,0,0,0,5,5,0,0,0,0,0,Match Report
298,Tottenham,2024-10-19,5,,West Ham,eng Premier League,W 4-1,4,1,+3,57,3,0,0,0,5,5,0,0,0,0,0,Match Report
299,Tottenham,2024-09-29,5,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,61,3,0,0,0,5,3,0,0,1,0,1,Match Report
300,Tottenham,2024-09-21,5,,Brentford,eng Premier League,W 3-1,3,1,+2,48,3,0,0,0,5,4,0,0,1,0,0,Match Report
301,Fiorentina,2025-03-16,5,,Juventus,it Serie A,W 3-0,3,0,+3,38,3,0,0,0,5,4,0,0,1,0,0,Match Report
302,Bournemouth,2025-02-15,5,@,Southampton,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,5,5,0,0,0,0,0,Match Report
303,Bournemouth,2024-09-30,5,,Southampton,eng Premier League,W 3-1,3,1,+2,40,3,0,0,0,5,1,1,1,1,1,0,Match Report
304,Wolfsburg,2024-10-05,5,@,Bochum,de Bundesliga,W 3-1,3,1,+2,42,3,0,1,1,5,3,0,0,2,0,0,Match Report
305,Real Madrid,2025-03-29,5,,Leganés,es La Liga,W 3-2,3,2,+1,70,2,1,1,0,5,2,1,0,1,1,0,Match Report
306,Real Madrid,2024-11-24,5,@,Leganés,es La Liga,W 3-0,3,0,+3,67,3,0,0,0,5,2,1,1,1,0,0,Match Report
307,Marseille,2025-02-02,5,,Lyon,fr Ligue 1,W 3-2,3,2,+1,63,3,0,0,0,5,4,0,0,1,0,0,Match Report
308,Marseille,2024-09-22,5,@,Lyon,fr Ligue 1,W 3-2,3,2,+1,37,3,0,0,0,5,4,0,1,0,0,0,Match Report
309,Stuttgart,2024-12-06,5,,Union Berlin,de Bundesliga,W 3-2,3,2,+1,64,3,0,0,0,5,3,0,1,0,0,1,Match Report
310,Stuttgart,2024-09-14,5,@,Gladbach,de Bundesliga,W 3-1,3,1,+2,56,3,0,0,0,5,1,1,1,2,0,0,Match Report
311,Auxerre,2024-09-27,5,,Brest,fr Ligue 1,W 3-0,3,0,+3,39,2,1,1,0,5,4,0,0,1,0,0,Match Report
312,Angers,2025-02-22,5,@,Saint-Étienne,fr Ligue 1,D 3-3,3,3,0,39,1,2,2,0,5,1,0,1,1,2,0,Match Report
313,Angers,2025-01-12,5,@,Montpellier,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,5,4,0,0,0,0,1,Match Report
314,West Ham,2024-10-05,5,,Ipswich Town,eng Premier League,W 4-1,4,1,+3,52,4,0,0,0,5,2,0,0,3,0,0,Match Report
315,Leganés,2024-11-02,5,@,Girona,es La Liga,L 3-4,3,4,-1,46,3,0,0,0,5,5,0,0,0,0,0,Match Report
316,Reims,2025-03-29,5,,Marseille,fr Ligue 1,W 3-1,3,1,+2,20,3,0,0,0,5,5,0,0,0,0,0,Match Report
317,Reims,2024-11-10,5,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,45,3,0,0,0,5,3,0,0,2,0,0,Match Report
318,Reims,2024-09-29,5,@,Angers,fr Ligue 1,W 3-1,3,1,+2,47,3,0,0,0,5,3,1,0,1,0,0,Match Report
319,Liverpool,2025-03-08,5,,Southampton,eng Premier League,W 3-1,3,1,+2,71,1,2,2,0,5,3,0,0,1,1,0,Match Report
320,Aston Villa,2024-09-21,5,,Wolves,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,5,5,0,0,0,0,0,Match Report
321,Alavés,2025-02-15,5,@,Leganés,es La Liga,D 3-3,3,3,0,57,2,1,1,0,5,2,1,0,0,2,0,Match Report
322,Girona,2024-12-20,5,,Valladolid,es La Liga,W 3-0,3,0,+3,70,3,0,0,0,5,3,0,0,2,0,0,Match Report
323,Rayo Vallecano,2024-12-14,5,,Real Madrid,es La Liga,D 3-3,3,3,0,34,3,0,0,0,5,3,1,0,1,0,0,Match Report
324,Mainz 05,2025-03-07,5,@,Gladbach,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,5,4,0,0,1,0,0,Match Report
325,Mainz 05,2024-12-08,5,@,Wolfsburg,de Bundesliga,L 3-4,3,4,-1,56,3,0,0,0,5,3,0,0,1,0,1,Match Report
326,Mainz 05,2024-09-20,5,@,Augsburg,de Bundesliga,W 3-2,3,2,+1,27,3,0,0,0,5,3,1,0,1,0,0,Match Report
327,Leicester City,2024-10-19,5,@,Southampton,eng Premier League,W 3-2,3,2,+1,58,2,1,1,0,5,2,1,0,1,1,0,Match Report
328,Empoli,2024-12-08,5,@,Hellas Verona,it Serie A,W 4-1,4,1,+3,50,4,0,0,0,5,3,0,0,1,0,1,Match Report
329,Freiburg,2024-12-13,5,,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,53,3,0,0,0,5,3,1,0,1,0,0,Match Report
330,Freiburg,2024-09-21,5,@,Heidenheim,de Bundesliga,W 3-0,3,0,+3,58,3,0,0,0,5,4,0,0,1,0,0,Match Report
331,Freiburg,2024-08-24,5,,Stuttgart,de Bundesliga,W 3-1,3,1,+2,33,3,0,0,0,5,2,1,0,2,0,0,Match Report
332,Dortmund,2025-03-30,5,,Mainz 05,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,5,2,2,0,1,0,0,Match Report
333,Venezia,2024-10-30,5,,Udinese,it Serie A,W 3-2,3,2,+1,57,1,2,2,0,5,2,0,0,1,2,0,Match Report
334,Newcastle Utd,2025-01-15,5,,Wolves,eng Premier League,W 3-0,3,0,+3,60,3,0,0,0,5,4,0,1,0,0,0,Match Report
335,Newcastle Utd,2024-11-10,5,@,Nott'ham Forest,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,5,4,0,0,1,0,0,Match Report
336,Rennes,2024-08-18,5,,Lyon,fr Ligue 1,W 3-0,3,0,+3,47,3,0,0,0,5,2,1,1,0,1,0,Match Report
337,Bochum,2025-03-08,5,@,Bayern Munich,de Bundesliga,W 3-2,3,2,+1,27,3,0,0,0,5,1,1,0,1,1,1,Match Report
338,Bochum,2025-01-18,5,,RB Leipzig,de Bundesliga,D 3-3,3,3,0,45,2,1,1,0,5,2,0,0,1,1,1,Match Report
339,Ipswich Town,2024-10-26,5,@,Brentford,eng Premier League,L 3-4,3,4,-1,35,3,0,0,0,5,5,0,0,0,0,0,Match Report
340,Manchester City,2025-01-25,5,,Chelsea,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,5,4,0,0,1,0,0,Match Report
341,Manchester City,2025-01-04,5,,West Ham,eng Premier League,W 4-1,4,1,+3,56,3,0,0,0,5,4,0,1,0,0,0,Match Report
342,Manchester City,2024-12-04,5,,Nott'ham Forest,eng Premier League,W 3-0,3,0,+3,66,3,0,0,0,5,3,0,1,1,0,0,Match Report
343,Manchester City,2024-10-05,5,,Fulham,eng Premier League,W 3-2,3,2,+1,58,3,0,0,0,5,4,0,0,0,0,1,Match Report
344,Manchester City,2024-08-31,5,@,West Ham,eng Premier League,W 3-1,3,1,+2,67,3,0,0,0,5,4,0,1,0,0,0,Match Report
345,Strasbourg,2024-12-15,5,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,44,3,0,0,0,5,3,1,0,1,0,0,Match Report
346,Strasbourg,2024-09-21,5,@,Lille,fr Ligue 1,D 3-3,3,3,0,37,3,0,0,0,5,4,0,0,1,0,0,Match Report
347,Leverkusen,2025-02-02,5,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,48,3,0,0,0,5,4,0,0,1,0,0,Match Report
348,Leverkusen,2025-01-18,5,,Gladbach,de Bundesliga,W 3-1,3,1,+2,55,2,1,1,0,5,4,0,1,0,0,0,Match Report
349,Lille,2024-12-06,5,,Brest,fr Ligue 1,W 3-1,3,1,+2,61,2,1,1,0,5,2,1,0,1,1,0,Match Report
350,Lille,2024-09-21,5,,Strasbourg,fr Ligue 1,D 3-3,3,3,0,63,2,1,1,0,5,3,0,0,1,1,0,Match Report
351,Brentford,2024-08-31,5,,Southampton,eng Premier League,W 3-1,3,1,+2,37,3,0,0,0,5,3,1,0,1,0,0,Match Report
352,Roma,2024-09-22,5,,Udinese,it Serie A,W 3-0,3,0,+3,62,2,1,1,0,5,4,0,0,0,1,0,Match Report
353,Brighton,2024-08-17,5,@,Everton,eng Premier League,W 3-0,3,0,+3,60,3,0,0,0,5,4,0,1,0,0,0,Match Report
354,Inter,2024-12-28,5,@,Cagliari,it Serie A,W 3-0,3,0,+3,65,2,1,1,0,5,2,1,0,1,1,0,Match Report
355,Inter,2024-10-27,5,,Juventus,it Serie A,D 4-4,4,4,0,47,2,2,2,0,5,3,0,0,0,2,0,Match Report
356,Inter,2024-10-05,5,,Torino,it Serie A,W 3-2,3,2,+1,80,3,0,0,0,5,4,0,0,1,0,0,Match Report
357,Nantes,2024-08-31,5,@,Montpellier,fr Ligue 1,W 3-1,3,1,+2,31,2,1,1,0,5,4,0,0,1,0,0,Match Report
358,Atlético Madrid,2025-02-22,5,@,Valencia,es La Liga,W 3-0,3,0,+3,51,3,0,0,0,5,4,0,0,0,0,1,Match Report
359,Atlético Madrid,2024-10-20,5,,Leganés,es La Liga,W 3-1,3,1,+2,63,3,0,0,0,5,3,0,1,1,0,0,Match Report
360,Atlético Madrid,2024-09-15,5,,Valencia,es La Liga,W 3-0,3,0,+3,53,3,0,0,0,5,3,0,0,1,0,1,Match Report
361,Atlético Madrid,2024-08-25,5,,Girona,es La Liga,W 3-0,3,0,+3,43,3,0,0,0,5,5,0,0,0,0,0,Match Report
362,Milan,2025-01-26,5,,Parma,it Serie A,W 3-2,3,2,+1,61,2,1,1,0,5,2,0,0,2,1,0,Match Report
363,Milan,2024-11-30,5,,Empoli,it Serie A,W 3-0,3,0,+3,55,3,0,0,0,5,3,0,0,1,0,1,Match Report
364,Milan,2024-11-09,5,@,Cagliari,it Serie A,D 3-3,3,3,0,55,3,0,0,0,5,2,0,2,1,0,0,Match Report
365,Milan,2024-09-27,5,,Lecce,it Serie A,W 3-0,3,0,+3,57,3,0,0,0,5,2,1,0,1,1,0,Match Report
366,Juventus,2024-09-28,5,@,Genoa,it Serie A,W 3-0,3,0,+3,65,2,1,1,0,5,5,0,0,0,0,0,Match Report
367,Juventus,2024-08-19,5,,Como,it Serie A,W 3-0,3,0,+3,57,3,0,0,0,5,4,1,0,0,0,0,Match Report
368,Paris S-G,2024-12-15,5,,Lyon,fr Ligue 1,W 3-1,3,1,+2,68,2,1,1,0,5,2,0,1,1,1,0,Match Report
369,Paris S-G,2024-09-27,5,,Rennes,fr Ligue 1,W 3-1,3,1,+2,61,3,0,0,0,5,4,0,0,1,0,0,Match Report
