Rk,Team,Date,Won,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Won,Lost,Won%,Match Report
896,Freiburg,2024-10-19,16,,Augsburg,de Bundesliga,W 3-1,3,1,+2,57,3,0,0,0,16,20,44.4,Match Report
897,Espanyol,2025-03-15,16,@,Mallorca,es La Liga,L 1-2,1,2,-1,38,0,0,0,0,16,14,53.3,Match Report
898,Espanyol,2025-01-25,16,@,Sevilla,es La Liga,D 1-1,1,1,0,26,1,0,0,0,16,19,45.7,Match Report
899,Espanyol,2025-01-11,16,,Leganés,es La Liga,D 1-1,1,1,0,53,1,0,0,0,16,17,48.5,Match Report
900,Espanyol,2024-08-31,16,,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,16,14,53.3,Match Report
901,RB Leipzig,2025-03-29,16,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,60,0,0,0,0,16,15,51.6,Match Report
902,Sevilla,2024-12-02,16,,Osasuna,es La Liga,D 1-1,1,1,0,64,1,0,0,0,16,15,51.6,Match Report
903,Sevilla,2024-10-25,16,@,Espanyol,es La Liga,W 2-0,2,0,+2,57,2,0,0,0,16,15,51.6,Match Report
904,Dortmund,2024-12-15,16,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,54,1,0,0,0,16,10,61.5,Match Report
905,Venezia,2024-11-25,16,,Lecce,it Serie A,L 0-1,0,1,-1,61,0,0,0,0,16,14,53.3,Match Report
906,Venezia,2024-10-04,16,@,Hellas Verona,it Serie A,L 1-2,1,2,-1,49,1,0,0,0,16,23,41.0,Match Report
907,Newcastle Utd,2025-01-18,16,,Bournemouth,eng Premier League,L 1-4,1,4,-3,56,1,0,0,0,16,15,51.6,Match Report
908,Newcastle Utd,2024-11-30,16,@,Crystal Palace,eng Premier League,D 1-1,1,1,0,51,0,0,0,0,16,16,50.0,Match Report
909,Rennes,2025-03-30,16,@,Angers,fr Ligue 1,W 3-0,3,0,+3,57,3,0,0,0,16,8,66.7,Match Report
910,Rennes,2024-10-05,16,,Monaco,fr Ligue 1,L 1-2,1,2,-1,58,1,0,0,0,16,16,50.0,Match Report
911,Bochum,2024-12-07,16,,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,52,0,0,0,0,16,18,47.1,Match Report
912,Ipswich Town,2024-10-05,16,@,West Ham,eng Premier League,L 1-4,1,4,-3,48,1,0,0,0,16,10,61.5,Match Report
913,Manchester City,2024-09-22,16,,Arsenal,eng Premier League,D 2-2,2,2,0,77,2,0,0,0,16,11,59.3,Match Report
914,Strasbourg,2025-02-02,16,@,Rennes,fr Ligue 1,L 0-1,0,1,-1,54,0,0,0,0,16,9,64.0,Match Report
915,Leverkusen,2025-04-05,16,@,Heidenheim,de Bundesliga,W 1-0,1,0,+1,51,1,0,0,0,16,12,57.1,Match Report
916,Leverkusen,2025-03-08,16,,Werder Bremen,de Bundesliga,L 0-2,0,2,-2,72,0,0,0,0,16,13,55.2,Match Report
917,Leverkusen,2024-11-30,16,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,62,2,0,0,0,16,15,51.6,Match Report
918,Leverkusen,2024-11-01,16,,Stuttgart,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,16,10,61.5,Match Report
919,Leverkusen,2024-08-23,16,@,Gladbach,de Bundesliga,W 3-2,3,2,+1,57,3,0,1,1,16,9,64.0,Match Report
920,Lille,2025-01-17,16,,Nice,fr Ligue 1,W 2-1,2,1,+1,55,2,0,0,0,16,18,47.1,Match Report
921,Lille,2025-01-10,16,@,Auxerre,fr Ligue 1,D 0-0,0,0,0,70,0,0,1,1,16,10,61.5,Match Report
922,Lille,2025-01-04,16,,Nantes,fr Ligue 1,D 1-1,1,1,0,71,1,0,0,0,16,7,69.6,Match Report
923,Brentford,2025-04-02,16,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,51,0,1,1,0,16,14,53.3,Match Report
924,Brentford,2025-01-14,16,,Manchester City,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,16,17,48.5,Match Report
925,Brentford,2024-12-04,16,@,Aston Villa,eng Premier League,L 1-3,1,3,-2,51,1,0,0,0,16,11,59.3,Match Report
926,Brentford,2024-09-28,16,,West Ham,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,16,17,48.5,Match Report
927,Chelsea,2024-12-30,16,@,Ipswich Town,eng Premier League,L 0-2,0,2,-2,76,0,0,0,0,16,14,53.3,Match Report
928,Brighton,2025-04-02,16,,Aston Villa,eng Premier League,L 0-3,0,3,-3,56,0,0,0,0,16,7,69.6,Match Report
929,Brighton,2025-01-16,16,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,53,2,0,0,0,16,11,59.3,Match Report
930,Brighton,2024-10-19,16,@,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,40,1,0,0,0,16,10,61.5,Match Report
931,Saint-Étienne,2024-08-31,16,@,Brest,fr Ligue 1,L 0-4,0,4,-4,53,0,0,0,0,16,23,41.0,Match Report
932,Everton,2025-02-26,16,@,Brentford,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,16,14,53.3,Match Report
933,Everton,2025-02-01,16,,Leicester City,eng Premier League,W 4-0,4,0,+4,48,4,0,0,0,16,13,55.2,Match Report
934,Everton,2025-01-19,16,,Tottenham,eng Premier League,W 3-2,3,2,+1,36,2,0,0,0,16,14,53.3,Match Report
935,Everton,2025-01-15,16,,Aston Villa,eng Premier League,L 0-1,0,1,-1,50,0,0,0,0,16,19,45.7,Match Report
936,Inter,2025-03-16,16,@,Atalanta,it Serie A,W 2-0,2,0,+2,51,2,0,0,0,16,19,45.7,Match Report
937,Inter,2024-10-27,16,,Juventus,it Serie A,D 4-4,4,4,0,47,2,2,2,0,16,8,66.7,Match Report
938,Nantes,2025-02-15,16,@,Monaco,fr Ligue 1,L 1-7,1,7,-6,35,1,0,0,0,16,12,57.1,Match Report
939,Milan,2025-02-22,16,@,Torino,it Serie A,L 1-2,1,2,-1,64,1,0,1,1,16,9,64.0,Match Report
940,Juventus,2025-02-07,16,@,Como,it Serie A,W 2-1,2,1,+1,48,1,1,1,0,16,18,47.1,Match Report
941,Juventus,2024-12-29,16,,Fiorentina,it Serie A,D 2-2,2,2,0,62,2,0,0,0,16,19,45.7,Match Report
942,Real Sociedad,2025-04-06,16,@,Las Palmas,es La Liga,W 3-1,3,1,+2,49,3,0,0,0,16,17,48.5,Match Report
943,Nott'ham Forest,2025-04-01,16,,Manchester Utd,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,16,21,43.2,Match Report
944,Nott'ham Forest,2025-01-06,16,@,Wolves,eng Premier League,W 3-0,3,0,+3,40,3,0,0,0,16,12,57.1,Match Report
945,Nott'ham Forest,2024-12-07,16,@,Manchester Utd,eng Premier League,W 3-2,3,2,+1,29,3,0,0,0,16,14,53.3,Match Report
946,Nott'ham Forest,2024-11-30,16,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,45,0,1,1,0,16,17,48.5,Match Report
947,Eint Frankfurt,2025-03-09,16,,Union Berlin,de Bundesliga,L 1-2,1,2,-1,66,1,0,1,1,16,22,42.1,Match Report
948,Eint Frankfurt,2025-02-02,16,,Wolfsburg,de Bundesliga,D 1-1,1,1,0,61,1,0,0,0,16,13,55.2,Match Report
949,Brest,2024-09-22,16,,Toulouse,fr Ligue 1,W 2-0,2,0,+2,43,2,0,0,0,16,20,44.4,Match Report
950,Betis,2025-02-02,16,,Athletic Club,es La Liga,D 2-2,2,2,0,53,2,0,0,0,16,13,55.2,Match Report
951,Lens,2024-09-28,16,,Nice,fr Ligue 1,D 0-0,0,0,0,56,0,0,0,0,16,7,69.6,Match Report
952,Monaco,2025-04-05,16,@,Brest,fr Ligue 1,L 1-2,1,2,-1,59,0,1,1,0,16,14,53.3,Match Report
953,Monaco,2024-10-05,16,@,Rennes,fr Ligue 1,W 2-1,2,1,+1,42,2,0,0,0,16,16,50.0,Match Report
954,Fulham,2025-02-22,16,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,62,0,0,0,0,16,9,64.0,Match Report
955,Fulham,2025-02-15,16,,Nott'ham Forest,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,16,15,51.6,Match Report
956,Fulham,2024-11-04,16,,Brentford,eng Premier League,W 2-1,2,1,+1,68,2,0,0,0,16,23,41.0,Match Report
957,Fulham,2024-08-24,16,,Leicester City,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,16,13,55.2,Match Report
958,Fulham,2024-08-16,16,@,Manchester Utd,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,16,19,45.7,Match Report
959,Hoffenheim,2024-12-08,15,,Freiburg,de Bundesliga,D 1-1,1,1,0,50,1,0,0,0,15,15,50.0,Match Report
960,Hoffenheim,2024-11-23,15,,RB Leipzig,de Bundesliga,W 4-3,4,3,+1,59,4,0,0,0,15,8,65.2,Match Report
961,Osasuna,2025-01-24,15,@,Las Palmas,es La Liga,D 1-1,1,1,0,49,1,0,0,0,15,12,55.6,Match Report
962,Osasuna,2024-12-02,15,@,Sevilla,es La Liga,D 1-1,1,1,0,36,1,0,0,0,15,16,48.4,Match Report
963,Osasuna,2024-11-24,15,,Villarreal,es La Liga,D 2-2,2,2,0,41,1,1,1,0,15,18,45.5,Match Report
964,Osasuna,2024-10-27,15,@,Real Sociedad,es La Liga,W 2-0,2,0,+2,26,2,0,0,0,15,12,55.6,Match Report
965,Osasuna,2024-09-28,15,,Barcelona,es La Liga,W 4-2,4,2,+2,27,3,1,1,0,15,7,68.2,Match Report
966,Udinese,2025-02-21,15,@,Lecce,it Serie A,W 1-0,1,0,+1,55,0,1,1,0,15,18,45.5,Match Report
967,Udinese,2024-09-22,15,@,Roma,it Serie A,L 0-3,0,3,-3,38,0,0,0,0,15,8,65.2,Match Report
968,Augsburg,2025-03-08,15,@,Dortmund,de Bundesliga,W 1-0,1,0,+1,29,1,0,0,0,15,14,51.7,Match Report
969,Hellas Verona,2025-02-08,15,,Atalanta,it Serie A,L 0-5,0,5,-5,38,0,0,0,0,15,11,57.7,Match Report
970,Hellas Verona,2025-01-27,15,@,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,15,13,53.6,Match Report
971,Hellas Verona,2025-01-19,15,,Lazio,it Serie A,L 0-3,0,3,-3,36,0,0,0,0,15,20,42.9,Match Report
972,Hellas Verona,2024-09-29,15,@,Como,it Serie A,L 2-3,2,3,-1,29,1,1,1,0,15,16,48.4,Match Report
973,Torino,2025-03-08,15,@,Parma,it Serie A,D 2-2,2,2,0,47,2,0,0,0,15,13,53.6,Match Report
974,Torino,2024-10-05,15,@,Inter,it Serie A,L 2-3,2,3,-1,20,1,1,1,0,15,13,53.6,Match Report
975,Nice,2024-11-10,15,,Lille,fr Ligue 1,D 2-2,2,2,0,43,2,0,0,0,15,14,51.7,Match Report
976,Arsenal,2025-02-15,15,@,Leicester City,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,15,11,57.7,Match Report
977,Arsenal,2025-01-18,15,,Aston Villa,eng Premier League,D 2-2,2,2,0,66,2,0,0,0,15,13,53.6,Match Report
978,Bologna,2024-10-29,15,@,Cagliari,it Serie A,W 2-0,2,0,+2,58,2,0,0,0,15,21,41.7,Match Report
979,Barcelona,2024-09-25,15,,Getafe,es La Liga,W 1-0,1,0,+1,76,1,0,0,0,15,8,65.2,Match Report
980,Monza,2024-09-22,15,,Bologna,it Serie A,L 1-2,1,2,-1,43,1,0,0,0,15,11,57.7,Match Report
981,Montpellier,2025-03-02,15,,Rennes,fr Ligue 1,L 0-4,0,4,-4,46,0,0,0,0,15,18,45.5,Match Report
982,Montpellier,2025-01-26,15,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,34,2,0,0,0,15,10,60.0,Match Report
983,Montpellier,2024-12-01,15,,Lille,fr Ligue 1,D 2-2,2,2,0,42,2,0,0,0,15,18,45.5,Match Report
984,Montpellier,2024-10-27,15,,Toulouse,fr Ligue 1,L 0-3,0,3,-3,51,0,0,0,0,15,14,51.7,Match Report
985,Montpellier,2024-09-28,15,@,Monaco,fr Ligue 1,L 1-2,1,2,-1,35,1,0,0,0,15,11,57.7,Match Report
986,Como,2024-11-04,15,@,Empoli,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,15,12,55.6,Match Report
987,Como,2024-09-01,15,@,Udinese,it Serie A,L 0-1,0,1,-1,56,0,0,1,1,15,18,45.5,Match Report
988,Villarreal,2025-04-06,15,,Athletic Club,es La Liga,D 0-0,0,0,0,56,0,0,0,0,15,14,51.7,Match Report
989,Villarreal,2025-02-01,15,,Valladolid,es La Liga,W 5-1,5,1,+4,53,5,0,0,0,15,12,55.6,Match Report
990,Villarreal,2024-12-18,15,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,45,1,0,0,0,15,14,51.7,Match Report
991,Holstein Kiel,2025-03-16,15,@,Heidenheim,de Bundesliga,L 1-3,1,3,-2,61,1,0,0,0,15,26,36.6,Match Report
992,Holstein Kiel,2025-02-22,15,,Leverkusen,de Bundesliga,L 0-2,0,2,-2,38,0,0,0,0,15,23,39.5,Match Report
993,Athletic Club,2025-03-30,15,,Osasuna,es La Liga,D 0-0,0,0,0,61,0,0,0,0,15,19,44.1,Match Report
994,Athletic Club,2024-08-28,15,,Valencia,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,15,14,51.7,Match Report
995,Gladbach,2025-03-29,15,,RB Leipzig,de Bundesliga,W 1-0,1,0,+1,40,1,0,0,0,15,16,48.4,Match Report
996,Gladbach,2024-11-24,15,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,48,2,0,0,0,15,8,65.2,Match Report
997,Gladbach,2024-09-21,15,@,Eint Frankfurt,de Bundesliga,L 0-2,0,2,-2,63,0,0,0,0,15,14,51.7,Match Report
998,Southampton,2024-12-22,15,@,Fulham,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,15,15,50.0,Match Report
999,Tottenham,2025-03-16,15,@,Fulham,eng Premier League,L 0-2,0,2,-2,43,0,0,0,0,15,18,45.5,Match Report
1000,Tottenham,2024-11-10,15,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,66,1,0,0,0,15,12,55.6,Match Report
1001,Tottenham,2024-10-27,15,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,66,0,0,0,0,15,21,41.7,Match Report
1002,Toulouse,2024-09-15,15,,Le Havre,fr Ligue 1,W 2-0,2,0,+2,54,2,0,0,0,15,15,50.0,Match Report
1003,Toulouse,2024-08-25,15,@,Nice,fr Ligue 1,D 1-1,1,1,0,43,1,0,0,0,15,18,45.5,Match Report
1004,Fiorentina,2025-02-06,15,,Inter,it Serie A,W 3-0,3,0,+3,29,3,0,0,0,15,22,40.5,Match Report
1005,Crystal Palace,2025-01-04,15,,Chelsea,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,15,8,65.2,Match Report
1006,Crystal Palace,2024-12-15,15,@,Brighton,eng Premier League,W 3-1,3,1,+2,36,3,0,0,0,15,13,53.6,Match Report
1007,Crystal Palace,2024-12-03,15,@,Ipswich Town,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,15,31,32.6,Match Report
1008,Crystal Palace,2024-11-02,15,@,Wolves,eng Premier League,D 2-2,2,2,0,43,2,0,0,0,15,13,53.6,Match Report
1009,Bournemouth,2025-01-18,15,@,Newcastle Utd,eng Premier League,W 4-1,4,1,+3,44,4,0,0,0,15,16,48.4,Match Report
1010,Bournemouth,2024-12-26,15,,Crystal Palace,eng Premier League,D 0-0,0,0,0,52,0,0,0,0,15,19,44.1,Match Report
1011,Bournemouth,2024-10-26,15,@,Aston Villa,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,15,13,53.6,Match Report
1012,Bournemouth,2024-09-14,15,,Chelsea,eng Premier League,L 0-1,0,1,-1,34,0,0,1,1,15,11,57.7,Match Report
1013,Bournemouth,2024-08-17,15,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,15,25,37.5,Match Report
1014,St. Pauli,2025-04-06,15,,Gladbach,de Bundesliga,D 1-1,1,1,0,63,1,0,0,0,15,18,45.5,Match Report
1015,St. Pauli,2025-03-08,15,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,43,1,0,0,0,15,19,44.1,Match Report
1016,Marseille,2024-11-08,15,,Auxerre,fr Ligue 1,L 1-3,1,3,-2,74,0,1,1,0,15,9,62.5,Match Report
1017,Stuttgart,2024-09-28,15,@,Wolfsburg,de Bundesliga,D 2-2,2,2,0,69,2,0,1,1,15,16,48.4,Match Report
1018,Auxerre,2025-03-02,15,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,45,0,0,0,0,15,9,62.5,Match Report
1019,Auxerre,2025-01-24,15,,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,37,1,0,0,0,15,7,68.2,Match Report
1020,Auxerre,2024-12-01,15,@,Toulouse,fr Ligue 1,L 0-2,0,2,-2,48,0,0,0,0,15,11,57.7,Match Report
1021,Le Havre,2024-09-15,15,@,Toulouse,fr Ligue 1,L 0-2,0,2,-2,46,0,0,0,0,15,15,50.0,Match Report
1022,Genoa,2025-01-12,15,,Parma,it Serie A,W 1-0,1,0,+1,61,1,0,0,0,15,17,46.9,Match Report
1023,Genoa,2024-10-31,15,,Fiorentina,it Serie A,L 0-1,0,1,-1,33,0,0,0,0,15,18,45.5,Match Report
1024,Genoa,2024-10-19,15,,Bologna,it Serie A,D 2-2,2,2,0,39,2,0,0,0,15,19,44.1,Match Report
1025,Angers,2025-01-12,15,@,Montpellier,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,15,13,53.6,Match Report
1026,Angers,2025-01-05,15,,Brest,fr Ligue 1,W 2-0,2,0,+2,39,2,0,0,0,15,19,44.1,Match Report
1027,Angers,2024-08-18,15,,Lens,fr Ligue 1,L 0-1,0,1,-1,42,0,0,0,0,15,13,53.6,Match Report
1028,Lazio,2025-03-16,15,@,Bologna,it Serie A,L 0-5,0,5,-5,49,0,0,0,0,15,14,51.7,Match Report
1029,Lazio,2025-01-26,15,,Fiorentina,it Serie A,L 1-2,1,2,-1,70,1,0,0,0,15,18,45.5,Match Report
1030,Lazio,2024-09-16,15,,Hellas Verona,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,15,19,44.1,Match Report
1031,Union Berlin,2024-11-30,15,,Leverkusen,de Bundesliga,L 1-2,1,2,-1,38,1,0,0,0,15,16,48.4,Match Report
1032,West Ham,2025-01-14,15,,Fulham,eng Premier League,W 3-2,3,2,+1,44,3,0,0,0,15,15,50.0,Match Report
1033,West Ham,2024-11-02,15,@,Nott'ham Forest,eng Premier League,L 0-3,0,3,-3,46,0,0,0,0,15,13,53.6,Match Report
1034,Leganés,2024-10-04,15,,Valencia,es La Liga,D 0-0,0,0,0,59,0,0,0,0,15,15,50.0,Match Report
1035,Leganés,2024-09-13,15,@,Betis,es La Liga,L 0-2,0,2,-2,36,0,0,0,0,15,14,51.7,Match Report
1036,Leganés,2024-08-25,15,,Las Palmas,es La Liga,W 2-1,2,1,+1,39,2,0,1,1,15,12,55.6,Match Report
1037,Reims,2025-01-11,15,,Nice,fr Ligue 1,L 2-4,2,4,-2,54,2,0,0,0,15,9,62.5,Match Report
1038,Reims,2024-10-20,15,@,Auxerre,fr Ligue 1,L 1-2,1,2,-1,65,1,0,0,0,15,14,51.7,Match Report
1039,Wolves,2024-10-26,15,@,Brighton,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,15,11,57.7,Match Report
1040,Alavés,2024-11-30,15,,Leganés,es La Liga,D 1-1,1,1,0,60,1,0,0,0,15,22,40.5,Match Report
1041,Alavés,2024-09-14,15,@,Espanyol,es La Liga,L 2-3,2,3,-1,61,2,0,0,0,15,19,44.1,Match Report
1042,Atalanta,2024-12-22,15,,Empoli,it Serie A,W 3-2,3,2,+1,65,3,0,0,0,15,10,60.0,Match Report
1043,Atalanta,2024-10-30,15,,Monza,it Serie A,W 2-0,2,0,+2,53,2,0,0,0,15,12,55.6,Match Report
1044,Leicester City,2025-02-27,15,@,West Ham,eng Premier League,L 0-2,0,2,-2,42,0,0,0,0,15,16,48.4,Match Report
1045,Leicester City,2024-12-26,15,@,Liverpool,eng Premier League,L 1-3,1,3,-2,32,1,0,0,0,15,11,57.7,Match Report
1046,Leicester City,2024-09-28,15,@,Arsenal,eng Premier League,L 2-4,2,4,-2,26,2,0,0,0,15,18,45.5,Match Report
1047,Empoli,2025-01-25,15,,Bologna,it Serie A,D 1-1,1,1,0,37,1,0,0,0,15,22,40.5,Match Report
1048,Empoli,2024-12-28,15,,Genoa,it Serie A,L 1-2,1,2,-1,58,1,0,1,1,15,24,38.5,Match Report
1049,Empoli,2024-12-08,15,@,Hellas Verona,it Serie A,W 4-1,4,1,+3,50,4,0,0,0,15,21,41.7,Match Report
1050,Freiburg,2025-01-25,15,,Bayern Munich,de Bundesliga,L 1-2,1,2,-1,35,1,0,0,0,15,8,65.2,Match Report
1051,Freiburg,2024-12-08,15,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,50,1,0,0,0,15,15,50.0,Match Report
1052,Espanyol,2024-10-25,15,,Sevilla,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,15,16,48.4,Match Report
1053,Espanyol,2024-08-28,15,@,Atlético Madrid,es La Liga,D 0-0,0,0,0,37,0,0,0,0,15,17,46.9,Match Report
1054,RB Leipzig,2025-02-23,15,,Heidenheim,de Bundesliga,D 2-2,2,2,0,74,1,1,1,0,15,19,44.1,Match Report
1055,RB Leipzig,2025-01-25,15,,Leverkusen,de Bundesliga,D 2-2,2,2,0,65,1,0,0,0,15,18,45.5,Match Report
1056,RB Leipzig,2024-12-07,15,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,44,1,1,1,0,15,18,45.5,Match Report
1057,Sevilla,2025-04-06,15,,Atlético Madrid,es La Liga,L 1-2,1,2,-1,44,1,0,0,0,15,15,50.0,Match Report
1058,Dortmund,2025-01-25,15,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,46,1,0,0,0,15,13,53.6,Match Report
1059,Venezia,2025-02-17,15,@,Genoa,it Serie A,L 0-2,0,2,-2,49,0,0,0,0,15,31,32.6,Match Report
1060,Venezia,2024-09-21,15,,Genoa,it Serie A,W 2-0,2,0,+2,49,2,0,1,1,15,17,46.9,Match Report
1061,Venezia,2024-08-25,15,@,Fiorentina,it Serie A,D 0-0,0,0,0,46,0,0,0,0,15,17,46.9,Match Report
1062,Newcastle Utd,2024-09-21,15,@,Fulham,eng Premier League,L 1-3,1,3,-2,61,1,0,0,0,15,6,71.4,Match Report
1063,Rennes,2025-02-21,15,,Reims,fr Ligue 1,W 1-0,1,0,+1,58,0,1,1,0,15,5,75.0,Match Report
1064,Rennes,2024-09-01,15,@,Reims,fr Ligue 1,L 1-2,1,2,-1,47,1,0,0,0,15,6,71.4,Match Report
1065,Bochum,2025-01-25,15,@,Gladbach,de Bundesliga,L 0-3,0,3,-3,43,0,0,0,0,15,18,45.5,Match Report
1066,Bochum,2024-08-31,15,,Gladbach,de Bundesliga,L 0-2,0,2,-2,39,0,0,0,0,15,12,55.6,Match Report
1067,Ipswich Town,2025-04-02,15,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,37,2,0,0,0,15,19,44.1,Match Report
1068,Ipswich Town,2024-12-14,15,@,Wolves,eng Premier League,W 2-1,2,1,+1,46,1,0,0,0,15,12,55.6,Match Report
1069,Strasbourg,2025-02-23,15,,Brest,fr Ligue 1,D 0-0,0,0,0,57,0,0,0,0,15,10,60.0,Match Report
1070,Cagliari,2025-03-02,15,@,Bologna,it Serie A,L 1-2,1,2,-1,39,1,0,0,0,15,17,46.9,Match Report
1071,Cagliari,2024-10-20,15,,Torino,it Serie A,W 3-2,3,2,+1,41,2,0,0,0,15,11,57.7,Match Report
1072,Leverkusen,2025-03-16,15,@,Stuttgart,de Bundesliga,W 4-3,4,3,+1,57,3,0,0,0,15,24,38.5,Match Report
1073,Leverkusen,2024-10-26,15,@,Werder Bremen,de Bundesliga,D 2-2,2,2,0,57,1,0,0,0,15,17,46.9,Match Report
1074,Leverkusen,2024-09-14,15,@,Hoffenheim,de Bundesliga,W 4-1,4,1,+3,60,3,1,1,0,15,8,65.2,Match Report
1075,Lille,2025-02-16,15,@,Rennes,fr Ligue 1,W 2-0,2,0,+2,63,2,0,1,1,15,8,65.2,Match Report
1076,Lille,2024-10-26,15,@,Lens,fr Ligue 1,W 2-0,2,0,+2,42,1,1,1,0,15,21,41.7,Match Report
1077,Brentford,2025-01-04,15,@,Southampton,eng Premier League,W 5-0,5,0,+5,50,4,1,1,0,15,18,45.5,Match Report
1078,Roma,2024-11-03,15,@,Hellas Verona,it Serie A,L 2-3,2,3,-1,66,2,0,0,0,15,14,51.7,Match Report
1079,Chelsea,2025-04-06,15,@,Brentford,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,15,8,65.2,Match Report
1080,Chelsea,2025-01-14,15,,Bournemouth,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,15,11,57.7,Match Report
1081,Saint-Étienne,2025-02-08,15,,Rennes,fr Ligue 1,L 0-2,0,2,-2,53,0,0,0,0,15,8,65.2,Match Report
1082,Saint-Étienne,2024-12-13,15,@,Toulouse,fr Ligue 1,L 1-2,1,2,-1,61,1,0,0,0,15,16,48.4,Match Report
1083,Saint-Étienne,2024-10-05,15,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,15,20,42.9,Match Report
1084,Saint-Étienne,2024-08-24,15,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,59,0,0,0,0,15,11,57.7,Match Report
1085,Everton,2025-03-08,15,@,Wolves,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,15,9,62.5,Match Report
1086,Everton,2024-11-23,15,,Brentford,eng Premier League,D 0-0,0,0,0,59,0,0,0,0,15,18,45.5,Match Report
1087,Napoli,2025-03-01,15,,Inter,it Serie A,D 1-1,1,1,0,62,1,0,0,0,15,18,45.5,Match Report
1088,Napoli,2025-02-02,15,@,Roma,it Serie A,D 1-1,1,1,0,49,1,0,0,0,15,14,51.7,Match Report
1089,Napoli,2024-11-24,15,,Roma,it Serie A,W 1-0,1,0,+1,63,1,0,0,0,15,12,55.6,Match Report
1090,Napoli,2024-09-15,15,@,Cagliari,it Serie A,W 4-0,4,0,+4,49,4,0,0,0,15,20,42.9,Match Report
1091,Napoli,2024-08-31,15,,Parma,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,15,6,71.4,Match Report
1092,Inter,2025-02-16,15,@,Juventus,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,15,13,53.6,Match Report
1093,Inter,2024-10-30,15,@,Empoli,it Serie A,W 3-0,3,0,+3,77,3,0,0,0,15,10,60.0,Match Report
1094,Inter,2024-10-20,15,@,Roma,it Serie A,W 1-0,1,0,+1,45,1,0,0,0,15,10,60.0,Match Report
1095,Inter,2024-09-15,15,@,Monza,it Serie A,D 1-1,1,1,0,60,1,0,0,0,15,24,38.5,Match Report
1096,Inter,2024-08-24,15,,Lecce,it Serie A,W 2-0,2,0,+2,61,1,1,1,0,15,7,68.2,Match Report
1097,Nantes,2024-12-15,15,@,Brest,fr Ligue 1,L 1-4,1,4,-3,49,1,0,0,0,15,10,60.0,Match Report
1098,Nantes,2024-11-09,15,@,Lens,fr Ligue 1,L 2-3,2,3,-1,33,1,1,1,0,15,19,44.1,Match Report
1099,Nantes,2024-08-31,15,@,Montpellier,fr Ligue 1,W 3-1,3,1,+2,31,2,1,1,0,15,10,60.0,Match Report
1100,Atlético Madrid,2025-04-06,15,@,Sevilla,es La Liga,W 2-1,2,1,+1,56,1,1,1,0,15,15,50.0,Match Report
