Rk,Team,Date,Att (GK),,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Att (GK),Thr,Launch%,AvgLen,Match Report
720,Torino,2025-02-22,33,,Milan,it Serie A,W 2-1,2,1,+1,36,1,0,0,0,33,6,66.7,49.1,Match Report
721,Torino,2025-02-14,33,@,Bologna,it Serie A,L 2-3,2,3,-1,35,2,0,0,0,33,2,78.8,55.0,Match Report
722,Nice,2025-02-02,33,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,46,0,1,1,0,33,5,18.2,30.5,Match Report
723,Nice,2024-09-28,33,@,Lens,fr Ligue 1,D 0-0,0,0,0,44,0,0,0,0,33,8,36.4,34.4,Match Report
724,Nice,2024-09-20,33,,Saint-Étienne,fr Ligue 1,W 8-0,8,0,+8,59,6,1,1,0,33,5,3.0,22.0,Match Report
725,Nice,2024-09-01,33,@,Angers,fr Ligue 1,W 4-1,4,1,+3,46,4,0,0,0,33,6,30.3,36.5,Match Report
726,Valladolid,2025-02-01,33,@,Villarreal,es La Liga,L 1-5,1,5,-4,47,1,0,0,0,33,5,27.3,32.8,Match Report
727,Valladolid,2024-10-26,33,,Villarreal,es La Liga,L 1-2,1,2,-1,45,0,1,1,0,33,6,18.2,33.2,Match Report
728,Heidenheim,2025-01-18,33,,St. Pauli,de Bundesliga,L 0-2,0,2,-2,60,0,0,0,0,33,4,27.3,29.5,Match Report
729,Heidenheim,2025-01-15,33,@,Werder Bremen,de Bundesliga,D 3-3,3,3,0,48,3,0,0,0,33,3,42.4,39.0,Match Report
730,Heidenheim,2024-09-21,33,,Freiburg,de Bundesliga,L 0-3,0,3,-3,42,0,0,0,0,33,4,24.2,31.7,Match Report
731,Bologna,2024-09-28,33,,Atalanta,it Serie A,D 1-1,1,1,0,36,1,0,0,0,33,1,51.5,43.7,Match Report
732,Bologna,2024-08-18,33,,Udinese,it Serie A,D 1-1,1,1,0,73,0,1,1,0,33,6,15.2,29.0,Match Report
733,Barcelona,2025-02-02,33,,Alavés,es La Liga,W 1-0,1,0,+1,69,1,0,0,0,33,5,21.2,26.5,Match Report
734,Barcelona,2024-12-03,33,@,Mallorca,es La Liga,W 5-1,5,1,+4,59,4,1,1,0,33,4,12.1,28.5,Match Report
735,Monza,2024-10-30,33,@,Atalanta,it Serie A,L 0-2,0,2,-2,47,0,0,0,0,33,1,60.6,47.6,Match Report
736,Montpellier,2025-03-30,33,@,Auxerre,fr Ligue 1,L 0-1,0,1,-1,47,0,0,0,0,33,6,54.5,39.7,Match Report
737,Como,2024-08-26,33,@,Cagliari,it Serie A,D 1-1,1,1,0,53,1,0,0,0,33,5,51.5,39.6,Match Report
738,Mallorca,2025-01-20,33,@,Villarreal,es La Liga,L 0-4,0,4,-4,57,0,0,0,0,33,6,18.2,29.1,Match Report
739,Mallorca,2024-10-28,33,,Athletic Club,es La Liga,D 0-0,0,0,0,33,0,0,0,0,33,5,66.7,44.5,Match Report
740,Holstein Kiel,2025-02-09,33,,Bochum,de Bundesliga,D 2-2,2,2,0,48,1,1,1,0,33,8,42.4,33.5,Match Report
741,Holstein Kiel,2024-09-29,33,,Eint Frankfurt,de Bundesliga,L 2-4,2,4,-2,47,1,1,1,0,33,5,33.3,32.3,Match Report
742,Holstein Kiel,2024-09-21,33,@,Bochum,de Bundesliga,D 2-2,2,2,0,56,2,0,0,0,33,6,36.4,36.1,Match Report
743,Holstein Kiel,2024-08-24,33,@,Hoffenheim,de Bundesliga,L 2-3,2,3,-1,46,2,0,0,0,33,4,48.5,36.8,Match Report
744,Athletic Club,2024-12-15,33,@,Alavés,es La Liga,D 1-1,1,1,0,48,1,0,0,0,33,6,27.3,31.4,Match Report
745,Athletic Club,2024-08-15,33,,Getafe,es La Liga,D 1-1,1,1,0,68,1,0,0,0,33,7,36.4,34.7,Match Report
746,Gladbach,2025-02-22,33,,Augsburg,de Bundesliga,L 0-3,0,3,-3,49,0,0,0,0,33,2,36.4,34.9,Match Report
747,Gladbach,2024-12-21,33,@,Hoffenheim,de Bundesliga,W 2-1,2,1,+1,35,2,0,0,0,33,3,48.5,41.1,Match Report
748,Gladbach,2024-12-07,33,,Dortmund,de Bundesliga,D 1-1,1,1,0,40,0,1,1,0,33,2,33.3,34.5,Match Report
749,Bournemouth,2025-04-02,33,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,63,1,0,0,0,33,3,21.2,26.5,Match Report
750,Wolfsburg,2024-08-25,33,,Bayern Munich,de Bundesliga,L 2-3,2,3,-1,30,1,1,1,0,33,1,93.9,55.9,Match Report
751,Marseille,2025-03-08,33,,Lens,fr Ligue 1,L 0-1,0,1,-1,75,0,0,0,0,33,0,18.2,22.6,Match Report
752,Marseille,2025-01-19,33,,Strasbourg,fr Ligue 1,D 1-1,1,1,0,69,0,1,1,0,33,4,12.1,23.1,Match Report
753,Genoa,2024-09-28,33,,Juventus,it Serie A,L 0-3,0,3,-3,35,0,0,0,0,33,2,24.2,30.8,Match Report
754,Lazio,2025-02-22,33,@,Venezia,it Serie A,D 0-0,0,0,0,63,0,0,0,0,33,2,39.4,38.6,Match Report
755,West Ham,2025-04-01,33,@,Wolves,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,33,7,24.2,27.8,Match Report
756,Liverpool,2024-10-27,33,@,Arsenal,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,33,3,66.7,41.5,Match Report
757,Aston Villa,2025-03-08,33,@,Brentford,eng Premier League,W 1-0,1,0,+1,41,1,0,0,0,33,1,51.5,40.3,Match Report
758,Aston Villa,2024-12-04,33,,Brentford,eng Premier League,W 3-1,3,1,+2,49,2,1,1,0,33,3,45.5,38.0,Match Report
759,Girona,2025-01-18,33,,Sevilla,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,33,3,24.2,27.9,Match Report
760,Atalanta,2025-01-14,33,,Juventus,it Serie A,D 1-1,1,1,0,60,1,0,0,0,33,3,27.3,31.8,Match Report
761,Atalanta,2024-11-03,33,@,Napoli,it Serie A,W 3-0,3,0,+3,50,3,0,0,0,33,5,30.3,37.2,Match Report
762,Rayo Vallecano,2025-03-09,33,@,Real Madrid,es La Liga,L 1-2,1,2,-1,54,1,0,0,0,33,4,27.3,31.9,Match Report
763,Leicester City,2025-04-02,33,@,Manchester City,eng Premier League,L 0-2,0,2,-2,28,0,0,0,0,33,4,54.5,43.5,Match Report
764,Leicester City,2025-03-16,33,,Manchester Utd,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,33,5,36.4,31.7,Match Report
765,Leicester City,2025-02-21,33,,Brentford,eng Premier League,L 0-4,0,4,-4,48,0,0,0,0,33,0,45.5,37.4,Match Report
766,Leicester City,2025-01-26,33,@,Tottenham,eng Premier League,W 2-1,2,1,+1,39,2,0,0,0,33,3,78.8,44.7,Match Report
767,Empoli,2024-11-25,33,,Udinese,it Serie A,D 1-1,1,1,0,30,1,0,0,0,33,5,51.5,41.7,Match Report
768,Freiburg,2024-12-13,33,,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,53,3,0,0,0,33,0,18.2,26.6,Match Report
769,Freiburg,2024-09-01,33,@,Bayern Munich,de Bundesliga,L 0-2,0,2,-2,34,0,0,1,1,33,2,45.5,38.2,Match Report
770,Espanyol,2024-08-31,33,,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,33,7,15.2,29.9,Match Report
771,Dortmund,2024-12-07,33,@,Gladbach,de Bundesliga,D 1-1,1,1,0,60,1,0,0,0,33,2,30.3,29.8,Match Report
772,Dortmund,2024-11-09,33,@,Mainz 05,de Bundesliga,L 1-3,1,3,-2,47,0,1,1,0,33,2,39.4,40.5,Match Report
773,Venezia,2025-03-29,33,,Bologna,it Serie A,L 0-1,0,1,-1,41,0,0,0,0,33,4,81.8,57.0,Match Report
774,Rennes,2025-02-08,33,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,47,2,0,0,0,33,5,45.5,37.2,Match Report
775,Rennes,2025-01-18,33,,Brest,fr Ligue 1,L 1-2,1,2,-1,68,1,0,0,0,33,6,12.1,27.9,Match Report
776,Rennes,2024-11-30,33,,Saint-Étienne,fr Ligue 1,W 5-0,5,0,+5,71,3,2,2,0,33,7,6.1,18.9,Match Report
777,Bochum,2025-04-05,33,,Stuttgart,de Bundesliga,L 0-4,0,4,-4,54,0,0,0,0,33,4,48.5,37.5,Match Report
778,Bochum,2025-01-15,33,,St. Pauli,de Bundesliga,W 1-0,1,0,+1,51,1,0,0,0,33,0,63.6,41.7,Match Report
779,Manchester City,2025-02-26,33,@,Tottenham,eng Premier League,W 1-0,1,0,+1,45,1,0,0,0,33,12,9.1,25.0,Match Report
780,Strasbourg,2024-11-02,33,@,Saint-Étienne,fr Ligue 1,L 0-2,0,2,-2,64,0,0,0,0,33,4,9.1,22.1,Match Report
781,Cagliari,2025-03-07,33,,Genoa,it Serie A,D 1-1,1,1,0,47,1,0,0,0,33,4,60.6,41.6,Match Report
782,Cagliari,2025-01-11,33,@,Milan,it Serie A,D 1-1,1,1,0,32,1,0,0,0,33,6,63.6,44.8,Match Report
783,Leverkusen,2024-11-30,33,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,62,2,0,0,0,33,7,42.4,37.7,Match Report
784,Lille,2024-10-05,33,,Toulouse,fr Ligue 1,W 2-1,2,1,+1,57,2,0,0,0,33,4,36.4,34.2,Match Report
785,Brentford,2024-11-09,33,,Bournemouth,eng Premier League,W 3-2,3,2,+1,51,3,0,0,0,33,2,21.2,31.1,Match Report
786,Brentford,2024-08-31,33,,Southampton,eng Premier League,W 3-1,3,1,+2,37,3,0,0,0,33,4,30.3,32.6,Match Report
787,Roma,2024-09-01,33,@,Juventus,it Serie A,D 0-0,0,0,0,51,0,0,0,0,33,2,15.2,28.7,Match Report
788,Brighton,2024-09-14,33,,Ipswich Town,eng Premier League,D 0-0,0,0,0,68,0,0,0,0,33,3,9.1,21.5,Match Report
789,Saint-Étienne,2025-03-29,33,,Paris S-G,fr Ligue 1,L 1-6,1,6,-5,47,1,0,0,0,33,4,63.6,45.8,Match Report
790,Saint-Étienne,2024-10-26,33,@,Angers,fr Ligue 1,L 2-4,2,4,-2,58,1,1,1,0,33,6,18.2,29.0,Match Report
791,Napoli,2025-02-09,33,,Udinese,it Serie A,D 1-1,1,1,0,62,1,0,0,0,33,6,3.0,25.3,Match Report
792,Napoli,2025-01-18,33,@,Atalanta,it Serie A,W 3-2,3,2,+1,44,3,0,0,0,33,2,15.2,29.3,Match Report
793,Napoli,2024-12-14,33,@,Udinese,it Serie A,W 3-1,3,1,+2,70,2,0,0,0,33,7,3.0,20.9,Match Report
794,Lyon,2025-04-05,33,,Lille,fr Ligue 1,W 2-1,2,1,+1,56,1,1,1,0,33,7,24.2,29.6,Match Report
795,Milan,2025-03-30,33,@,Napoli,it Serie A,L 1-2,1,2,-1,49,1,0,1,1,33,3,18.2,26.5,Match Report
796,Milan,2025-03-02,33,,Lazio,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,33,7,12.1,25.0,Match Report
797,Valencia,2024-12-18,33,@,Espanyol,es La Liga,D 1-1,1,1,0,54,1,0,0,0,33,8,57.6,43.8,Match Report
798,Valencia,2024-08-17,33,,Barcelona,es La Liga,L 1-2,1,2,-1,37,1,0,0,0,33,5,51.5,41.8,Match Report
799,Juventus,2024-10-19,33,,Lazio,it Serie A,W 1-0,1,0,+1,69,0,0,0,0,33,6,9.1,25.7,Match Report
800,Paris S-G,2024-12-18,33,@,Monaco,fr Ligue 1,W 4-2,4,2,+2,60,4,0,0,0,33,4,30.3,34.3,Match Report
801,Parma,2024-12-22,33,@,Roma,it Serie A,L 0-5,0,5,-5,41,0,0,0,0,33,10,33.3,36.3,Match Report
802,Brest,2025-02-14,33,,Auxerre,fr Ligue 1,D 2-2,2,2,0,64,2,0,0,0,33,6,12.1,24.2,Match Report
803,Brest,2024-11-02,33,,Nice,fr Ligue 1,L 0-1,0,1,-1,63,0,0,0,0,33,3,39.4,37.5,Match Report
804,Betis,2024-11-23,33,@,Valencia,es La Liga,L 2-4,2,4,-2,52,1,0,0,0,33,8,30.3,30.9,Match Report
805,Fulham,2025-03-08,33,@,Brighton,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,33,2,12.1,23.5,Match Report
806,Fulham,2024-12-08,33,,Arsenal,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,33,7,45.5,39.1,Match Report
807,Fulham,2024-11-09,33,@,Crystal Palace,eng Premier League,W 2-0,2,0,+2,64,2,0,0,0,33,7,9.1,23.1,Match Report
808,Fulham,2024-08-24,33,,Leicester City,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,33,2,33.3,35.4,Match Report
809,Las Palmas,2025-02-08,32,,Villarreal,es La Liga,L 1-2,1,2,-1,56,1,0,0,0,32,9,62.5,43.5,Match Report
810,Hoffenheim,2024-11-10,32,@,Augsburg,de Bundesliga,D 0-0,0,0,0,56,0,0,0,0,32,6,25.0,32.2,Match Report
811,Osasuna,2025-03-02,32,,Valencia,es La Liga,D 3-3,3,3,0,51,2,1,1,0,32,6,40.6,38.8,Match Report
812,Bayern Munich,2025-02-28,32,@,Stuttgart,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,32,1,53.1,41.4,Match Report
813,Bayern Munich,2024-10-06,32,@,Eint Frankfurt,de Bundesliga,D 3-3,3,3,0,74,3,0,0,0,32,4,28.1,26.8,Match Report
814,Augsburg,2024-09-01,32,@,Heidenheim,de Bundesliga,L 0-4,0,4,-4,64,0,0,0,0,32,10,9.4,23.8,Match Report
815,Torino,2025-03-02,32,@,Monza,it Serie A,W 2-0,2,0,+2,47,2,0,0,0,32,4,43.8,38.1,Match Report
816,Torino,2024-11-03,32,,Fiorentina,it Serie A,L 0-1,0,1,-1,54,0,0,0,0,32,9,21.9,29.8,Match Report
817,Nice,2025-04-04,32,,Nantes,fr Ligue 1,L 1-2,1,2,-1,76,1,0,0,0,32,2,12.5,23.2,Match Report
818,Valladolid,2024-11-02,32,@,Osasuna,es La Liga,L 0-1,0,1,-1,51,0,0,0,0,32,6,34.4,33.7,Match Report
819,Arsenal,2025-02-15,32,@,Leicester City,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,32,6,12.5,22.0,Match Report
820,Heidenheim,2025-03-29,32,@,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,39,0,1,1,0,32,3,53.1,43.4,Match Report
821,Heidenheim,2024-10-06,32,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,32,6,40.6,40.9,Match Report
822,Manchester Utd,2024-09-14,32,@,Southampton,eng Premier League,W 3-0,3,0,+3,56,3,0,0,0,32,3,21.9,28.9,Match Report
823,Barcelona,2024-08-24,32,,Athletic Club,es La Liga,W 2-1,2,1,+1,64,2,0,0,0,32,10,12.5,28.3,Match Report
824,Monza,2025-02-24,32,@,Roma,it Serie A,L 0-4,0,4,-4,35,0,0,0,0,32,8,28.1,29.6,Match Report
825,Monza,2025-01-13,32,,Fiorentina,it Serie A,W 2-1,2,1,+1,35,2,0,0,0,32,2,62.5,45.0,Match Report
826,Monza,2024-11-24,32,@,Torino,it Serie A,D 1-1,1,1,0,46,1,0,0,0,32,5,46.9,38.1,Match Report
827,Villarreal,2024-12-01,32,,Girona,es La Liga,D 2-2,2,2,0,36,2,0,0,0,32,7,46.9,36.6,Match Report
828,Mallorca,2024-11-01,32,@,Alavés,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,32,4,53.1,43.9,Match Report
829,Holstein Kiel,2024-12-14,32,@,Gladbach,de Bundesliga,L 1-4,1,4,-3,44,1,0,0,0,32,1,34.4,30.2,Match Report
830,Holstein Kiel,2024-11-29,32,@,St. Pauli,de Bundesliga,L 1-3,1,3,-2,51,1,0,1,1,32,0,56.3,39.8,Match Report
831,Athletic Club,2025-01-19,32,@,Celta Vigo,es La Liga,W 2-1,2,1,+1,41,2,0,0,0,32,3,37.5,34.1,Match Report
832,Southampton,2025-01-25,32,,Newcastle Utd,eng Premier League,L 1-3,1,3,-2,53,1,0,0,0,32,6,56.3,38.3,Match Report
833,Southampton,2024-12-26,32,,West Ham,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,32,4,62.5,39.9,Match Report
834,Southampton,2024-09-14,32,,Manchester Utd,eng Premier League,L 0-3,0,3,-3,44,0,0,1,1,32,7,28.1,29.7,Match Report
835,Southampton,2024-08-31,32,@,Brentford,eng Premier League,L 1-3,1,3,-2,63,1,0,0,0,32,8,40.6,36.3,Match Report
836,Tottenham,2025-02-26,32,,Manchester City,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,32,5,3.1,18.7,Match Report
837,Tottenham,2024-09-21,32,,Brentford,eng Premier League,W 3-1,3,1,+2,48,3,0,0,0,32,9,15.6,26.8,Match Report
838,Toulouse,2024-09-22,32,@,Brest,fr Ligue 1,L 0-2,0,2,-2,57,0,0,1,1,32,3,12.5,23.4,Match Report
839,Bournemouth,2025-02-15,32,@,Southampton,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,32,3,43.8,35.7,Match Report
840,Bournemouth,2024-09-21,32,@,Liverpool,eng Premier League,L 0-3,0,3,-3,42,0,0,0,0,32,7,18.8,30.7,Match Report
841,Real Madrid,2024-11-24,32,@,Leganés,es La Liga,W 3-0,3,0,+3,67,3,0,0,0,32,8,15.6,28.2,Match Report
842,Real Madrid,2024-10-19,32,@,Celta Vigo,es La Liga,W 2-1,2,1,+1,53,2,0,0,0,32,6,18.8,31.6,Match Report
843,St. Pauli,2025-03-01,32,,Dortmund,de Bundesliga,L 0-2,0,2,-2,43,0,0,0,0,32,3,43.8,37.3,Match Report
844,St. Pauli,2025-01-18,32,@,Heidenheim,de Bundesliga,W 2-0,2,0,+2,40,1,1,1,0,32,0,75.0,46.1,Match Report
845,Stuttgart,2025-01-25,32,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,32,2,62.5,38.9,Match Report
846,Auxerre,2024-11-03,32,,Rennes,fr Ligue 1,W 4-0,4,0,+4,39,3,1,1,0,32,10,62.5,45.8,Match Report
847,Werder Bremen,2024-09-21,32,,Bayern Munich,de Bundesliga,L 0-5,0,5,-5,31,0,0,0,0,32,4,34.4,38.6,Match Report
848,Genoa,2025-03-02,32,,Empoli,it Serie A,D 1-1,1,1,0,60,1,0,0,0,32,5,50.0,36.8,Match Report
849,Getafe,2025-02-23,32,,Betis,es La Liga,L 1-2,1,2,-1,49,1,0,0,0,32,1,81.3,51.4,Match Report
850,Getafe,2024-11-04,32,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,32,1,59.4,42.7,Match Report
851,West Ham,2024-08-24,32,@,Crystal Palace,eng Premier League,W 2-0,2,0,+2,42,2,0,0,0,32,3,40.6,33.8,Match Report
852,Liverpool,2024-08-25,32,,Brentford,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,32,2,31.3,32.6,Match Report
853,Wolves,2025-02-22,32,@,Bournemouth,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,32,3,31.3,32.5,Match Report
854,Wolves,2024-12-22,32,@,Leicester City,eng Premier League,W 3-0,3,0,+3,46,3,0,0,0,32,9,18.8,30.8,Match Report
855,Wolves,2024-08-17,32,@,Arsenal,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,32,1,56.3,41.3,Match Report
856,Alavés,2025-03-29,32,,Rayo Vallecano,es La Liga,L 0-2,0,2,-2,55,0,0,1,1,32,3,87.5,49.7,Match Report
857,Alavés,2024-11-23,32,@,Atlético Madrid,es La Liga,L 1-2,1,2,-1,30,0,1,1,0,32,5,62.5,47.7,Match Report
858,Girona,2024-12-07,32,,Real Madrid,es La Liga,L 0-3,0,3,-3,42,0,0,0,0,32,2,12.5,28.5,Match Report
859,Girona,2024-09-01,32,@,Sevilla,es La Liga,W 2-0,2,0,+2,50,1,1,1,0,32,5,21.9,31.6,Match Report
860,Girona,2024-08-15,32,@,Betis,es La Liga,D 1-1,1,1,0,61,1,0,0,0,32,4,25.0,29.7,Match Report
861,Rayo Vallecano,2025-02-07,32,,Valladolid,es La Liga,W 1-0,1,0,+1,69,1,0,0,0,32,5,18.8,29.7,Match Report
862,Mainz 05,2025-03-15,32,,Freiburg,de Bundesliga,D 2-2,2,2,0,44,2,0,0,0,32,3,71.9,50.5,Match Report
863,Mainz 05,2025-01-31,32,@,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,62,0,0,0,0,32,4,50.0,39.9,Match Report
864,Leicester City,2025-01-15,32,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,57,0,0,0,0,32,2,31.3,27.2,Match Report
865,Leicester City,2024-11-02,32,@,Ipswich Town,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,32,5,46.9,39.0,Match Report
866,Leicester City,2024-10-05,32,,Bournemouth,eng Premier League,W 1-0,1,0,+1,45,1,0,0,0,32,2,53.1,40.5,Match Report
867,Freiburg,2024-11-30,32,,Gladbach,de Bundesliga,W 3-1,3,1,+2,48,3,0,0,0,32,6,31.3,32.9,Match Report
868,Sevilla,2025-02-01,32,@,Getafe,es La Liga,D 0-0,0,0,0,55,0,0,0,0,32,4,43.8,39.6,Match Report
869,Dortmund,2024-08-31,32,@,Werder Bremen,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,32,4,28.1,27.4,Match Report
870,Venezia,2025-01-04,32,,Empoli,it Serie A,D 1-1,1,1,0,50,1,0,0,0,32,6,56.3,43.1,Match Report
871,Bochum,2025-01-18,32,,RB Leipzig,de Bundesliga,D 3-3,3,3,0,45,2,1,1,0,32,1,37.5,34.1,Match Report
872,Manchester City,2024-12-01,32,@,Liverpool,eng Premier League,L 0-2,0,2,-2,56,0,0,0,0,32,4,15.6,24.1,Match Report
873,Manchester City,2024-08-31,32,@,West Ham,eng Premier League,W 3-1,3,1,+2,67,3,0,0,0,32,2,18.8,28.1,Match Report
874,Cagliari,2025-04-06,32,@,Empoli,it Serie A,D 0-0,0,0,0,54,0,0,0,0,32,12,40.6,36.9,Match Report
875,Cagliari,2024-12-14,32,,Atalanta,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,32,1,65.6,42.9,Match Report
876,Leverkusen,2025-01-14,32,,Mainz 05,de Bundesliga,W 1-0,1,0,+1,66,1,0,0,0,32,3,25.0,32.1,Match Report
877,Brentford,2025-03-15,32,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,42,2,0,0,0,32,2,71.9,50.3,Match Report
878,Brentford,2025-02-21,32,@,Leicester City,eng Premier League,W 4-0,4,0,+4,52,4,0,0,0,32,2,34.4,36.9,Match Report
879,Brentford,2025-02-02,32,,Tottenham,eng Premier League,L 0-2,0,2,-2,54,0,0,0,0,32,4,40.6,33.0,Match Report
880,Brentford,2024-11-30,32,,Leicester City,eng Premier League,W 4-1,4,1,+3,60,4,0,0,0,32,3,18.8,25.6,Match Report
881,Chelsea,2024-11-10,32,,Arsenal,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,32,4,40.6,37.2,Match Report
882,Saint-Étienne,2025-03-01,32,,Nice,fr Ligue 1,L 1-3,1,3,-2,62,1,0,0,0,32,5,34.4,30.3,Match Report
883,Everton,2025-03-08,32,@,Wolves,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,32,5,37.5,37.2,Match Report
884,Everton,2025-02-26,32,@,Brentford,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,32,5,40.6,35.9,Match Report
885,Everton,2025-01-19,32,,Tottenham,eng Premier League,W 3-2,3,2,+1,36,2,0,0,0,32,3,50.0,40.3,Match Report
886,Lyon,2025-02-02,32,@,Marseille,fr Ligue 1,L 2-3,2,3,-1,37,1,1,1,0,32,7,46.9,40.2,Match Report
887,Lyon,2025-01-11,32,@,Brest,fr Ligue 1,L 1-2,1,2,-1,67,1,0,0,0,32,5,28.1,32.0,Match Report
888,Inter,2024-11-03,32,,Venezia,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,32,2,31.3,31.8,Match Report
889,Milan,2025-04-05,32,,Fiorentina,it Serie A,D 2-2,2,2,0,52,2,0,0,0,32,7,3.1,25.8,Match Report
890,Valencia,2024-11-29,32,@,Mallorca,es La Liga,L 1-2,1,2,-1,52,0,1,1,0,32,5,18.8,28.1,Match Report
891,Juventus,2024-12-01,32,@,Lecce,it Serie A,D 1-1,1,1,0,61,1,0,0,0,32,9,18.8,28.7,Match Report
892,Paris S-G,2025-02-07,32,,Monaco,fr Ligue 1,W 4-1,4,1,+3,63,4,0,0,0,32,4,18.8,28.0,Match Report
893,Real Sociedad,2025-02-02,32,@,Osasuna,es La Liga,L 1-2,1,2,-1,62,1,0,0,0,32,4,12.5,25.0,Match Report
894,Real Sociedad,2025-01-19,32,@,Valencia,es La Liga,L 0-1,0,1,-1,64,0,0,0,0,32,5,18.8,31.2,Match Report
895,Parma,2024-10-19,32,@,Como,it Serie A,D 1-1,1,1,0,39,1,0,0,0,32,11,21.9,30.3,Match Report
896,Eint Frankfurt,2024-09-29,32,@,Holstein Kiel,de Bundesliga,W 4-2,4,2,+2,53,4,0,0,0,32,6,28.1,31.6,Match Report
897,Celta Vigo,2024-11-23,32,,Barcelona,es La Liga,D 2-2,2,2,0,41,2,0,0,0,32,8,21.9,31.8,Match Report
898,Betis,2024-08-25,32,@,Alavés,es La Liga,D 0-0,0,0,0,62,0,0,0,0,32,8,18.8,27.4,Match Report
899,Lens,2025-03-15,32,,Rennes,fr Ligue 1,W 1-0,1,0,+1,46,1,0,0,0,32,4,43.8,37.9,Match Report
900,Lens,2024-09-28,32,,Nice,fr Ligue 1,D 0-0,0,0,0,56,0,0,0,0,32,4,46.9,36.9,Match Report
901,Monaco,2024-12-18,32,,Paris S-G,fr Ligue 1,L 2-4,2,4,-2,40,1,1,1,0,32,4,28.1,33.3,Match Report
902,Fulham,2024-08-16,32,@,Manchester Utd,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,32,3,31.3,33.5,Match Report
903,Lecce,2024-10-20,32,,Fiorentina,it Serie A,L 0-6,0,6,-6,39,0,0,0,0,32,5,46.9,36.0,Match Report
904,Las Palmas,2025-02-03,31,@,Girona,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,31,2,48.4,39.0,Match Report
905,Las Palmas,2024-10-05,31,,Celta Vigo,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,31,4,22.6,29.2,Match Report
906,Las Palmas,2024-09-15,31,,Athletic Club,es La Liga,L 2-3,2,3,-1,64,2,0,0,0,31,4,29.0,29.3,Match Report
907,Las Palmas,2024-08-25,31,@,Leganés,es La Liga,L 1-2,1,2,-1,61,1,0,0,0,31,7,9.7,24.4,Match Report
908,Hoffenheim,2025-02-23,31,,Stuttgart,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,31,0,61.3,42.5,Match Report
909,Hoffenheim,2024-10-27,31,@,Heidenheim,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,31,4,45.2,40.0,Match Report
910,Udinese,2024-10-19,31,@,Milan,it Serie A,L 0-1,0,1,-1,56,0,0,0,0,31,5,9.7,23.3,Match Report
911,Udinese,2024-09-16,31,@,Parma,it Serie A,W 3-2,3,2,+1,53,3,0,0,0,31,2,16.1,26.4,Match Report
912,Bayern Munich,2025-01-11,31,@,Gladbach,de Bundesliga,W 1-0,1,0,+1,67,0,1,1,0,31,4,12.9,26.4,Match Report
913,Augsburg,2025-01-25,31,,Heidenheim,de Bundesliga,W 2-1,2,1,+1,60,2,0,0,0,31,4,16.1,25.5,Match Report
914,Torino,2025-01-05,31,,Parma,it Serie A,D 0-0,0,0,0,62,0,0,0,0,31,7,22.6,29.6,Match Report
