Rk,Team,Date,Att,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Att,Launch%,AvgLen,Match Report
195,Parma,2025-03-01,13,@,Udinese,it Serie A,L 0-1,0,1,-1,57,0,0,0,0,13,7.7,24.8,Match Report
196,Celta Vigo,2025-01-19,13,,Athletic Club,es La Liga,L 1-2,1,2,-1,59,1,0,0,0,13,15.4,26.5,Match Report
197,Fulham,2024-12-14,13,@,Liverpool,eng Premier League,D 2-2,2,2,0,39,2,0,0,0,13,30.8,33.2,Match Report
198,Lecce,2025-01-11,13,@,Empoli,it Serie A,W 3-1,3,1,+2,50,3,0,0,0,13,69.2,40.6,Match Report
199,Las Palmas,2025-01-19,12,@,Real Madrid,es La Liga,L 1-4,1,4,-3,39,1,0,0,0,12,33.3,31.2,Match Report
200,Hoffenheim,2024-08-24,12,,Holstein Kiel,de Bundesliga,W 3-2,3,2,+1,54,2,1,1,0,12,41.7,36.8,Match Report
201,Osasuna,2025-04-07,12,@,Leganés,es La Liga,D 1-1,1,1,0,44,1,0,0,0,12,75.0,50.3,Match Report
202,Osasuna,2025-03-30,12,@,Athletic Club,es La Liga,D 0-0,0,0,0,39,0,0,0,0,12,100.0,59.0,Match Report
203,Osasuna,2025-03-27,12,@,Barcelona,es La Liga,L 0-3,0,3,-3,26,0,0,0,0,12,83.3,47.4,Match Report
204,Osasuna,2025-02-02,12,,Real Sociedad,es La Liga,W 2-1,2,1,+1,38,2,0,0,0,12,75.0,53.5,Match Report
205,Udinese,2025-02-01,12,,Venezia,it Serie A,W 3-2,3,2,+1,51,3,0,0,0,12,50.0,38.2,Match Report
206,Augsburg,2025-03-15,12,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,12,66.7,50.9,Match Report
207,Augsburg,2025-01-12,12,,Stuttgart,de Bundesliga,L 0-1,0,1,-1,43,0,0,0,0,12,58.3,41.4,Match Report
208,Hellas Verona,2024-09-01,12,@,Genoa,it Serie A,W 2-0,2,0,+2,42,1,1,1,0,12,83.3,58.6,Match Report
209,Torino,2025-03-15,12,,Empoli,it Serie A,W 1-0,1,0,+1,50,1,0,0,0,12,83.3,63.8,Match Report
210,Torino,2025-01-19,12,@,Fiorentina,it Serie A,D 1-1,1,1,0,47,1,0,0,0,12,58.3,46.9,Match Report
211,Torino,2024-09-15,12,,Lecce,it Serie A,D 0-0,0,0,0,53,0,0,0,0,12,41.7,39.3,Match Report
212,Torino,2024-08-30,12,@,Venezia,it Serie A,W 1-0,1,0,+1,58,1,0,0,0,12,75.0,60.1,Match Report
213,Torino,2024-08-17,12,@,Milan,it Serie A,D 2-2,2,2,0,44,1,0,0,0,12,58.3,55.4,Match Report
214,Valladolid,2024-12-13,12,,Valencia,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,12,66.7,54.2,Match Report
215,Valladolid,2024-11-22,12,@,Getafe,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,12,91.7,62.3,Match Report
216,Arsenal,2024-09-22,12,@,Manchester City,eng Premier League,D 2-2,2,2,0,23,2,0,0,0,12,100.0,69.4,Match Report
217,Heidenheim,2025-04-05,12,,Leverkusen,de Bundesliga,L 0-1,0,1,-1,49,0,0,0,0,12,33.3,33.3,Match Report
218,Heidenheim,2024-12-07,12,@,Bayern Munich,de Bundesliga,L 2-4,2,4,-2,18,2,0,0,0,12,25.0,26.8,Match Report
219,Monza,2025-03-08,12,@,Inter,it Serie A,L 2-3,2,3,-1,31,2,0,0,0,12,16.7,18.4,Match Report
220,Monza,2024-10-30,12,@,Atalanta,it Serie A,L 0-2,0,2,-2,47,0,0,0,0,12,8.3,15.8,Match Report
221,Monza,2024-10-21,12,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,41,3,0,0,0,12,58.3,45.3,Match Report
222,Monza,2024-10-06,12,,Roma,it Serie A,D 1-1,1,1,0,35,1,0,0,0,12,58.3,43.9,Match Report
223,Montpellier,2024-12-08,12,@,Lens,fr Ligue 1,L 0-2,0,2,-2,45,0,0,0,0,12,33.3,33.5,Match Report
224,Villarreal,2024-08-31,12,@,Valencia,es La Liga,D 1-1,1,1,0,42,1,0,0,0,12,58.3,48.8,Match Report
225,Mallorca,2024-12-21,12,@,Getafe,es La Liga,W 1-0,1,0,+1,46,0,1,1,0,12,66.7,45.3,Match Report
226,Mallorca,2024-09-27,12,@,Valladolid,es La Liga,W 2-1,2,1,+1,49,2,0,0,0,12,66.7,54.8,Match Report
227,Holstein Kiel,2025-03-02,12,@,Union Berlin,de Bundesliga,W 1-0,1,0,+1,48,1,0,0,0,12,58.3,47.0,Match Report
228,Holstein Kiel,2024-12-21,12,,Augsburg,de Bundesliga,W 5-1,5,1,+4,37,5,0,0,0,12,100.0,65.0,Match Report
229,Holstein Kiel,2024-11-09,12,@,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,40,1,0,0,0,12,58.3,45.0,Match Report
230,Gladbach,2025-03-07,12,,Mainz 05,de Bundesliga,L 1-3,1,3,-2,57,1,0,0,0,12,0.0,11.2,Match Report
231,Gladbach,2025-02-15,12,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,48,2,0,0,0,12,75.0,49.6,Match Report
232,Gladbach,2024-10-25,12,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,12,25.0,23.2,Match Report
233,Southampton,2025-03-08,12,@,Liverpool,eng Premier League,L 1-3,1,3,-2,29,1,0,0,0,12,100.0,71.0,Match Report
234,Tottenham,2025-01-19,12,@,Everton,eng Premier League,L 2-3,2,3,-1,64,2,0,0,0,12,0.0,10.3,Match Report
235,Tottenham,2024-10-27,12,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,66,0,0,0,0,12,0.0,13.8,Match Report
236,Toulouse,2025-02-23,12,@,Le Havre,fr Ligue 1,W 4-1,4,1,+3,46,3,1,1,0,12,58.3,42.5,Match Report
237,Toulouse,2024-12-07,12,@,Monaco,fr Ligue 1,L 0-2,0,2,-2,42,0,0,0,0,12,16.7,24.2,Match Report
238,Fiorentina,2025-04-05,12,@,Milan,it Serie A,D 2-2,2,2,0,48,1,0,0,0,12,41.7,29.8,Match Report
239,Fiorentina,2025-02-10,12,@,Inter,it Serie A,L 1-2,1,2,-1,38,0,1,1,0,12,58.3,42.8,Match Report
240,Crystal Palace,2025-03-08,12,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,12,41.7,33.8,Match Report
241,Crystal Palace,2025-01-04,12,,Chelsea,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,12,58.3,45.8,Match Report
242,Crystal Palace,2024-12-15,12,@,Brighton,eng Premier League,W 3-1,3,1,+2,36,3,0,0,0,12,66.7,50.4,Match Report
243,Bournemouth,2024-12-22,12,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,40,2,1,1,0,12,91.7,58.3,Match Report
244,Wolfsburg,2024-12-08,12,,Mainz 05,de Bundesliga,W 4-3,4,3,+1,44,4,0,0,0,12,16.7,23.1,Match Report
245,Real Madrid,2025-03-09,12,,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,46,2,0,0,0,12,16.7,19.8,Match Report
246,Real Madrid,2024-10-05,12,,Villarreal,es La Liga,W 2-0,2,0,+2,55,2,0,0,0,12,25.0,31.5,Match Report
247,St. Pauli,2024-10-26,12,,Wolfsburg,de Bundesliga,D 0-0,0,0,0,54,0,0,0,0,12,25.0,21.3,Match Report
248,Auxerre,2025-03-09,12,@,Reims,fr Ligue 1,W 2-0,2,0,+2,43,2,0,0,0,12,91.7,64.1,Match Report
249,Le Havre,2024-12-07,12,@,Nice,fr Ligue 1,L 1-2,1,2,-1,49,1,0,0,0,12,41.7,35.2,Match Report
250,Le Havre,2024-11-24,12,@,Nantes,fr Ligue 1,W 2-0,2,0,+2,30,1,0,0,0,12,41.7,33.8,Match Report
251,Werder Bremen,2024-09-15,12,@,Mainz 05,de Bundesliga,W 2-1,2,1,+1,42,1,1,1,0,12,41.7,39.8,Match Report
252,Genoa,2024-12-21,12,,Napoli,it Serie A,L 1-2,1,2,-1,38,1,0,0,0,12,25.0,31.9,Match Report
253,Genoa,2024-10-27,12,@,Lazio,it Serie A,L 0-3,0,3,-3,39,0,0,0,0,12,33.3,33.0,Match Report
254,Angers,2024-11-09,12,,Paris S-G,fr Ligue 1,L 2-4,2,4,-2,30,2,0,0,0,12,50.0,40.2,Match Report
255,Lazio,2025-03-02,12,@,Milan,it Serie A,W 2-1,2,1,+1,39,1,1,1,0,12,25.0,27.4,Match Report
256,Lazio,2024-10-31,12,@,Como,it Serie A,W 5-1,5,1,+4,49,4,1,1,0,12,58.3,42.0,Match Report
257,Getafe,2025-02-14,12,@,Girona,es La Liga,W 2-1,2,1,+1,29,2,0,0,0,12,100.0,63.3,Match Report
258,Getafe,2025-01-18,12,,Barcelona,es La Liga,D 1-1,1,1,0,23,1,0,0,0,12,91.7,55.8,Match Report
259,Getafe,2024-09-25,12,@,Barcelona,es La Liga,L 0-1,0,1,-1,24,0,0,0,0,12,100.0,63.7,Match Report
260,Union Berlin,2024-11-02,12,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,23,0,0,0,0,12,41.7,33.8,Match Report
261,West Ham,2024-11-02,12,@,Nott'ham Forest,eng Premier League,L 0-3,0,3,-3,46,0,0,0,0,12,58.3,42.3,Match Report
262,Leganés,2025-02-23,12,@,Real Sociedad,es La Liga,L 0-3,0,3,-3,45,0,0,0,0,12,100.0,77.3,Match Report
263,Leganés,2024-09-13,12,@,Betis,es La Liga,L 0-2,0,2,-2,36,0,0,0,0,12,75.0,55.9,Match Report
264,Leganés,2024-08-17,12,@,Osasuna,es La Liga,D 1-1,1,1,0,39,1,0,0,0,12,91.7,65.6,Match Report
265,Reims,2024-11-23,12,,Lyon,fr Ligue 1,D 1-1,1,1,0,41,1,0,0,0,12,66.7,43.0,Match Report
266,Reims,2024-10-06,12,,Montpellier,fr Ligue 1,W 4-2,4,2,+2,48,3,1,1,0,12,33.3,27.8,Match Report
267,Reims,2024-09-21,12,,Paris S-G,fr Ligue 1,D 1-1,1,1,0,22,1,0,0,0,12,50.0,41.9,Match Report
268,Aston Villa,2024-11-03,12,@,Tottenham,eng Premier League,L 1-4,1,4,-3,49,1,0,0,0,12,41.7,35.0,Match Report
269,Alavés,2024-08-25,12,,Betis,es La Liga,D 0-0,0,0,0,38,0,0,0,0,12,50.0,48.4,Match Report
270,Atalanta,2025-02-23,12,@,Empoli,it Serie A,W 5-0,5,0,+5,54,4,0,0,0,12,100.0,65.4,Match Report
271,Leicester City,2024-12-08,12,,Brighton,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,12,16.7,16.9,Match Report
272,Leicester City,2024-11-23,12,,Chelsea,eng Premier League,L 1-2,1,2,-1,37,0,1,1,0,12,33.3,28.3,Match Report
273,Leicester City,2024-08-24,12,@,Fulham,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,12,16.7,24.4,Match Report
274,Empoli,2025-01-19,12,@,Inter,it Serie A,L 1-3,1,3,-2,32,1,0,0,0,12,33.3,28.3,Match Report
275,Empoli,2024-12-08,12,@,Hellas Verona,it Serie A,W 4-1,4,1,+3,50,4,0,0,0,12,8.3,21.8,Match Report
276,Empoli,2024-10-27,12,@,Parma,it Serie A,D 1-1,1,1,0,40,0,0,0,0,12,41.7,36.8,Match Report
277,Empoli,2024-09-20,12,@,Cagliari,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,12,25.0,19.0,Match Report
278,Empoli,2024-08-25,12,@,Roma,it Serie A,W 2-1,2,1,+1,27,1,1,1,0,12,25.0,27.6,Match Report
279,Espanyol,2025-04-04,12,@,Rayo Vallecano,es La Liga,W 4-0,4,0,+4,31,3,1,1,0,12,41.7,32.8,Match Report
280,Espanyol,2025-03-15,12,@,Mallorca,es La Liga,L 1-2,1,2,-1,38,0,0,0,0,12,50.0,36.6,Match Report
281,Espanyol,2025-02-01,12,,Real Madrid,es La Liga,W 1-0,1,0,+1,24,1,0,0,0,12,33.3,29.0,Match Report
282,Espanyol,2024-09-21,12,@,Real Madrid,es La Liga,L 1-4,1,4,-3,27,0,0,0,0,12,58.3,43.9,Match Report
283,RB Leipzig,2024-12-07,12,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,44,1,1,1,0,12,50.0,42.1,Match Report
284,Sevilla,2024-09-29,12,@,Athletic Club,es La Liga,D 1-1,1,1,0,61,0,0,0,0,12,33.3,29.3,Match Report
285,Dortmund,2024-12-15,12,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,54,1,0,0,0,12,16.7,22.0,Match Report
286,Venezia,2024-10-04,12,@,Hellas Verona,it Serie A,L 1-2,1,2,-1,49,1,0,0,0,12,25.0,33.5,Match Report
287,Venezia,2024-09-29,12,@,Roma,it Serie A,L 1-2,1,2,-1,31,1,0,0,0,12,25.0,29.2,Match Report
288,Rennes,2025-03-02,12,@,Montpellier,fr Ligue 1,W 4-0,4,0,+4,54,4,0,1,1,12,25.0,25.1,Match Report
289,Rennes,2025-01-25,12,@,Monaco,fr Ligue 1,L 2-3,2,3,-1,48,2,0,0,0,12,58.3,41.3,Match Report
290,Bochum,2024-11-30,12,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,48,0,0,0,0,12,33.3,35.2,Match Report
291,Ipswich Town,2024-11-02,12,,Leicester City,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,12,58.3,43.2,Match Report
292,Strasbourg,2024-12-15,12,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,44,3,0,0,0,12,50.0,38.3,Match Report
293,Cagliari,2025-03-16,12,@,Roma,it Serie A,L 0-1,0,1,-1,39,0,0,0,0,12,50.0,42.0,Match Report
294,Cagliari,2025-02-15,12,@,Atalanta,it Serie A,D 0-0,0,0,0,41,0,0,0,0,12,58.3,43.3,Match Report
295,Cagliari,2024-12-14,12,,Atalanta,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,12,41.7,31.1,Match Report
296,Leverkusen,2025-02-02,12,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,48,3,0,0,0,12,75.0,52.3,Match Report
297,Brentford,2025-04-02,12,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,51,0,1,1,0,12,100.0,67.1,Match Report
298,Brentford,2025-01-14,12,,Manchester City,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,12,66.7,48.4,Match Report
299,Brentford,2024-12-15,12,@,Chelsea,eng Premier League,L 1-2,1,2,-1,38,1,0,0,0,12,25.0,27.1,Match Report
300,Brighton,2024-08-17,12,@,Everton,eng Premier League,W 3-0,3,0,+3,60,3,0,0,0,12,8.3,12.3,Match Report
301,Saint-Étienne,2025-04-06,12,@,Lens,fr Ligue 1,L 0-1,0,1,-1,40,0,0,1,1,12,25.0,22.9,Match Report
302,Saint-Étienne,2024-09-13,12,,Lille,fr Ligue 1,W 1-0,1,0,+1,30,1,0,0,0,12,66.7,39.7,Match Report
303,Napoli,2025-02-15,12,@,Lazio,it Serie A,D 2-2,2,2,0,47,1,0,0,0,12,16.7,16.6,Match Report
304,Napoli,2024-10-29,12,@,Milan,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,12,25.0,28.3,Match Report
305,Atlético Madrid,2024-12-21,12,@,Barcelona,es La Liga,W 2-1,2,1,+1,38,2,0,0,0,12,58.3,39.5,Match Report
306,Atlético Madrid,2024-09-22,12,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,12,41.7,40.3,Match Report
307,Real Sociedad,2025-03-02,12,@,Barcelona,es La Liga,L 0-4,0,4,-4,24,0,0,0,0,12,91.7,65.2,Match Report
308,Nott'ham Forest,2025-03-08,12,,Manchester City,eng Premier League,W 1-0,1,0,+1,31,1,0,0,0,12,75.0,53.9,Match Report
309,Nott'ham Forest,2024-10-25,12,@,Leicester City,eng Premier League,W 3-1,3,1,+2,35,3,0,0,0,12,50.0,41.8,Match Report
310,Nott'ham Forest,2024-09-22,12,@,Brighton,eng Premier League,D 2-2,2,2,0,30,1,1,1,0,12,75.0,53.8,Match Report
311,Nott'ham Forest,2024-09-14,12,@,Liverpool,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,12,75.0,53.9,Match Report
312,Parma,2024-10-06,12,@,Bologna,it Serie A,D 0-0,0,0,0,29,0,0,0,0,12,91.7,69.4,Match Report
313,Eint Frankfurt,2025-01-26,12,@,Hoffenheim,de Bundesliga,D 2-2,2,2,0,49,1,1,1,0,12,16.7,22.2,Match Report
314,Eint Frankfurt,2024-09-14,12,@,Wolfsburg,de Bundesliga,W 2-1,2,1,+1,40,1,1,1,0,12,41.7,34.8,Match Report
315,Lens,2024-08-25,12,,Brest,fr Ligue 1,W 2-0,2,0,+2,52,1,0,0,0,12,33.3,28.6,Match Report
316,Monaco,2024-11-22,12,,Brest,fr Ligue 1,W 3-2,3,2,+1,51,3,0,0,0,12,16.7,28.2,Match Report
317,Fulham,2024-12-05,12,,Brighton,eng Premier League,W 3-1,3,1,+2,43,2,0,0,0,12,41.7,35.2,Match Report
318,Fulham,2024-09-21,12,,Newcastle Utd,eng Premier League,W 3-1,3,1,+2,39,3,0,0,0,12,33.3,28.8,Match Report
319,Las Palmas,2024-11-30,11,@,Barcelona,es La Liga,W 2-1,2,1,+1,31,2,0,0,0,11,54.5,40.4,Match Report
320,Las Palmas,2024-11-03,11,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,11,36.4,32.0,Match Report
321,Las Palmas,2024-09-26,11,,Betis,es La Liga,D 1-1,1,1,0,55,1,0,0,0,11,18.2,22.6,Match Report
322,Osasuna,2025-02-15,11,,Real Madrid,es La Liga,D 1-1,1,1,0,45,0,1,1,0,11,63.6,46.0,Match Report
323,Osasuna,2024-08-24,11,,Mallorca,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,11,81.8,63.5,Match Report
324,Udinese,2024-08-24,11,,Lazio,it Serie A,W 2-1,2,1,+1,34,2,0,0,0,11,45.5,35.5,Match Report
325,Bayern Munich,2025-02-15,11,@,Leverkusen,de Bundesliga,D 0-0,0,0,0,43,0,0,0,0,11,45.5,35.8,Match Report
326,Augsburg,2025-03-29,11,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,44,1,0,0,0,11,63.6,43.3,Match Report
327,Augsburg,2025-01-15,11,@,Union Berlin,de Bundesliga,W 2-0,2,0,+2,45,2,0,0,0,11,81.8,51.0,Match Report
328,Hellas Verona,2025-03-15,11,@,Udinese,it Serie A,W 1-0,1,0,+1,36,1,0,0,0,11,90.9,62.2,Match Report
329,Hellas Verona,2025-01-04,11,,Udinese,it Serie A,D 0-0,0,0,0,37,0,0,0,0,11,90.9,55.4,Match Report
330,Hellas Verona,2024-12-15,11,@,Parma,it Serie A,W 3-2,3,2,+1,44,3,0,0,0,11,100.0,61.1,Match Report
331,Hellas Verona,2024-11-03,11,,Roma,it Serie A,W 3-2,3,2,+1,34,3,0,0,0,11,100.0,67.3,Match Report
332,Hellas Verona,2024-10-26,11,@,Atalanta,it Serie A,L 1-6,1,6,-5,31,1,0,0,0,11,100.0,67.4,Match Report
333,Nice,2024-12-07,11,,Le Havre,fr Ligue 1,W 2-1,2,1,+1,51,1,1,1,0,11,36.4,30.6,Match Report
334,Valladolid,2025-02-16,11,,Sevilla,es La Liga,L 0-4,0,4,-4,52,0,0,0,0,11,18.2,28.0,Match Report
335,Valladolid,2025-02-01,11,@,Villarreal,es La Liga,L 1-5,1,5,-4,47,1,0,0,0,11,54.5,41.3,Match Report
336,Valladolid,2025-01-17,11,@,Espanyol,es La Liga,L 1-2,1,2,-1,64,1,0,0,0,11,9.1,18.1,Match Report
337,Valladolid,2024-10-26,11,,Villarreal,es La Liga,L 1-2,1,2,-1,45,0,1,1,0,11,27.3,24.5,Match Report
338,Valladolid,2024-10-05,11,,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,40,1,0,0,0,11,0.0,14.5,Match Report
339,Heidenheim,2025-03-09,11,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,11,54.5,45.2,Match Report
340,Heidenheim,2024-09-01,11,,Augsburg,de Bundesliga,W 4-0,4,0,+4,36,3,1,1,0,11,72.7,58.7,Match Report
341,Manchester Utd,2024-10-06,11,@,Aston Villa,eng Premier League,D 0-0,0,0,0,47,0,0,0,0,11,36.4,28.7,Match Report
342,Barcelona,2024-09-22,11,@,Villarreal,es La Liga,W 5-1,5,1,+4,63,5,0,1,1,11,9.1,24.3,Match Report
343,Monza,2025-02-01,11,,Hellas Verona,it Serie A,L 0-1,0,1,-1,66,0,0,0,0,11,0.0,13.5,Match Report
344,Monza,2024-09-29,11,@,Napoli,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,11,36.4,27.0,Match Report
345,Monza,2024-09-01,11,@,Fiorentina,it Serie A,D 2-2,2,2,0,32,2,0,0,0,11,63.6,49.1,Match Report
346,Montpellier,2024-09-28,11,@,Monaco,fr Ligue 1,L 1-2,1,2,-1,35,1,0,0,0,11,72.7,48.5,Match Report
347,Montpellier,2024-08-18,11,,Strasbourg,fr Ligue 1,D 1-1,1,1,0,42,0,1,1,0,11,18.2,20.5,Match Report
348,Como,2024-10-19,11,,Parma,it Serie A,D 1-1,1,1,0,61,1,0,0,0,11,0.0,18.2,Match Report
349,Villarreal,2024-08-23,11,@,Sevilla,es La Liga,W 2-1,2,1,+1,41,2,0,0,0,11,45.5,35.6,Match Report
350,Mallorca,2024-10-20,11,,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,51,1,0,0,0,11,45.5,36.8,Match Report
351,Mallorca,2024-08-27,11,,Sevilla,es La Liga,D 0-0,0,0,0,45,0,0,0,0,11,9.1,21.5,Match Report
352,Gladbach,2025-04-06,11,@,St. Pauli,de Bundesliga,D 1-1,1,1,0,37,1,0,0,0,11,45.5,37.9,Match Report
353,Gladbach,2025-01-11,11,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,33,0,0,0,0,11,36.4,25.7,Match Report
354,Southampton,2024-12-22,11,@,Fulham,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,11,100.0,70.5,Match Report
355,Southampton,2024-10-19,11,,Leicester City,eng Premier League,L 2-3,2,3,-1,42,2,0,0,0,11,18.2,24.5,Match Report
356,Toulouse,2024-11-10,11,@,Rennes,fr Ligue 1,W 2-0,2,0,+2,33,1,0,0,0,11,54.5,37.4,Match Report
357,Toulouse,2024-08-25,11,@,Nice,fr Ligue 1,D 1-1,1,1,0,43,1,0,0,0,11,45.5,35.4,Match Report
358,Fiorentina,2024-11-24,11,@,Como,it Serie A,W 2-0,2,0,+2,43,2,0,0,0,11,54.5,44.3,Match Report
359,Fiorentina,2024-09-15,11,@,Atalanta,it Serie A,L 2-3,2,3,-1,49,2,0,0,0,11,9.1,23.6,Match Report
360,Crystal Palace,2024-11-23,11,@,Aston Villa,eng Premier League,D 2-2,2,2,0,31,2,0,0,0,11,54.5,44.5,Match Report
361,Crystal Palace,2024-09-21,11,,Manchester Utd,eng Premier League,D 0-0,0,0,0,33,0,0,0,0,11,72.7,52.5,Match Report
362,Crystal Palace,2024-09-01,11,@,Chelsea,eng Premier League,D 1-1,1,1,0,38,1,0,0,0,11,45.5,36.5,Match Report
363,Bournemouth,2024-12-05,11,,Tottenham,eng Premier League,W 1-0,1,0,+1,35,1,0,0,0,11,72.7,48.5,Match Report
364,Bournemouth,2024-11-02,11,,Manchester City,eng Premier League,W 2-1,2,1,+1,36,2,0,0,0,11,72.7,54.0,Match Report
365,Wolfsburg,2024-09-22,11,@,Leverkusen,de Bundesliga,L 3-4,3,4,-1,22,2,0,0,0,11,90.9,66.5,Match Report
366,Real Madrid,2024-12-07,11,@,Girona,es La Liga,W 3-0,3,0,+3,58,3,0,0,0,11,0.0,18.1,Match Report
367,Real Madrid,2024-09-14,11,@,Real Sociedad,es La Liga,W 2-0,2,0,+2,52,0,2,2,0,11,36.4,31.8,Match Report
368,St. Pauli,2025-03-08,11,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,43,1,0,0,0,11,36.4,30.6,Match Report
369,St. Pauli,2024-12-21,11,@,Stuttgart,de Bundesliga,W 1-0,1,0,+1,28,1,0,1,1,11,63.6,45.2,Match Report
370,Marseille,2024-11-23,11,@,Lens,fr Ligue 1,W 3-1,3,1,+2,55,3,0,0,0,11,18.2,18.9,Match Report
371,Marseille,2024-09-22,11,@,Lyon,fr Ligue 1,W 3-2,3,2,+1,37,3,0,0,0,11,100.0,61.0,Match Report
372,Stuttgart,2025-02-08,11,@,Dortmund,de Bundesliga,W 2-1,2,1,+1,32,1,0,0,0,11,63.6,47.1,Match Report
373,Auxerre,2025-02-14,11,@,Brest,fr Ligue 1,D 2-2,2,2,0,36,2,0,0,0,11,90.9,60.4,Match Report
374,Auxerre,2024-11-08,11,@,Marseille,fr Ligue 1,W 3-1,3,1,+2,26,3,0,0,0,11,90.9,63.0,Match Report
375,Werder Bremen,2025-02-07,11,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,25,0,0,0,0,11,27.3,27.2,Match Report
376,Werder Bremen,2024-12-07,11,@,Bochum,de Bundesliga,W 1-0,1,0,+1,48,1,0,0,0,11,18.2,20.5,Match Report
377,Angers,2025-02-22,11,@,Saint-Étienne,fr Ligue 1,D 3-3,3,3,0,39,1,2,2,0,11,54.5,47.6,Match Report
378,Angers,2024-10-04,11,@,Marseille,fr Ligue 1,D 1-1,1,1,0,24,1,0,0,0,11,72.7,52.0,Match Report
379,Lazio,2025-02-22,11,@,Venezia,it Serie A,D 0-0,0,0,0,63,0,0,0,0,11,36.4,27.6,Match Report
380,Lazio,2025-01-19,11,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,64,3,0,0,0,11,27.3,22.6,Match Report
381,Lazio,2024-12-28,11,,Atalanta,it Serie A,D 1-1,1,1,0,40,1,0,0,0,11,72.7,49.9,Match Report
382,Getafe,2024-12-01,11,@,Real Madrid,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,11,100.0,67.9,Match Report
383,Getafe,2024-09-28,11,,Alavés,es La Liga,W 2-0,2,0,+2,46,1,1,1,0,11,100.0,67.9,Match Report
384,West Ham,2024-12-26,11,@,Southampton,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,11,45.5,33.5,Match Report
385,West Ham,2024-10-19,11,@,Tottenham,eng Premier League,L 1-4,1,4,-3,43,1,0,0,0,11,63.6,45.8,Match Report
386,Leganés,2025-02-09,11,@,Valencia,es La Liga,L 0-2,0,2,-2,56,0,0,0,0,11,81.8,61.0,Match Report
387,Leganés,2025-01-18,11,,Atlético Madrid,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,11,100.0,72.8,Match Report
388,Leganés,2024-10-20,11,@,Atlético Madrid,es La Liga,L 1-3,1,3,-2,37,1,0,0,0,11,72.7,51.7,Match Report
389,Leganés,2024-10-04,11,,Valencia,es La Liga,D 0-0,0,0,0,59,0,0,0,0,11,45.5,45.0,Match Report
390,Reims,2025-03-16,11,@,Brest,fr Ligue 1,D 0-0,0,0,0,29,0,0,0,0,11,54.5,40.8,Match Report
391,Reims,2025-01-25,11,@,Paris S-G,fr Ligue 1,D 1-1,1,1,0,22,1,0,0,0,11,90.9,52.5,Match Report
392,Reims,2024-11-10,11,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,45,3,0,0,0,11,54.5,41.4,Match Report
393,Aston Villa,2025-01-26,11,,West Ham,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,11,36.4,30.7,Match Report
394,Aston Villa,2025-01-18,11,@,Arsenal,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,11,45.5,33.9,Match Report
