Rk,Team,Date,Carries,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
154,Dortmund,2025-02-01,521,@,Heidenheim,de Bundesliga,W 2-1,2,1,+1,63,2,0,0,0,521,2428,1295,32,16,8,18,11,559,50,Match Report
155,Tottenham,2024-12-26,520,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,70,0,0,0,0,520,3074,1552,27,19,8,24,11,559,59,Match Report
156,Roma,2024-10-31,520,,Torino,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,520,2264,993,21,22,5,20,4,526,45,Match Report
157,Fulham,2025-01-05,519,,Ipswich Town,eng Premier League,D 2-2,2,2,0,73,0,2,2,0,519,2655,1343,24,18,12,8,4,627,44,Match Report
158,Girona,2024-08-25,518,@,Atlético Madrid,es La Liga,L 0-3,0,3,-3,57,0,0,0,0,518,2424,1196,14,17,3,19,16,580,51,Match Report
159,Atlético Madrid,2025-01-25,518,,Villarreal,es La Liga,D 1-1,1,1,0,59,1,0,0,0,518,2481,1294,23,16,7,12,12,534,61,Match Report
160,Manchester City,2024-12-26,517,,Everton,eng Premier League,D 1-1,1,1,0,66,1,0,1,1,517,3099,1724,30,34,9,15,9,605,68,Match Report
161,Paris S-G,2025-01-25,516,,Reims,fr Ligue 1,D 1-1,1,1,0,78,1,0,0,0,516,2760,1679,27,23,10,20,12,739,87,Match Report
162,Barcelona,2024-12-21,515,,Atlético Madrid,es La Liga,L 1-2,1,2,-1,62,1,0,0,0,515,2634,1356,23,21,2,15,13,604,90,Match Report
163,Atalanta,2024-12-28,515,@,Lazio,it Serie A,D 1-1,1,1,0,60,1,0,0,0,515,2912,1498,28,20,3,10,8,487,41,Match Report
164,Manchester City,2025-03-08,515,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,515,3238,1929,41,19,13,10,12,553,57,Match Report
165,Stuttgart,2025-01-15,514,,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,58,2,0,0,0,514,2003,920,17,14,7,23,5,545,44,Match Report
166,Stuttgart,2024-12-21,514,,St. Pauli,de Bundesliga,L 0-1,0,1,-1,72,0,0,0,0,514,3249,1796,35,18,9,19,18,650,56,Match Report
167,Liverpool,2025-03-08,514,,Southampton,eng Premier League,W 3-1,3,1,+2,71,1,2,2,0,514,2630,1482,39,22,16,17,9,619,80,Match Report
168,Liverpool,2024-08-25,514,,Brentford,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,514,2388,1188,25,18,13,22,5,566,58,Match Report
169,Rennes,2025-03-30,514,@,Angers,fr Ligue 1,W 3-0,3,0,+3,57,3,0,0,0,514,2432,1268,23,15,4,12,10,559,50,Match Report
170,Juventus,2024-10-30,514,,Parma,it Serie A,D 2-2,2,2,0,61,2,0,0,0,514,3491,2046,41,19,14,12,8,564,70,Match Report
171,Barcelona,2025-03-27,513,,Osasuna,es La Liga,W 3-0,3,0,+3,74,2,1,1,0,513,2021,1070,22,11,6,14,10,699,61,Match Report
172,Wolfsburg,2025-01-24,513,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,69,2,0,0,0,513,2575,1267,21,13,4,17,5,619,55,Match Report
173,Barcelona,2024-11-10,512,@,Real Sociedad,es La Liga,L 0-1,0,1,-1,69,0,0,0,0,512,2517,1287,29,17,5,15,11,550,45,Match Report
174,Real Madrid,2024-08-18,512,@,Mallorca,es La Liga,D 1-1,1,1,0,66,1,0,0,0,512,2692,1289,19,15,10,10,10,614,64,Match Report
175,Milan,2025-03-08,512,@,Lecce,it Serie A,W 3-2,3,2,+1,70,1,1,1,0,512,2846,1499,29,34,6,20,9,544,61,Match Report
176,Celta Vigo,2024-10-27,512,@,Leganés,es La Liga,L 0-3,0,3,-3,61,0,0,0,0,512,2540,1311,28,16,10,13,6,528,40,Match Report
177,Girona,2024-08-15,511,@,Betis,es La Liga,D 1-1,1,1,0,61,1,0,0,0,511,2590,1229,19,19,5,14,11,539,55,Match Report
178,Leicester City,2024-10-25,511,,Nott'ham Forest,eng Premier League,L 1-3,1,3,-2,65,1,0,0,0,511,2562,1339,35,15,6,16,8,509,55,Match Report
179,Lyon,2025-01-11,511,@,Brest,fr Ligue 1,L 1-2,1,2,-1,67,1,0,0,0,511,2334,1204,16,9,5,9,8,564,59,Match Report
180,Manchester City,2024-11-02,510,@,Bournemouth,eng Premier League,L 1-2,1,2,-1,64,1,0,0,0,510,2751,1497,31,14,12,16,10,560,46,Match Report
181,Nantes,2024-11-24,510,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,70,0,0,0,0,510,2703,1324,19,16,3,18,11,576,80,Match Report
182,Arsenal,2024-12-27,509,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,68,1,0,0,0,509,2186,1135,17,22,8,9,9,621,39,Match Report
183,Saint-Étienne,2024-12-13,509,@,Toulouse,fr Ligue 1,L 1-2,1,2,-1,61,1,0,0,0,509,2262,1050,15,10,1,11,7,585,19,Match Report
184,Celta Vigo,2024-09-29,508,,Girona,es La Liga,D 1-1,1,1,0,48,1,0,0,0,508,2370,1233,21,9,13,7,5,505,43,Match Report
185,Bologna,2025-03-09,507,@,Hellas Verona,it Serie A,W 2-1,2,1,+1,67,2,0,0,0,507,2437,1093,19,18,4,14,12,504,40,Match Report
186,Fiorentina,2024-10-20,507,@,Lecce,it Serie A,W 6-0,6,0,+6,61,6,0,0,0,507,2441,1215,24,21,6,13,6,521,51,Match Report
187,Real Madrid,2024-12-07,507,@,Girona,es La Liga,W 3-0,3,0,+3,58,3,0,0,0,507,2273,1192,19,18,8,12,6,638,30,Match Report
188,Stuttgart,2024-12-06,507,,Union Berlin,de Bundesliga,W 3-2,3,2,+1,64,3,0,0,0,507,2007,930,18,7,5,10,9,543,52,Match Report
189,Brighton,2025-01-25,507,,Everton,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,507,2829,1658,37,30,7,15,15,581,61,Match Report
190,Lens,2025-01-12,507,@,Le Havre,fr Ligue 1,W 2-1,2,1,+1,69,2,0,0,0,507,1968,1057,19,19,5,17,6,509,73,Match Report
191,Manchester Utd,2024-12-30,506,,Newcastle Utd,eng Premier League,L 0-2,0,2,-2,52,0,0,0,0,506,1956,922,14,9,3,14,9,524,41,Match Report
192,Venezia,2025-02-09,506,,Roma,it Serie A,L 0-1,0,1,-1,62,0,0,0,0,506,2474,1130,22,18,3,19,16,486,48,Match Report
193,Manchester City,2024-10-05,506,,Fulham,eng Premier League,W 3-2,3,2,+1,58,3,0,0,0,506,2724,1480,31,16,9,11,10,585,56,Match Report
194,Eint Frankfurt,2024-12-07,506,,Augsburg,de Bundesliga,D 2-2,2,2,0,66,2,0,0,0,506,2472,1331,32,20,5,17,7,507,53,Match Report
195,Bayern Munich,2024-11-30,505,@,Dortmund,de Bundesliga,D 1-1,1,1,0,67,1,0,0,0,505,3028,1404,32,24,8,19,11,569,59,Match Report
196,Real Madrid,2024-09-21,505,,Espanyol,es La Liga,W 4-1,4,1,+3,73,3,1,1,0,505,2977,1809,47,21,13,17,9,659,88,Match Report
197,Atalanta,2025-01-18,504,,Napoli,it Serie A,L 2-3,2,3,-1,56,2,0,0,0,504,2615,1154,28,24,9,21,10,497,40,Match Report
198,Crystal Palace,2024-09-14,503,,Leicester City,eng Premier League,D 2-2,2,2,0,66,1,1,1,0,503,2407,1191,20,17,6,12,14,530,65,Match Report
199,Lazio,2025-02-22,503,@,Venezia,it Serie A,D 0-0,0,0,0,63,0,0,0,0,503,2342,1255,21,19,5,19,15,518,36,Match Report
200,Monza,2024-09-29,502,@,Napoli,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,502,2558,1093,13,18,1,11,5,503,27,Match Report
201,Girona,2024-09-25,502,,Rayo Vallecano,es La Liga,D 0-0,0,0,0,71,0,0,0,0,502,2765,1315,24,19,6,10,16,597,69,Match Report
202,Bologna,2024-08-18,501,,Udinese,it Serie A,D 1-1,1,1,0,73,0,1,1,0,501,2324,1141,23,18,6,11,11,520,51,Match Report
203,Fiorentina,2025-01-13,501,@,Monza,it Serie A,L 1-2,1,2,-1,65,0,1,1,0,501,2620,1395,23,23,7,18,8,534,64,Match Report
204,Real Madrid,2024-11-09,501,,Osasuna,es La Liga,W 4-0,4,0,+4,68,4,0,0,0,501,2818,1616,36,13,20,13,7,588,48,Match Report
205,Manchester City,2024-08-24,501,,Ipswich Town,eng Premier League,W 4-1,4,1,+3,75,3,1,1,0,501,2654,1510,27,27,11,16,10,718,60,Match Report
206,Juventus,2024-12-01,501,@,Lecce,it Serie A,D 1-1,1,1,0,61,1,0,0,0,501,2938,1672,22,17,7,14,8,553,49,Match Report
207,Bologna,2024-11-02,500,,Lecce,it Serie A,W 1-0,1,0,+1,72,1,0,0,0,500,2622,1396,19,21,4,16,21,531,76,Match Report
208,Marseille,2025-02-22,500,@,Auxerre,fr Ligue 1,L 0-3,0,3,-3,79,0,0,0,0,500,2796,1618,17,21,3,12,13,738,75,Match Report
209,Strasbourg,2025-03-16,500,,Toulouse,fr Ligue 1,W 2-1,2,1,+1,57,2,0,0,0,500,2291,1144,24,13,5,13,2,528,36,Match Report
210,Betis,2024-11-10,500,,Celta Vigo,es La Liga,D 2-2,2,2,0,56,2,0,0,0,500,2502,1322,24,16,8,8,13,522,41,Match Report
211,Lens,2025-01-26,500,,Angers,fr Ligue 1,W 1-0,1,0,+1,64,1,0,0,0,500,2601,1276,27,22,2,19,15,538,58,Match Report
212,Monaco,2025-02-22,500,@,Lille,fr Ligue 1,L 1-2,1,2,-1,57,1,0,0,0,500,2433,1211,19,17,5,21,8,493,45,Match Report
213,Tottenham,2025-02-26,499,,Manchester City,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,499,2375,1036,15,9,6,18,5,490,34,Match Report
214,Real Madrid,2025-03-15,499,@,Villarreal,es La Liga,W 2-1,2,1,+1,54,2,0,0,0,499,2327,1272,26,16,7,12,14,546,37,Match Report
215,RB Leipzig,2024-09-22,499,@,St. Pauli,de Bundesliga,D 0-0,0,0,0,69,0,0,0,0,499,1807,1058,17,8,4,18,15,671,57,Match Report
216,Juventus,2025-03-16,499,@,Fiorentina,it Serie A,L 0-3,0,3,-3,62,0,0,0,0,499,2503,1365,24,20,2,12,6,542,42,Match Report
217,Lille,2025-03-15,498,@,Nantes,fr Ligue 1,L 0-1,0,1,-1,68,0,0,0,0,498,2501,1434,28,15,7,13,9,622,66,Match Report
218,Lille,2024-08-17,497,@,Reims,fr Ligue 1,W 2-0,2,0,+2,68,2,0,0,0,497,2748,1707,30,22,7,14,10,593,72,Match Report
219,Arsenal,2025-02-22,496,,West Ham,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,496,3027,1747,40,20,6,12,8,594,78,Match Report
220,Dortmund,2025-02-08,496,,Stuttgart,de Bundesliga,L 1-2,1,2,-1,68,1,0,0,0,496,2384,1038,17,13,7,15,4,540,48,Match Report
221,Milan,2025-01-11,496,,Cagliari,it Serie A,D 1-1,1,1,0,68,1,0,0,0,496,2981,1676,49,32,15,13,7,491,69,Match Report
222,Osasuna,2025-01-12,495,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,495,2068,924,11,15,0,13,7,490,40,Match Report
223,Torino,2024-09-20,495,@,Hellas Verona,it Serie A,W 3-2,3,2,+1,70,3,0,1,1,495,2591,1464,19,17,3,9,7,688,55,Match Report
224,Heidenheim,2025-01-11,495,,Union Berlin,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,495,2828,1548,32,18,6,12,8,517,60,Match Report
225,Real Madrid,2024-10-05,495,,Villarreal,es La Liga,W 2-0,2,0,+2,55,2,0,0,0,495,2331,1143,23,20,11,9,5,608,43,Match Report
226,Parma,2024-09-30,495,,Cagliari,it Serie A,L 2-3,2,3,-1,60,1,1,1,0,495,2389,1255,27,14,9,16,9,492,45,Match Report
227,Lazio,2024-08-18,494,,Venezia,it Serie A,W 3-1,3,1,+2,67,1,1,1,0,494,2742,1387,27,21,7,16,13,567,43,Match Report
228,Strasbourg,2024-11-30,494,@,Brest,fr Ligue 1,L 1-3,1,3,-2,62,1,0,0,0,494,2064,992,10,8,4,19,7,553,49,Match Report
229,Fulham,2024-11-09,494,@,Crystal Palace,eng Premier League,W 2-0,2,0,+2,64,2,0,0,0,494,2269,1158,27,20,11,19,13,555,57,Match Report
230,Manchester City,2024-09-28,493,@,Newcastle Utd,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,493,2605,1395,31,22,12,15,8,506,40,Match Report
231,Dortmund,2024-10-26,491,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,75,1,0,0,0,491,2454,1328,24,13,8,10,4,646,40,Match Report
232,Eint Frankfurt,2025-02-02,491,,Wolfsburg,de Bundesliga,D 1-1,1,1,0,61,1,0,0,0,491,2384,1114,19,14,4,24,13,504,56,Match Report
233,Inter,2025-02-22,490,,Genoa,it Serie A,W 1-0,1,0,+1,62,1,0,0,0,490,2013,959,17,16,4,14,8,523,57,Match Report
234,Mainz 05,2025-01-19,489,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,66,0,1,1,0,489,2024,1073,22,15,6,19,8,544,54,Match Report
235,Roma,2024-12-22,489,,Parma,it Serie A,W 5-0,5,0,+5,59,3,2,2,0,489,2428,1419,30,27,9,9,5,518,55,Match Report
236,Chelsea,2025-02-14,489,@,Brighton,eng Premier League,L 0-3,0,3,-3,69,0,0,0,0,489,2485,1028,20,10,6,10,9,680,48,Match Report
237,Inter,2024-08-24,489,,Lecce,it Serie A,W 2-0,2,0,+2,61,1,1,1,0,489,2308,1316,10,11,1,16,6,548,51,Match Report
238,Paris S-G,2025-02-07,488,,Monaco,fr Ligue 1,W 4-1,4,1,+3,63,4,0,0,0,488,2519,1348,22,16,9,13,5,554,64,Match Report
239,RB Leipzig,2024-11-30,487,,Wolfsburg,de Bundesliga,L 1-5,1,5,-4,63,1,0,0,0,487,2103,1118,19,15,2,14,7,587,55,Match Report
240,Juventus,2024-09-21,487,,Napoli,it Serie A,D 0-0,0,0,0,64,0,0,0,0,487,2862,1496,23,23,2,13,7,630,47,Match Report
241,Nice,2025-04-04,486,,Nantes,fr Ligue 1,L 1-2,1,2,-1,76,1,0,0,0,486,2618,1445,31,27,3,22,10,613,83,Match Report
242,Newcastle Utd,2024-12-21,486,@,Ipswich Town,eng Premier League,W 4-0,4,0,+4,58,4,0,0,0,486,2160,996,20,7,6,11,6,559,37,Match Report
243,Lyon,2024-12-07,486,@,Angers,fr Ligue 1,W 3-0,3,0,+3,63,3,0,0,0,486,2482,1305,21,16,9,8,6,538,45,Match Report
244,Monaco,2024-11-01,486,,Angers,fr Ligue 1,L 0-1,0,1,-1,63,0,0,0,0,486,2610,1495,30,17,2,22,9,489,75,Match Report
245,Arsenal,2024-09-28,485,,Leicester City,eng Premier League,W 4-2,4,2,+2,74,3,0,0,0,485,2565,1420,39,22,15,15,14,617,89,Match Report
246,Gladbach,2024-11-24,485,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,48,2,0,0,0,485,2135,1097,12,14,4,8,4,491,30,Match Report
247,Lazio,2024-12-01,485,@,Parma,it Serie A,L 1-3,1,3,-2,72,1,0,0,0,485,2624,1558,34,19,5,13,11,525,58,Match Report
248,Chelsea,2025-02-25,484,,Southampton,eng Premier League,W 4-0,4,0,+4,60,4,0,0,0,484,2488,1218,23,18,9,12,11,575,46,Match Report
249,Atlético Madrid,2024-11-03,484,,Las Palmas,es La Liga,W 2-0,2,0,+2,57,2,0,0,0,484,2662,1385,27,22,4,17,15,485,48,Match Report
250,Villarreal,2024-10-26,483,@,Valladolid,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,483,2492,1440,28,23,10,10,7,481,50,Match Report
251,Wolfsburg,2025-03-29,483,,Heidenheim,de Bundesliga,L 0-1,0,1,-1,61,0,0,0,0,483,2176,1116,26,17,1,12,9,493,52,Match Report
252,Real Madrid,2025-03-01,483,@,Betis,es La Liga,L 1-2,1,2,-1,58,1,0,0,0,483,2264,1085,20,12,7,14,8,496,46,Match Report
253,Werder Bremen,2025-02-21,483,@,Freiburg,de Bundesliga,L 0-5,0,5,-5,63,0,0,1,1,483,1958,777,4,1,0,15,7,549,46,Match Report
254,Atalanta,2025-01-14,483,,Juventus,it Serie A,D 1-1,1,1,0,60,1,0,0,0,483,2549,1281,28,19,8,8,18,603,53,Match Report
255,Atalanta,2024-12-14,483,@,Cagliari,it Serie A,W 1-0,1,0,+1,56,1,0,0,0,483,2754,1270,24,23,6,28,10,455,34,Match Report
256,Real Madrid,2025-02-08,482,,Atlético Madrid,es La Liga,D 1-1,1,1,0,60,1,0,0,0,482,2701,1562,34,19,8,14,4,639,65,Match Report
257,Girona,2024-09-29,482,@,Celta Vigo,es La Liga,D 1-1,1,1,0,52,1,0,0,0,482,2283,1035,16,13,6,15,8,567,45,Match Report
258,Southampton,2024-08-24,481,,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,64,0,0,0,0,481,2902,1650,29,25,5,13,12,609,49,Match Report
259,Manchester City,2024-11-23,481,,Tottenham,eng Premier League,L 0-4,0,4,-4,58,0,0,0,0,481,2722,1462,32,30,10,13,8,543,71,Match Report
260,Inter,2025-04-05,481,@,Parma,it Serie A,D 2-2,2,2,0,63,2,0,0,0,481,2361,1163,13,16,2,14,2,579,47,Match Report
261,Osasuna,2025-02-21,480,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,480,1926,952,12,14,1,10,4,477,34,Match Report
262,Como,2024-10-04,480,@,Napoli,it Serie A,L 1-3,1,3,-2,59,1,0,0,0,480,2180,1089,13,16,5,13,9,585,42,Match Report
263,Como,2024-09-29,480,,Hellas Verona,it Serie A,W 3-2,3,2,+1,71,3,0,0,0,480,2261,1093,12,16,6,17,7,528,42,Match Report
264,Stuttgart,2024-10-06,480,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,67,1,0,1,1,480,2749,1378,27,20,3,13,12,628,70,Match Report
265,Liverpool,2024-12-04,480,@,Newcastle Utd,eng Premier League,D 3-3,3,3,0,58,3,0,0,0,480,2580,1340,17,19,8,21,5,468,41,Match Report
266,Atlético Madrid,2024-09-29,480,,Real Madrid,es La Liga,D 1-1,1,1,0,51,1,0,0,0,480,2409,1218,21,16,5,13,6,518,45,Match Report
267,Hoffenheim,2024-12-21,479,,Gladbach,de Bundesliga,L 1-2,1,2,-1,65,0,1,1,0,479,1856,971,17,16,4,12,5,611,64,Match Report
268,Bayern Munich,2025-03-29,479,,St. Pauli,de Bundesliga,W 3-2,3,2,+1,65,3,0,0,0,479,2584,1265,24,17,7,10,6,647,52,Match Report
269,Gladbach,2024-10-04,479,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,65,1,0,0,0,479,2193,1223,21,10,1,8,11,538,39,Match Report
270,Southampton,2024-11-09,479,@,Wolves,eng Premier League,L 0-2,0,2,-2,71,0,0,0,0,479,2507,1320,25,12,1,12,8,630,46,Match Report
271,Fiorentina,2025-03-09,479,@,Napoli,it Serie A,L 1-2,1,2,-1,51,1,0,0,0,479,2328,978,14,11,0,10,11,454,24,Match Report
272,Real Madrid,2024-12-14,479,@,Rayo Vallecano,es La Liga,D 3-3,3,3,0,66,3,0,0,0,479,2530,1353,33,23,6,16,10,585,62,Match Report
273,Rayo Vallecano,2025-03-09,479,@,Real Madrid,es La Liga,L 1-2,1,2,-1,54,1,0,0,0,479,1974,1042,14,13,3,12,12,510,40,Match Report
274,Strasbourg,2025-02-09,479,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,59,2,0,0,0,479,2605,1334,22,15,7,13,9,534,71,Match Report
275,Lille,2024-09-28,479,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,62,3,0,1,1,479,2256,1226,26,17,4,15,9,593,46,Match Report
276,Barcelona,2025-02-22,478,@,Las Palmas,es La Liga,W 2-0,2,0,+2,69,2,0,0,0,478,2405,1281,25,13,4,16,8,605,62,Match Report
277,Aston Villa,2024-09-29,478,@,Ipswich Town,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,478,2016,943,18,13,5,14,13,486,33,Match Report
278,Dortmund,2025-02-22,478,,Union Berlin,de Bundesliga,W 6-0,6,0,+6,64,5,0,0,0,478,2117,1150,24,13,7,10,8,537,52,Match Report
279,Fulham,2024-10-26,478,@,Everton,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,478,2241,1170,13,13,3,12,10,531,43,Match Report
280,Atalanta,2025-03-01,477,,Venezia,it Serie A,D 0-0,0,0,0,60,0,0,0,0,477,2782,1521,28,19,7,23,14,455,67,Match Report
281,Roma,2025-02-24,477,,Monza,it Serie A,W 4-0,4,0,+4,65,4,0,0,0,477,2050,1060,24,14,9,12,6,683,52,Match Report
282,Roma,2024-12-07,477,,Lecce,it Serie A,W 4-1,4,1,+3,59,4,0,0,0,477,2139,1053,21,20,8,14,5,490,44,Match Report
283,Celta Vigo,2025-02-02,477,@,Valencia,es La Liga,L 1-2,1,2,-1,54,1,0,0,0,477,2167,1074,14,12,5,18,7,457,38,Match Report
284,Udinese,2024-10-25,476,,Cagliari,it Serie A,W 2-0,2,0,+2,64,2,0,0,0,476,2658,1174,25,20,9,16,7,498,39,Match Report
285,Barcelona,2025-01-18,476,@,Getafe,es La Liga,D 1-1,1,1,0,77,1,0,0,0,476,2666,1491,26,18,8,18,10,609,88,Match Report
286,Southampton,2024-08-17,476,@,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,77,0,0,0,0,476,2657,1550,31,19,9,10,9,597,61,Match Report
287,Betis,2024-09-23,476,,Mallorca,es La Liga,L 1-2,1,2,-1,61,1,0,0,0,476,2235,1022,20,18,4,24,11,551,47,Match Report
288,Real Madrid,2024-11-24,475,@,Leganés,es La Liga,W 3-0,3,0,+3,67,3,0,0,0,475,2448,1425,38,30,16,17,10,584,61,Match Report
289,Rennes,2024-10-25,474,,Le Havre,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,474,2414,1235,29,21,6,19,4,487,51,Match Report
290,Milan,2024-12-15,474,,Genoa,it Serie A,D 0-0,0,0,0,57,0,0,0,0,474,2531,1403,33,27,8,10,14,501,55,Match Report
291,Parma,2025-02-09,474,@,Cagliari,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,474,2565,1453,29,28,6,8,10,468,42,Match Report
292,Stuttgart,2025-01-12,473,@,Augsburg,de Bundesliga,W 1-0,1,0,+1,57,1,0,0,0,473,2091,998,19,10,5,15,10,475,37,Match Report
293,Juventus,2024-08-19,473,,Como,it Serie A,W 3-0,3,0,+3,57,3,0,0,0,473,2458,1204,28,16,6,13,4,495,27,Match Report
294,Parma,2025-03-15,473,@,Monza,it Serie A,D 1-1,1,1,0,55,1,0,0,0,473,2099,1143,18,17,4,14,12,462,36,Match Report
295,Betis,2025-03-09,473,,Las Palmas,es La Liga,W 1-0,1,0,+1,67,1,0,1,1,473,2582,1284,25,22,9,19,12,531,41,Match Report
296,Fiorentina,2024-09-01,472,,Monza,it Serie A,D 2-2,2,2,0,68,2,0,0,0,472,2418,1082,23,22,4,11,10,547,46,Match Report
297,Lyon,2025-03-16,472,,Le Havre,fr Ligue 1,W 4-2,4,2,+2,67,3,1,1,0,472,1985,1257,18,10,1,15,13,578,59,Match Report
298,Paris S-G,2025-02-23,472,@,Lyon,fr Ligue 1,W 3-2,3,2,+1,65,3,0,0,0,472,2385,1313,22,10,11,13,14,626,49,Match Report
299,Marseille,2024-09-29,471,@,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,59,0,0,0,0,471,2491,1038,14,8,4,18,10,498,29,Match Report
300,Girona,2025-02-14,471,,Getafe,es La Liga,L 1-2,1,2,-1,71,1,0,0,0,471,2520,1342,24,15,3,8,11,512,49,Match Report
301,Lille,2024-12-06,471,,Brest,fr Ligue 1,W 3-1,3,1,+2,61,2,1,1,0,471,2474,1415,23,18,3,10,11,567,43,Match Report
302,Inter,2025-02-10,471,,Fiorentina,it Serie A,W 2-1,2,1,+1,62,1,0,0,0,471,2476,1349,29,27,3,4,4,531,52,Match Report
303,Fulham,2025-01-14,471,@,West Ham,eng Premier League,L 2-3,2,3,-1,56,2,0,0,0,471,2314,1160,21,12,1,11,9,475,52,Match Report
304,Athletic Club,2024-08-31,470,,Atlético Madrid,es La Liga,L 0-1,0,1,-1,53,0,0,0,0,470,2622,1450,18,15,4,23,5,529,62,Match Report
305,Lazio,2025-01-19,470,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,64,3,0,0,0,470,2356,1241,21,18,3,15,7,550,31,Match Report
306,Rayo Vallecano,2025-04-04,470,,Espanyol,es La Liga,L 0-4,0,4,-4,69,0,0,0,0,470,2515,1427,33,24,3,17,5,513,61,Match Report
307,Leicester City,2024-12-29,470,,Manchester City,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,470,2384,1241,26,13,5,8,4,556,35,Match Report
308,Valencia,2024-12-13,470,@,Valladolid,es La Liga,L 0-1,0,1,-1,67,0,0,0,0,470,2531,1490,24,26,4,9,14,500,54,Match Report
309,Real Sociedad,2025-02-02,470,@,Osasuna,es La Liga,L 1-2,1,2,-1,62,1,0,0,0,470,2014,941,18,11,4,14,7,477,51,Match Report
310,Barcelona,2024-10-20,469,,Sevilla,es La Liga,W 5-1,5,1,+4,67,4,1,1,0,469,2343,1323,21,16,9,13,12,575,59,Match Report
311,Lazio,2024-11-24,469,,Bologna,it Serie A,W 3-0,3,0,+3,70,3,0,0,0,469,2475,1267,19,22,6,11,5,563,63,Match Report
312,Girona,2024-10-06,469,,Athletic Club,es La Liga,W 2-1,2,1,+1,66,1,1,1,0,469,2245,1048,18,9,6,19,11,538,63,Match Report
313,Atlético Madrid,2025-01-18,469,@,Leganés,es La Liga,L 0-1,0,1,-1,67,0,0,1,1,469,2484,1494,28,20,3,11,3,578,69,Match Report
314,Real Madrid,2024-09-29,468,@,Atlético Madrid,es La Liga,D 1-1,1,1,0,49,1,0,0,0,468,2109,946,13,7,3,15,6,505,47,Match Report
315,Juventus,2024-09-28,468,@,Genoa,it Serie A,W 3-0,3,0,+3,65,2,1,1,0,468,2903,1578,26,19,5,11,6,590,41,Match Report
316,Manchester City,2024-11-09,467,@,Brighton,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,467,2589,1237,24,15,10,11,12,601,52,Match Report
317,Leverkusen,2024-10-26,467,@,Werder Bremen,de Bundesliga,D 2-2,2,2,0,57,1,0,0,0,467,2368,1093,25,19,8,10,5,537,38,Match Report
318,Leverkusen,2024-09-22,467,,Wolfsburg,de Bundesliga,W 4-3,4,3,+1,78,4,0,0,0,467,2378,1293,16,20,8,21,3,736,73,Match Report
319,Milan,2024-08-24,467,@,Parma,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,467,2866,1823,41,28,9,10,7,510,62,Match Report
320,Manchester Utd,2024-12-07,466,,Nott'ham Forest,eng Premier League,L 2-3,2,3,-1,71,2,0,0,0,466,2647,1597,25,20,11,14,10,535,61,Match Report
321,Manchester Utd,2024-09-14,466,@,Southampton,eng Premier League,W 3-0,3,0,+3,56,3,0,0,0,466,2277,1169,27,13,8,10,14,569,54,Match Report
322,Lyon,2025-02-09,466,,Reims,fr Ligue 1,W 4-0,4,0,+4,67,4,0,0,0,466,2066,1152,22,15,6,8,8,589,53,Match Report
323,Hoffenheim,2024-11-02,465,,St. Pauli,de Bundesliga,L 0-2,0,2,-2,67,0,0,0,0,465,2494,1285,25,16,7,14,13,557,70,Match Report
324,Tottenham,2024-08-19,465,@,Leicester City,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,465,2247,1160,24,13,12,14,11,627,69,Match Report
