Rk,Team,Date,#OPA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,#OPA,AvgDist,Match Report
2356,Venezia,2024-10-20,0,,Atalanta,it Serie A,L 0-2,0,2,-2,43,0,0,0,0,0,4.0,Match Report
2357,Venezia,2024-09-21,0,,Genoa,it Serie A,W 2-0,2,0,+2,49,2,0,1,1,0,10.0,Match Report
2358,Venezia,2024-08-30,0,,Torino,it Serie A,L 0-1,0,1,-1,42,0,0,0,0,0,7.6,Match Report
2359,Newcastle Utd,2025-02-23,0,,Nott'ham Forest,eng Premier League,W 4-3,4,3,+1,57,3,1,1,0,0,5.4,Match Report
2360,Newcastle Utd,2025-02-01,0,,Fulham,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,0,6.7,Match Report
2361,Newcastle Utd,2025-01-04,0,@,Tottenham,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,0,6.7,Match Report
2362,Newcastle Utd,2024-12-30,0,@,Manchester Utd,eng Premier League,W 2-0,2,0,+2,48,2,0,0,0,0,9.5,Match Report
2363,Newcastle Utd,2024-12-26,0,,Aston Villa,eng Premier League,W 3-0,3,0,+3,62,3,0,0,0,0,9.4,Match Report
2364,Newcastle Utd,2024-12-21,0,@,Ipswich Town,eng Premier League,W 4-0,4,0,+4,58,4,0,0,0,0,17.0,Match Report
2365,Newcastle Utd,2024-11-02,0,,Arsenal,eng Premier League,W 1-0,1,0,+1,37,1,0,0,0,0,6.9,Match Report
2366,Newcastle Utd,2024-10-05,0,@,Everton,eng Premier League,D 0-0,0,0,0,67,0,0,1,1,0,11.8,Match Report
2367,Newcastle Utd,2024-09-21,0,@,Fulham,eng Premier League,L 1-3,1,3,-2,61,1,0,0,0,0,2.0,Match Report
2368,Rennes,2025-04-06,0,,Auxerre,fr Ligue 1,L 0-1,0,1,-1,63,0,0,0,0,0,9.3,Match Report
2369,Rennes,2025-03-30,0,@,Angers,fr Ligue 1,W 3-0,3,0,+3,57,3,0,0,0,0,6.2,Match Report
2370,Rennes,2025-03-15,0,@,Lens,fr Ligue 1,L 0-1,0,1,-1,54,0,0,0,0,0,16.0,Match Report
2371,Rennes,2025-03-08,0,,Paris S-G,fr Ligue 1,L 1-4,1,4,-3,32,1,0,0,0,0,8.0,Match Report
2372,Rennes,2025-03-02,0,@,Montpellier,fr Ligue 1,W 4-0,4,0,+4,54,4,0,1,1,0,9.7,Match Report
2373,Rennes,2025-02-16,0,,Lille,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,0,6.0,Match Report
2374,Rennes,2025-02-08,0,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,47,2,0,0,0,0,7.0,Match Report
2375,Rennes,2025-01-11,0,,Marseille,fr Ligue 1,L 1-2,1,2,-1,36,1,0,1,1,0,13.5,Match Report
2376,Rennes,2024-11-24,0,@,Lille,fr Ligue 1,L 0-1,0,1,-1,48,0,0,0,0,0,16.0,Match Report
2377,Rennes,2024-10-19,0,@,Brest,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,0,7.0,Match Report
2378,Rennes,2024-09-27,0,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,39,0,1,1,0,0,8.0,Match Report
2379,Rennes,2024-09-15,0,,Montpellier,fr Ligue 1,W 3-0,3,0,+3,51,3,0,0,0,0,8.5,Match Report
2380,Rennes,2024-09-01,0,@,Reims,fr Ligue 1,L 1-2,1,2,-1,47,1,0,0,0,0,10.0,Match Report
2381,Rennes,2024-08-25,0,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,41,1,0,0,0,0,2.0,Match Report
2382,Rennes,2024-08-18,0,,Lyon,fr Ligue 1,W 3-0,3,0,+3,47,3,0,0,0,0,,Match Report
2383,Bochum,2025-03-08,0,@,Bayern Munich,de Bundesliga,W 3-2,3,2,+1,27,3,0,0,0,0,10.0,Match Report
2384,Bochum,2025-03-01,0,,Hoffenheim,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,0,2.0,Match Report
2385,Bochum,2025-02-22,0,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,46,1,0,0,0,0,11.0,Match Report
2386,Bochum,2025-02-01,0,,Freiburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,0,5.0,Match Report
2387,Bochum,2025-01-18,0,,RB Leipzig,de Bundesliga,D 3-3,3,3,0,45,2,1,1,0,0,9.5,Match Report
2388,Bochum,2025-01-15,0,,St. Pauli,de Bundesliga,W 1-0,1,0,+1,51,1,0,0,0,0,9.0,Match Report
2389,Bochum,2024-12-14,0,@,Union Berlin,de Bundesliga,W 2-0,2,0,+2,31,1,0,0,0,0,6.0,Match Report
2390,Bochum,2024-11-09,0,,Leverkusen,de Bundesliga,D 1-1,1,1,0,30,1,0,0,0,0,6.0,Match Report
2391,Bochum,2024-10-27,0,,Bayern Munich,de Bundesliga,L 0-5,0,5,-5,28,0,0,0,0,0,10.0,Match Report
2392,Bochum,2024-09-27,0,@,Dortmund,de Bundesliga,L 2-4,2,4,-2,34,2,0,0,0,0,2.8,Match Report
2393,Bochum,2024-08-24,0,@,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,0,5.0,Match Report
2394,Ipswich Town,2025-04-05,0,,Wolves,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,0,6.3,Match Report
2395,Ipswich Town,2025-03-08,0,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,0,8.2,Match Report
2396,Ipswich Town,2025-02-22,0,,Tottenham,eng Premier League,L 1-4,1,4,-3,42,1,0,0,0,0,4.5,Match Report
2397,Ipswich Town,2025-01-25,0,@,Liverpool,eng Premier League,L 1-4,1,4,-3,30,1,0,0,0,0,4.2,Match Report
2398,Ipswich Town,2025-01-19,0,,Manchester City,eng Premier League,L 0-6,0,6,-6,33,0,0,0,0,0,6.5,Match Report
2399,Ipswich Town,2025-01-16,0,,Brighton,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,0,7.0,Match Report
2400,Ipswich Town,2025-01-05,0,@,Fulham,eng Premier League,D 2-2,2,2,0,27,1,1,1,0,0,10.8,Match Report
2401,Ipswich Town,2024-12-30,0,,Chelsea,eng Premier League,W 2-0,2,0,+2,24,1,1,1,0,0,4.3,Match Report
2402,Ipswich Town,2024-12-14,0,@,Wolves,eng Premier League,W 2-1,2,1,+1,46,1,0,0,0,0,6.5,Match Report
2403,Ipswich Town,2024-12-03,0,,Crystal Palace,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,0,7.5,Match Report
2404,Ipswich Town,2024-11-30,0,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,0,4.0,Match Report
2405,Ipswich Town,2024-11-10,0,@,Tottenham,eng Premier League,W 2-1,2,1,+1,34,2,0,0,0,0,5.2,Match Report
2406,Ipswich Town,2024-11-02,0,,Leicester City,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,0,4.7,Match Report
2407,Ipswich Town,2024-10-19,0,,Everton,eng Premier League,L 0-2,0,2,-2,55,0,0,0,0,0,,Match Report
2408,Ipswich Town,2024-10-05,0,@,West Ham,eng Premier League,L 1-4,1,4,-3,48,1,0,0,0,0,8.7,Match Report
2409,Ipswich Town,2024-09-21,0,@,Southampton,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,0,6.7,Match Report
2410,Ipswich Town,2024-09-14,0,@,Brighton,eng Premier League,D 0-0,0,0,0,32,0,0,0,0,0,8.9,Match Report
2411,Manchester City,2025-04-06,0,@,Manchester Utd,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,0,6.0,Match Report
2412,Manchester City,2025-02-26,0,@,Tottenham,eng Premier League,W 1-0,1,0,+1,45,1,0,0,0,0,3.5,Match Report
2413,Manchester City,2025-02-02,0,@,Arsenal,eng Premier League,L 1-5,1,5,-4,54,1,0,0,0,0,7.8,Match Report
2414,Manchester City,2025-01-14,0,@,Brentford,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,0,13.3,Match Report
2415,Manchester City,2025-01-04,0,,West Ham,eng Premier League,W 4-1,4,1,+3,56,3,0,0,0,0,5.5,Match Report
2416,Manchester City,2024-12-29,0,@,Leicester City,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,0,,Match Report
2417,Manchester City,2024-12-15,0,,Manchester Utd,eng Premier League,L 1-2,1,2,-1,52,1,0,0,0,0,11.8,Match Report
2418,Manchester City,2024-12-07,0,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,68,2,0,0,0,0,12.5,Match Report
2419,Manchester City,2024-11-23,0,,Tottenham,eng Premier League,L 0-4,0,4,-4,58,0,0,0,0,0,9.0,Match Report
2420,Manchester City,2024-11-02,0,@,Bournemouth,eng Premier League,L 1-2,1,2,-1,64,1,0,0,0,0,11.5,Match Report
2421,Manchester City,2024-09-28,0,@,Newcastle Utd,eng Premier League,D 1-1,1,1,0,62,1,0,0,0,0,11.0,Match Report
2422,Manchester City,2024-08-18,0,@,Chelsea,eng Premier League,W 2-0,2,0,+2,52,2,0,0,0,0,11.0,Match Report
2423,Strasbourg,2025-04-06,0,@,Reims,fr Ligue 1,W 1-0,1,0,+1,52,1,0,0,0,0,12.0,Match Report
2424,Strasbourg,2025-03-09,0,@,Nantes,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,0,7.3,Match Report
2425,Strasbourg,2025-02-09,0,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,59,2,0,0,0,0,7.3,Match Report
2426,Strasbourg,2025-02-02,0,@,Rennes,fr Ligue 1,L 0-1,0,1,-1,54,0,0,0,0,0,4.0,Match Report
2427,Strasbourg,2024-12-08,0,,Reims,fr Ligue 1,D 0-0,0,0,0,48,0,0,0,0,0,4.0,Match Report
2428,Strasbourg,2024-11-24,0,@,Nice,fr Ligue 1,L 1-2,1,2,-1,46,1,0,0,0,0,12.5,Match Report
2429,Strasbourg,2024-11-02,0,@,Saint-Étienne,fr Ligue 1,L 0-2,0,2,-2,64,0,0,0,0,0,15.0,Match Report
2430,Strasbourg,2024-10-19,0,@,Paris S-G,fr Ligue 1,L 2-4,2,4,-2,45,2,0,0,0,0,2.5,Match Report
2431,Strasbourg,2024-10-06,0,,Lens,fr Ligue 1,D 2-2,2,2,0,37,1,1,1,0,0,12.5,Match Report
2432,Strasbourg,2024-09-21,0,@,Lille,fr Ligue 1,D 3-3,3,3,0,37,3,0,0,0,0,4.5,Match Report
2433,Strasbourg,2024-08-30,0,@,Lyon,fr Ligue 1,L 3-4,3,4,-1,52,3,0,0,0,0,7.5,Match Report
2434,Strasbourg,2024-08-18,0,@,Montpellier,fr Ligue 1,D 1-1,1,1,0,58,1,0,0,0,0,11.0,Match Report
2435,Cagliari,2025-03-16,0,@,Roma,it Serie A,L 0-1,0,1,-1,39,0,0,0,0,0,9.8,Match Report
2436,Cagliari,2025-03-02,0,@,Bologna,it Serie A,L 1-2,1,2,-1,39,1,0,0,0,0,4.0,Match Report
2437,Cagliari,2025-02-23,0,,Juventus,it Serie A,L 0-1,0,1,-1,40,0,0,0,0,0,9.0,Match Report
2438,Cagliari,2025-02-03,0,,Lazio,it Serie A,L 1-2,1,2,-1,40,1,0,0,0,0,15.5,Match Report
2439,Cagliari,2025-01-11,0,@,Milan,it Serie A,D 1-1,1,1,0,32,1,0,0,0,0,7.7,Match Report
2440,Cagliari,2025-01-05,0,@,Monza,it Serie A,W 2-1,2,1,+1,47,2,0,0,0,0,2.3,Match Report
2441,Cagliari,2024-12-14,0,,Atalanta,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,0,11.0,Match Report
2442,Cagliari,2024-12-08,0,@,Fiorentina,it Serie A,L 0-1,0,1,-1,51,0,0,0,0,0,7.8,Match Report
2443,Cagliari,2024-11-04,0,@,Lazio,it Serie A,L 1-2,1,2,-1,46,1,0,0,0,0,4.0,Match Report
2444,Cagliari,2024-10-29,0,,Bologna,it Serie A,L 0-2,0,2,-2,42,0,0,0,0,0,12.2,Match Report
2445,Cagliari,2024-10-25,0,@,Udinese,it Serie A,L 0-2,0,2,-2,36,0,0,0,0,0,6.0,Match Report
2446,Cagliari,2024-10-06,0,@,Juventus,it Serie A,D 1-1,1,1,0,27,0,1,1,0,0,,Match Report
2447,Cagliari,2024-09-30,0,@,Parma,it Serie A,W 3-2,3,2,+1,40,3,0,0,0,0,10.8,Match Report
2448,Cagliari,2024-09-20,0,,Empoli,it Serie A,L 0-2,0,2,-2,61,0,0,0,0,0,10.0,Match Report
2449,Cagliari,2024-08-18,0,,Roma,it Serie A,D 0-0,0,0,0,43,0,0,0,0,0,4.7,Match Report
2450,Leverkusen,2025-03-28,0,,Bochum,de Bundesliga,W 3-1,3,1,+2,66,3,0,0,0,0,13.0,Match Report
2451,Leverkusen,2025-02-02,0,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,48,3,0,0,0,0,,Match Report
2452,Leverkusen,2025-01-25,0,@,RB Leipzig,de Bundesliga,D 2-2,2,2,0,35,2,0,0,0,0,,Match Report
2453,Leverkusen,2025-01-10,0,@,Dortmund,de Bundesliga,W 3-2,3,2,+1,30,3,0,0,0,0,5.0,Match Report
2454,Leverkusen,2024-12-14,0,@,Augsburg,de Bundesliga,W 2-0,2,0,+2,65,2,0,0,0,0,8.5,Match Report
2455,Leverkusen,2024-12-07,0,,St. Pauli,de Bundesliga,W 2-1,2,1,+1,62,2,0,0,0,0,10.5,Match Report
2456,Leverkusen,2024-11-30,0,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,62,2,0,0,0,0,12.4,Match Report
2457,Leverkusen,2024-11-09,0,@,Bochum,de Bundesliga,D 1-1,1,1,0,70,1,0,0,0,0,7.0,Match Report
2458,Leverkusen,2024-10-05,0,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,74,2,0,0,0,0,,Match Report
2459,Leverkusen,2024-09-28,0,@,Bayern Munich,de Bundesliga,D 1-1,1,1,0,31,1,0,0,0,0,4.3,Match Report
2460,Leverkusen,2024-09-14,0,@,Hoffenheim,de Bundesliga,W 4-1,4,1,+3,60,3,1,1,0,0,10.5,Match Report
2461,Leverkusen,2024-08-23,0,@,Gladbach,de Bundesliga,W 3-2,3,2,+1,57,3,0,1,1,0,12.0,Match Report
2462,Lille,2025-03-30,0,,Lens,fr Ligue 1,W 1-0,1,0,+1,45,1,0,0,0,0,12.0,Match Report
2463,Lille,2025-03-15,0,@,Nantes,fr Ligue 1,L 0-1,0,1,-1,68,0,0,0,0,0,9.3,Match Report
2464,Lille,2025-03-08,0,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,76,1,0,0,0,0,11.8,Match Report
2465,Lille,2025-03-01,0,@,Paris S-G,fr Ligue 1,L 1-4,1,4,-3,42,1,0,0,0,0,8.0,Match Report
2466,Lille,2025-02-22,0,,Monaco,fr Ligue 1,W 2-1,2,1,+1,43,2,0,0,0,0,6.0,Match Report
2467,Lille,2025-01-17,0,,Nice,fr Ligue 1,W 2-1,2,1,+1,55,2,0,0,0,0,9.2,Match Report
2468,Lille,2024-12-14,0,@,Marseille,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,0,13.7,Match Report
2469,Lille,2024-12-01,0,@,Montpellier,fr Ligue 1,D 2-2,2,2,0,58,0,2,2,0,0,13.5,Match Report
2470,Lille,2024-11-24,0,,Rennes,fr Ligue 1,W 1-0,1,0,+1,52,1,0,0,0,0,14.0,Match Report
2471,Lille,2024-11-10,0,@,Nice,fr Ligue 1,D 2-2,2,2,0,57,2,0,0,0,0,4.5,Match Report
2472,Lille,2024-10-05,0,,Toulouse,fr Ligue 1,W 2-1,2,1,+1,57,2,0,0,0,0,10.6,Match Report
2473,Lille,2024-09-28,0,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,62,3,0,1,1,0,8.0,Match Report
2474,Lille,2024-09-21,0,,Strasbourg,fr Ligue 1,D 3-3,3,3,0,63,2,1,1,0,0,,Match Report
2475,Lille,2024-09-01,0,,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,42,1,0,0,0,0,11.0,Match Report
2476,Brentford,2025-04-02,0,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,51,0,1,1,0,0,8.7,Match Report
2477,Brentford,2025-03-08,0,,Aston Villa,eng Premier League,L 0-1,0,1,-1,59,0,0,0,0,0,8.3,Match Report
2478,Brentford,2025-02-26,0,,Everton,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,0,6.7,Match Report
2479,Brentford,2025-02-21,0,@,Leicester City,eng Premier League,W 4-0,4,0,+4,52,4,0,0,0,0,8.7,Match Report
2480,Brentford,2025-02-02,0,,Tottenham,eng Premier League,L 0-2,0,2,-2,54,0,0,0,0,0,3.5,Match Report
2481,Brentford,2025-01-18,0,,Liverpool,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,0,4.3,Match Report
2482,Brentford,2025-01-14,0,,Manchester City,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,0,9.0,Match Report
2483,Brentford,2025-01-04,0,@,Southampton,eng Premier League,W 5-0,5,0,+5,50,4,1,1,0,0,5.0,Match Report
2484,Brentford,2024-12-27,0,@,Brighton,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,0,5.7,Match Report
2485,Brentford,2024-12-21,0,,Nott'ham Forest,eng Premier League,L 0-2,0,2,-2,64,0,0,0,0,0,5.0,Match Report
2486,Brentford,2024-12-15,0,@,Chelsea,eng Premier League,L 1-2,1,2,-1,38,1,0,0,0,0,8.1,Match Report
2487,Brentford,2024-12-07,0,,Newcastle Utd,eng Premier League,W 4-2,4,2,+2,43,4,0,0,0,0,9.3,Match Report
2488,Brentford,2024-11-30,0,,Leicester City,eng Premier League,W 4-1,4,1,+3,60,4,0,0,0,0,8.7,Match Report
2489,Brentford,2024-11-23,0,@,Everton,eng Premier League,D 0-0,0,0,0,41,0,0,0,0,0,6.5,Match Report
2490,Brentford,2024-11-04,0,@,Fulham,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,0,6.5,Match Report
2491,Brentford,2024-10-05,0,,Wolves,eng Premier League,W 5-3,5,3,+2,44,4,1,1,0,0,5.8,Match Report
2492,Roma,2025-04-06,0,,Juventus,it Serie A,D 1-1,1,1,0,41,1,0,0,0,0,4.0,Match Report
2493,Roma,2025-03-09,0,@,Empoli,it Serie A,W 1-0,1,0,+1,64,1,0,0,0,0,,Match Report
2494,Roma,2025-02-24,0,,Monza,it Serie A,W 4-0,4,0,+4,65,4,0,0,0,0,9.7,Match Report
2495,Roma,2025-02-16,0,@,Parma,it Serie A,W 1-0,1,0,+1,71,1,0,0,0,0,9.0,Match Report
2496,Roma,2025-02-02,0,,Napoli,it Serie A,D 1-1,1,1,0,51,1,0,0,0,0,10.8,Match Report
2497,Roma,2025-01-05,0,,Lazio,it Serie A,W 2-0,2,0,+2,33,2,0,0,0,0,7.3,Match Report
2498,Roma,2024-12-07,0,,Lecce,it Serie A,W 4-1,4,1,+3,59,4,0,0,0,0,8.7,Match Report
2499,Roma,2024-11-24,0,@,Napoli,it Serie A,L 0-1,0,1,-1,37,0,0,0,0,0,3.0,Match Report
2500,Roma,2024-11-10,0,,Bologna,it Serie A,L 2-3,2,3,-1,54,2,0,0,0,0,,Match Report
2501,Roma,2024-09-22,0,,Udinese,it Serie A,W 3-0,3,0,+3,62,2,1,1,0,0,8.3,Match Report
2502,Roma,2024-09-15,0,@,Genoa,it Serie A,D 1-1,1,1,0,52,1,0,0,0,0,8.7,Match Report
2503,Roma,2024-09-01,0,@,Juventus,it Serie A,D 0-0,0,0,0,51,0,0,0,0,0,17.0,Match Report
2504,Roma,2024-08-25,0,,Empoli,it Serie A,L 1-2,1,2,-1,73,1,0,0,0,0,,Match Report
2505,Roma,2024-08-18,0,@,Cagliari,it Serie A,D 0-0,0,0,0,57,0,0,0,0,0,15.0,Match Report
2506,Chelsea,2025-04-03,0,,Tottenham,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,0,6.0,Match Report
2507,Chelsea,2025-03-09,0,,Leicester City,eng Premier League,W 1-0,1,0,+1,56,1,0,1,1,0,7.5,Match Report
2508,Chelsea,2025-02-25,0,,Southampton,eng Premier League,W 4-0,4,0,+4,60,4,0,0,0,0,,Match Report
2509,Chelsea,2025-02-22,0,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,0,9.5,Match Report
2510,Chelsea,2025-01-20,0,,Wolves,eng Premier League,W 3-1,3,1,+2,63,3,0,0,0,0,4.8,Match Report
2511,Chelsea,2025-01-14,0,,Bournemouth,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,0,12.3,Match Report
2512,Chelsea,2024-12-30,0,@,Ipswich Town,eng Premier League,L 0-2,0,2,-2,76,0,0,0,0,0,15.0,Match Report
2513,Chelsea,2024-12-04,0,@,Southampton,eng Premier League,W 5-1,5,1,+4,55,5,0,0,0,0,6.5,Match Report
2514,Chelsea,2024-11-03,0,@,Manchester Utd,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,0,8.8,Match Report
2515,Chelsea,2024-08-18,0,,Manchester City,eng Premier League,L 0-2,0,2,-2,48,0,0,0,0,0,9.8,Match Report
2516,Brighton,2025-03-15,0,@,Manchester City,eng Premier League,D 2-2,2,2,0,40,1,0,0,0,0,2.0,Match Report
2517,Brighton,2025-03-08,0,,Fulham,eng Premier League,W 2-1,2,1,+1,53,1,1,1,0,0,2.8,Match Report
2518,Brighton,2025-02-14,0,,Chelsea,eng Premier League,W 3-0,3,0,+3,31,3,0,0,0,0,4.5,Match Report
2519,Brighton,2025-01-04,0,,Arsenal,eng Premier League,D 1-1,1,1,0,45,0,1,1,0,0,9.0,Match Report
2520,Brighton,2024-12-30,0,@,Aston Villa,eng Premier League,D 2-2,2,2,0,41,2,0,0,0,0,6.1,Match Report
2521,Brighton,2024-12-05,0,@,Fulham,eng Premier League,L 1-3,1,3,-2,57,1,0,0,0,0,11.3,Match Report
2522,Brighton,2024-11-29,0,,Southampton,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,0,10.0,Match Report
2523,Brighton,2024-11-23,0,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,0,4.5,Match Report
2524,Brighton,2024-09-14,0,,Ipswich Town,eng Premier League,D 0-0,0,0,0,68,0,0,0,0,0,10.0,Match Report
2525,Saint-Étienne,2025-04-06,0,@,Lens,fr Ligue 1,L 0-1,0,1,-1,40,0,0,1,1,0,7.0,Match Report
2526,Saint-Étienne,2025-03-09,0,@,Le Havre,fr Ligue 1,D 1-1,1,1,0,54,1,0,0,0,0,8.0,Match Report
2527,Saint-Étienne,2025-02-15,0,@,Marseille,fr Ligue 1,L 1-5,1,5,-4,30,1,0,0,0,0,7.5,Match Report
2528,Saint-Étienne,2025-02-08,0,,Rennes,fr Ligue 1,L 0-2,0,2,-2,53,0,0,0,0,0,4.7,Match Report
2529,Saint-Étienne,2025-02-01,0,@,Lille,fr Ligue 1,L 1-4,1,4,-3,33,0,1,1,0,0,2.0,Match Report
2530,Saint-Étienne,2025-01-24,0,@,Auxerre,fr Ligue 1,D 1-1,1,1,0,63,1,0,0,0,0,10.7,Match Report
2531,Saint-Étienne,2025-01-12,0,@,Paris S-G,fr Ligue 1,L 1-2,1,2,-1,41,1,0,0,0,0,2.5,Match Report
2532,Saint-Étienne,2025-01-04,0,,Reims,fr Ligue 1,W 3-1,3,1,+2,53,3,0,0,0,0,11.4,Match Report
2533,Saint-Étienne,2024-12-13,0,@,Toulouse,fr Ligue 1,L 1-2,1,2,-1,61,1,0,0,0,0,14.3,Match Report
2534,Saint-Étienne,2024-12-08,0,,Marseille,fr Ligue 1,L 0-2,0,2,-2,32,0,0,0,0,0,9.8,Match Report
2535,Saint-Étienne,2024-11-30,0,@,Rennes,fr Ligue 1,L 0-5,0,5,-5,29,0,0,0,0,0,8.4,Match Report
2536,Saint-Étienne,2024-11-10,0,@,Lyon,fr Ligue 1,L 0-1,0,1,-1,38,0,0,0,0,0,5.0,Match Report
2537,Saint-Étienne,2024-11-02,0,,Strasbourg,fr Ligue 1,W 2-0,2,0,+2,36,2,0,0,0,0,7.0,Match Report
2538,Saint-Étienne,2024-09-29,0,@,Nantes,fr Ligue 1,D 2-2,2,2,0,39,1,1,1,0,0,6.0,Match Report
2539,Saint-Étienne,2024-09-20,0,@,Nice,fr Ligue 1,L 0-8,0,8,-8,41,0,0,0,0,0,11.3,Match Report
2540,Saint-Étienne,2024-09-13,0,,Lille,fr Ligue 1,W 1-0,1,0,+1,30,1,0,0,0,0,10.0,Match Report
2541,Everton,2025-04-05,0,,Arsenal,eng Premier League,D 1-1,1,1,0,31,0,1,1,0,0,6.0,Match Report
2542,Everton,2025-02-26,0,@,Brentford,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,0,,Match Report
2543,Everton,2025-02-22,0,,Manchester Utd,eng Premier League,D 2-2,2,2,0,38,2,0,0,0,0,3.0,Match Report
2544,Everton,2025-02-12,0,,Liverpool,eng Premier League,D 2-2,2,2,0,37,2,0,0,0,0,17.0,Match Report
2545,Everton,2025-01-25,0,@,Brighton,eng Premier League,W 1-0,1,0,+1,31,0,1,1,0,0,7.8,Match Report
2546,Everton,2024-12-22,0,,Chelsea,eng Premier League,D 0-0,0,0,0,25,0,0,0,0,0,,Match Report
2547,Everton,2024-11-02,0,@,Southampton,eng Premier League,L 0-1,0,1,-1,35,0,0,0,0,0,7.0,Match Report
2548,Napoli,2025-04-07,0,@,Bologna,it Serie A,D 1-1,1,1,0,39,1,0,0,0,0,7.0,Match Report
2549,Napoli,2025-02-15,0,@,Lazio,it Serie A,D 2-2,2,2,0,47,1,0,0,0,0,16.0,Match Report
2550,Napoli,2025-01-25,0,,Juventus,it Serie A,W 2-1,2,1,+1,49,1,1,1,0,0,10.2,Match Report
2551,Napoli,2025-01-04,0,@,Fiorentina,it Serie A,W 3-0,3,0,+3,52,2,1,1,0,0,17.0,Match Report
2552,Napoli,2024-12-29,0,,Venezia,it Serie A,W 1-0,1,0,+1,66,1,0,1,1,0,10.3,Match Report
2553,Napoli,2024-12-08,0,,Lazio,it Serie A,L 0-1,0,1,-1,56,0,0,0,0,0,,Match Report
2554,Napoli,2024-11-10,0,@,Inter,it Serie A,D 1-1,1,1,0,47,1,0,0,0,0,6.0,Match Report
2555,Napoli,2024-10-04,0,,Como,it Serie A,W 3-1,3,1,+2,41,2,1,1,0,0,8.5,Match Report
2556,Napoli,2024-09-29,0,,Monza,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,0,6.5,Match Report
2557,Napoli,2024-09-21,0,@,Juventus,it Serie A,D 0-0,0,0,0,36,0,0,0,0,0,4.5,Match Report
2558,Napoli,2024-09-15,0,@,Cagliari,it Serie A,W 4-0,4,0,+4,49,4,0,0,0,0,,Match Report
2559,Napoli,2024-08-31,0,,Parma,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,0,16.0,Match Report
2560,Lyon,2025-03-28,0,@,Strasbourg,fr Ligue 1,L 2-4,2,4,-2,60,1,1,1,0,0,4.0,Match Report
2561,Lyon,2025-03-16,0,,Le Havre,fr Ligue 1,W 4-2,4,2,+2,67,3,1,1,0,0,8.0,Match Report
2562,Lyon,2025-03-09,0,@,Nice,fr Ligue 1,W 2-0,2,0,+2,63,2,0,0,0,0,8.0,Match Report
2563,Lyon,2025-03-02,0,,Brest,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,0,9.3,Match Report
2564,Lyon,2025-02-23,0,,Paris S-G,fr Ligue 1,L 2-3,2,3,-1,35,2,0,0,0,0,11.8,Match Report
2565,Lyon,2025-02-16,0,@,Montpellier,fr Ligue 1,W 4-1,4,1,+3,62,4,0,0,0,0,4.7,Match Report
