Rk,Team,Date,PKatt,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PKatt,PKA,PKsv,PKm,Save%,Match Report
48,Osasuna,2025-02-10,1,@,Mallorca,es La Liga,D 1-1,1,1,0,54,1,0,0,0,1,1,0,0,0.0,Match Report
49,Osasuna,2024-11-24,1,,Villarreal,es La Liga,D 2-2,2,2,0,41,1,1,1,0,1,1,0,0,0.0,Match Report
50,Udinese,2024-12-23,1,@,Fiorentina,it Serie A,W 2-1,2,1,+1,49,2,0,0,0,1,1,0,0,0.0,Match Report
51,Udinese,2024-09-22,1,@,Roma,it Serie A,L 0-3,0,3,-3,38,0,0,0,0,1,1,0,0,0.0,Match Report
52,Udinese,2024-09-01,1,,Como,it Serie A,W 1-0,1,0,+1,44,1,0,0,0,1,0,0,1,,Match Report
53,Udinese,2024-08-18,1,@,Bologna,it Serie A,D 1-1,1,1,0,27,1,0,1,1,1,1,0,0,0.0,Match Report
54,Bayern Munich,2024-09-01,1,,Freiburg,de Bundesliga,W 2-0,2,0,+2,66,1,1,1,0,1,0,0,1,,Match Report
55,Bayern Munich,2024-08-25,1,@,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,70,2,0,0,0,1,1,0,0,0.0,Match Report
56,Augsburg,2025-03-29,1,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,44,1,0,0,0,1,1,0,0,0.0,Match Report
57,Augsburg,2024-09-01,1,@,Heidenheim,de Bundesliga,L 0-4,0,4,-4,64,0,0,0,0,1,1,0,0,0.0,Match Report
58,Hellas Verona,2025-04-06,1,@,Torino,it Serie A,D 1-1,1,1,0,39,1,0,0,0,1,0,1,0,100.0,Match Report
59,Hellas Verona,2024-09-20,1,,Torino,it Serie A,L 2-3,2,3,-1,30,2,0,0,0,1,0,0,1,,Match Report
60,Hellas Verona,2024-08-26,1,,Juventus,it Serie A,L 0-3,0,3,-3,40,0,0,0,0,1,1,0,0,0.0,Match Report
61,Torino,2025-02-22,1,,Milan,it Serie A,W 2-1,2,1,+1,36,1,0,0,0,1,0,1,0,100.0,Match Report
62,Torino,2025-02-14,1,@,Bologna,it Serie A,L 2-3,2,3,-1,35,2,0,0,0,1,1,0,0,0.0,Match Report
63,Torino,2025-02-01,1,@,Atalanta,it Serie A,D 1-1,1,1,0,35,1,0,0,0,1,0,1,0,100.0,Match Report
64,Torino,2024-12-21,1,,Bologna,it Serie A,L 0-2,0,2,-2,42,0,0,0,0,1,0,1,0,100.0,Match Report
65,Torino,2024-08-25,1,,Atalanta,it Serie A,W 2-1,2,1,+1,42,2,0,0,0,1,0,1,0,100.0,Match Report
66,Nice,2025-03-29,1,@,Monaco,fr Ligue 1,L 1-2,1,2,-1,42,1,0,0,0,1,0,1,0,100.0,Match Report
67,Nice,2024-12-01,1,@,Lyon,fr Ligue 1,L 1-4,1,4,-3,47,1,0,0,0,1,1,0,0,0.0,Match Report
68,Nice,2024-09-01,1,@,Angers,fr Ligue 1,W 4-1,4,1,+3,46,4,0,0,0,1,1,0,0,0.0,Match Report
69,Valladolid,2025-03-15,1,,Celta Vigo,es La Liga,L 0-1,0,1,-1,39,0,0,0,0,1,1,0,0,0.0,Match Report
70,Valladolid,2025-01-25,1,,Real Madrid,es La Liga,L 0-3,0,3,-3,32,0,0,0,0,1,1,0,0,0.0,Match Report
71,Valladolid,2024-11-02,1,@,Osasuna,es La Liga,L 0-1,0,1,-1,51,0,0,0,0,1,1,0,0,0.0,Match Report
72,Arsenal,2025-04-05,1,@,Everton,eng Premier League,D 1-1,1,1,0,69,1,0,0,0,1,1,0,0,0.0,Match Report
73,Arsenal,2025-01-04,1,@,Brighton,eng Premier League,D 1-1,1,1,0,55,1,0,0,0,1,1,0,0,0.0,Match Report
74,Arsenal,2024-10-19,1,@,Bournemouth,eng Premier League,L 0-2,0,2,-2,51,0,0,0,0,1,1,0,0,0.0,Match Report
75,Heidenheim,2025-02-23,1,@,RB Leipzig,de Bundesliga,D 2-2,2,2,0,26,1,1,1,0,1,1,0,0,0.0,Match Report
76,Heidenheim,2025-01-18,1,,St. Pauli,de Bundesliga,L 0-2,0,2,-2,60,0,0,0,0,1,1,0,0,0.0,Match Report
77,Heidenheim,2024-12-15,1,,Stuttgart,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,1,1,0,0,0.0,Match Report
78,Heidenheim,2024-10-19,1,@,Gladbach,de Bundesliga,L 2-3,2,3,-1,34,1,1,1,0,1,1,0,0,0.0,Match Report
79,Heidenheim,2024-09-13,1,@,Dortmund,de Bundesliga,L 2-4,2,4,-2,40,1,1,1,0,1,1,0,0,0.0,Match Report
80,Manchester Utd,2025-01-05,1,@,Liverpool,eng Premier League,D 2-2,2,2,0,47,2,0,0,0,1,1,0,0,0.0,Match Report
81,Manchester Utd,2024-12-22,1,,Bournemouth,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,1,1,0,0,0.0,Match Report
82,Manchester Utd,2024-10-27,1,@,West Ham,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,1,1,0,0,0.0,Match Report
83,Manchester Utd,2024-09-14,1,@,Southampton,eng Premier League,W 3-0,3,0,+3,56,3,0,0,0,1,0,1,0,100.0,Match Report
84,Bologna,2025-02-22,1,@,Parma,it Serie A,L 0-2,0,2,-2,74,0,0,0,0,1,1,0,0,0.0,Match Report
85,Bologna,2025-01-12,1,,Roma,it Serie A,D 2-2,2,2,0,54,1,1,1,0,1,1,0,0,0.0,Match Report
86,Bologna,2024-08-18,1,,Udinese,it Serie A,D 1-1,1,1,0,73,0,1,1,0,1,0,1,0,100.0,Match Report
87,Barcelona,2024-12-07,1,@,Betis,es La Liga,D 2-2,2,2,0,62,2,0,0,0,1,1,0,0,0.0,Match Report
88,Barcelona,2024-09-28,1,@,Osasuna,es La Liga,L 2-4,2,4,-2,73,2,0,0,0,1,1,0,0,0.0,Match Report
89,Barcelona,2024-08-24,1,,Athletic Club,es La Liga,W 2-1,2,1,+1,64,2,0,0,0,1,1,0,0,0.0,Match Report
90,Monza,2025-01-27,1,@,Genoa,it Serie A,L 0-2,0,2,-2,50,0,0,0,0,1,0,1,0,100.0,Match Report
91,Monza,2025-01-13,1,,Fiorentina,it Serie A,W 2-1,2,1,+1,35,2,0,0,0,1,1,0,0,0.0,Match Report
92,Monza,2024-12-28,1,@,Parma,it Serie A,L 1-2,1,2,-1,56,1,0,0,0,1,1,0,0,0.0,Match Report
93,Monza,2024-12-15,1,@,Lecce,it Serie A,L 1-2,1,2,-1,55,0,0,0,0,1,0,1,0,100.0,Match Report
94,Montpellier,2025-03-02,1,,Rennes,fr Ligue 1,L 0-4,0,4,-4,46,0,0,0,0,1,0,1,0,100.0,Match Report
95,Montpellier,2024-11-03,1,@,Le Havre,fr Ligue 1,L 0-1,0,1,-1,52,0,0,0,0,1,1,0,0,0.0,Match Report
96,Montpellier,2024-10-06,1,@,Reims,fr Ligue 1,L 2-4,2,4,-2,52,2,0,0,0,1,1,0,0,0.0,Match Report
97,Montpellier,2024-08-31,1,,Nantes,fr Ligue 1,L 1-3,1,3,-2,69,1,0,0,0,1,1,0,0,0.0,Match Report
98,Como,2025-03-08,1,,Venezia,it Serie A,D 1-1,1,1,0,55,1,0,0,0,1,1,0,0,0.0,Match Report
99,Como,2025-02-07,1,,Juventus,it Serie A,L 1-2,1,2,-1,52,1,0,0,0,1,1,0,0,0.0,Match Report
100,Como,2024-11-30,1,,Monza,it Serie A,D 1-1,1,1,0,55,1,0,0,0,1,1,0,0,0.0,Match Report
101,Como,2024-10-31,1,,Lazio,it Serie A,L 1-5,1,5,-4,51,1,0,0,0,1,1,0,0,0.0,Match Report
102,Como,2024-10-04,1,@,Napoli,it Serie A,L 1-3,1,3,-2,59,1,0,0,0,1,1,0,0,0.0,Match Report
103,Como,2024-09-29,1,,Hellas Verona,it Serie A,W 3-2,3,2,+1,71,3,0,0,0,1,1,0,0,0.0,Match Report
104,Como,2024-09-24,1,@,Atalanta,it Serie A,W 3-2,3,2,+1,41,2,0,0,0,1,1,0,0,0.0,Match Report
105,Villarreal,2024-12-22,1,@,Leganés,es La Liga,W 5-2,5,2,+3,64,3,2,2,0,1,1,0,0,0.0,Match Report
106,Villarreal,2024-11-24,1,@,Osasuna,es La Liga,D 2-2,2,2,0,59,1,1,1,0,1,1,0,0,0.0,Match Report
107,Villarreal,2024-10-26,1,@,Valladolid,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,1,1,0,0,0.0,Match Report
108,Villarreal,2024-10-20,1,,Getafe,es La Liga,D 1-1,1,1,0,56,1,0,0,0,1,1,0,0,0.0,Match Report
109,Villarreal,2024-09-22,1,,Barcelona,es La Liga,L 1-5,1,5,-4,37,1,0,0,0,1,0,0,1,,Match Report
110,Mallorca,2024-12-03,1,,Barcelona,es La Liga,L 1-5,1,5,-4,41,1,0,0,0,1,1,0,0,0.0,Match Report
111,Mallorca,2024-11-29,1,,Valencia,es La Liga,W 2-1,2,1,+1,48,2,0,0,0,1,1,0,0,0.0,Match Report
112,Mallorca,2024-11-23,1,@,Las Palmas,es La Liga,W 3-2,3,2,+1,39,3,0,0,0,1,1,0,0,0.0,Match Report
113,Holstein Kiel,2025-02-16,1,@,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,49,1,0,0,0,1,0,1,0,100.0,Match Report
114,Holstein Kiel,2024-12-07,1,,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,1,1,0,0,0.0,Match Report
115,Holstein Kiel,2024-11-24,1,,Mainz 05,de Bundesliga,L 0-3,0,3,-3,38,0,0,0,0,1,1,0,0,0.0,Match Report
116,Holstein Kiel,2024-09-14,1,,Bayern Munich,de Bundesliga,L 1-6,1,6,-5,30,1,0,0,0,1,1,0,0,0.0,Match Report
117,Holstein Kiel,2024-08-24,1,@,Hoffenheim,de Bundesliga,L 2-3,2,3,-1,46,2,0,0,0,1,1,0,0,0.0,Match Report
118,Athletic Club,2024-12-04,1,,Real Madrid,es La Liga,W 2-1,2,1,+1,37,2,0,0,0,1,0,1,0,100.0,Match Report
119,Athletic Club,2024-10-06,1,@,Girona,es La Liga,L 1-2,1,2,-1,34,1,0,2,2,1,1,0,0,0.0,Match Report
120,Athletic Club,2024-09-22,1,,Celta Vigo,es La Liga,W 3-1,3,1,+2,33,3,0,0,0,1,1,0,0,0.0,Match Report
121,Gladbach,2025-03-15,1,@,Werder Bremen,de Bundesliga,W 4-2,4,2,+2,47,3,1,1,0,1,1,0,0,0.0,Match Report
122,Gladbach,2025-02-15,1,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,48,2,0,0,0,1,1,0,0,0.0,Match Report
123,Gladbach,2025-01-18,1,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,45,1,0,0,0,1,1,0,0,0.0,Match Report
124,Gladbach,2025-01-14,1,@,Wolfsburg,de Bundesliga,L 1-5,1,5,-4,65,1,0,0,0,1,1,0,0,0.0,Match Report
125,Gladbach,2025-01-11,1,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,33,0,0,0,0,1,1,0,0,0.0,Match Report
126,Gladbach,2024-12-21,1,@,Hoffenheim,de Bundesliga,W 2-1,2,1,+1,35,2,0,0,0,1,1,0,0,0.0,Match Report
127,Gladbach,2024-10-19,1,,Heidenheim,de Bundesliga,W 3-2,3,2,+1,66,2,1,1,0,1,1,0,0,0.0,Match Report
128,Gladbach,2024-08-23,1,,Leverkusen,de Bundesliga,L 2-3,2,3,-1,43,2,0,0,0,1,0,1,0,100.0,Match Report
129,Southampton,2025-04-06,1,@,Tottenham,eng Premier League,L 1-3,1,3,-2,49,1,0,0,0,1,1,0,0,0.0,Match Report
130,Southampton,2025-01-25,1,,Newcastle Utd,eng Premier League,L 1-3,1,3,-2,53,1,0,0,0,1,1,0,0,0.0,Match Report
131,Southampton,2025-01-04,1,,Brentford,eng Premier League,L 0-5,0,5,-5,50,0,0,0,0,1,1,0,0,0.0,Match Report
132,Southampton,2024-11-24,1,,Liverpool,eng Premier League,L 2-3,2,3,-1,38,2,0,1,1,1,1,0,0,0.0,Match Report
133,Southampton,2024-10-19,1,,Leicester City,eng Premier League,L 2-3,2,3,-1,42,2,0,0,0,1,1,0,0,0.0,Match Report
134,Toulouse,2025-02-02,1,,Nice,fr Ligue 1,D 1-1,1,1,0,54,1,0,0,0,1,1,0,0,0.0,Match Report
135,Toulouse,2024-10-20,1,,Angers,fr Ligue 1,D 1-1,1,1,0,65,1,0,0,0,1,0,1,0,100.0,Match Report
136,Fiorentina,2025-01-04,1,,Napoli,it Serie A,L 0-3,0,3,-3,48,0,0,0,0,1,1,0,0,0.0,Match Report
137,Crystal Palace,2025-01-26,1,,Brentford,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,1,1,0,0,0.0,Match Report
138,Crystal Palace,2024-11-23,1,@,Aston Villa,eng Premier League,D 2-2,2,2,0,31,2,0,0,0,1,0,1,0,100.0,Match Report
139,Bournemouth,2025-03-09,1,@,Tottenham,eng Premier League,D 2-2,2,2,0,39,2,0,0,0,1,1,0,0,0.0,Match Report
140,Bournemouth,2025-02-25,1,@,Brighton,eng Premier League,L 1-2,1,2,-1,56,1,0,0,0,1,1,0,0,0.0,Match Report
141,Bournemouth,2025-02-01,1,,Liverpool,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,1,1,0,0,0.0,Match Report
142,Bournemouth,2024-12-16,1,,West Ham,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,1,1,0,0,0.0,Match Report
143,Wolfsburg,2025-03-29,1,,Heidenheim,de Bundesliga,L 0-1,0,1,-1,61,0,0,0,0,1,1,0,0,0.0,Match Report
144,Wolfsburg,2024-09-28,1,,Stuttgart,de Bundesliga,D 2-2,2,2,0,31,2,0,0,0,1,0,1,0,100.0,Match Report
145,Wolfsburg,2024-09-14,1,,Eint Frankfurt,de Bundesliga,L 1-2,1,2,-1,60,1,0,0,0,1,1,0,0,0.0,Match Report
146,Real Madrid,2025-03-01,1,@,Betis,es La Liga,L 1-2,1,2,-1,58,1,0,0,0,1,1,0,0,0.0,Match Report
147,Real Madrid,2025-02-15,1,@,Osasuna,es La Liga,D 1-1,1,1,0,55,1,0,0,0,1,1,0,0,0.0,Match Report
148,Real Madrid,2025-02-08,1,,Atlético Madrid,es La Liga,D 1-1,1,1,0,60,1,0,0,0,1,1,0,0,0.0,Match Report
149,St. Pauli,2025-03-08,1,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,43,1,0,0,0,1,1,0,0,0.0,Match Report
150,St. Pauli,2025-02-15,1,,Freiburg,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,1,0,1,0,100.0,Match Report
151,St. Pauli,2024-11-29,1,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,49,3,0,0,0,1,0,1,0,100.0,Match Report
152,St. Pauli,2024-09-28,1,@,Freiburg,de Bundesliga,W 3-0,3,0,+3,27,3,0,0,0,1,0,1,0,100.0,Match Report
153,Marseille,2025-02-22,1,@,Auxerre,fr Ligue 1,L 0-3,0,3,-3,79,0,0,0,0,1,1,0,0,0.0,Match Report
154,Marseille,2025-02-02,1,,Lyon,fr Ligue 1,W 3-2,3,2,+1,63,3,0,0,0,1,1,0,0,0.0,Match Report
155,Marseille,2025-01-11,1,@,Rennes,fr Ligue 1,W 2-1,2,1,+1,64,2,0,0,0,1,0,1,0,100.0,Match Report
156,Marseille,2024-09-22,1,@,Lyon,fr Ligue 1,W 3-2,3,2,+1,37,3,0,0,0,1,0,1,0,100.0,Match Report
157,Marseille,2024-08-17,1,@,Brest,fr Ligue 1,W 5-1,5,1,+4,50,3,2,2,0,1,0,1,0,100.0,Match Report
158,Stuttgart,2025-02-15,1,,Wolfsburg,de Bundesliga,L 1-2,1,2,-1,57,1,0,0,0,1,1,0,0,0.0,Match Report
159,Stuttgart,2024-12-21,1,,St. Pauli,de Bundesliga,L 0-1,0,1,-1,72,0,0,0,0,1,0,1,0,100.0,Match Report
160,Stuttgart,2024-08-31,1,,Mainz 05,de Bundesliga,D 3-3,3,3,0,63,3,0,0,0,1,1,0,0,0.0,Match Report
161,Auxerre,2025-01-10,1,,Lille,fr Ligue 1,D 0-0,0,0,0,30,0,0,0,0,1,0,1,0,100.0,Match Report
162,Auxerre,2025-01-05,1,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,40,1,0,0,0,1,1,0,0,0.0,Match Report
163,Auxerre,2024-12-01,1,@,Toulouse,fr Ligue 1,L 0-2,0,2,-2,48,0,0,0,0,1,1,0,0,0.0,Match Report
164,Auxerre,2024-11-08,1,@,Marseille,fr Ligue 1,W 3-1,3,1,+2,26,3,0,0,0,1,1,0,0,0.0,Match Report
165,Auxerre,2024-10-27,1,@,Lyon,fr Ligue 1,D 2-2,2,2,0,38,2,0,0,0,1,1,0,0,0.0,Match Report
166,Auxerre,2024-09-01,1,@,Le Havre,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,1,1,0,0,0.0,Match Report
167,Le Havre,2025-03-16,1,@,Lyon,fr Ligue 1,L 2-4,2,4,-2,33,1,1,1,0,1,1,0,0,0.0,Match Report
168,Le Havre,2025-03-01,1,@,Lens,fr Ligue 1,W 4-3,4,3,+1,31,3,1,1,0,1,1,0,0,0.0,Match Report
169,Le Havre,2025-02-23,1,,Toulouse,fr Ligue 1,L 1-4,1,4,-3,54,1,0,0,0,1,1,0,0,0.0,Match Report
170,Le Havre,2024-12-07,1,@,Nice,fr Ligue 1,L 1-2,1,2,-1,49,1,0,0,0,1,1,0,0,0.0,Match Report
171,Le Havre,2024-09-28,1,,Lille,fr Ligue 1,L 0-3,0,3,-3,38,0,0,0,0,1,0,1,0,100.0,Match Report
172,Le Havre,2024-08-16,1,,Paris S-G,fr Ligue 1,L 1-4,1,4,-3,24,1,0,0,0,1,1,0,0,0.0,Match Report
173,Werder Bremen,2025-03-15,1,,Gladbach,de Bundesliga,L 2-4,2,4,-2,53,1,1,1,0,1,1,0,0,0.0,Match Report
174,Genoa,2025-03-14,1,,Lecce,it Serie A,W 2-1,2,1,+1,44,2,0,0,0,1,1,0,0,0.0,Match Report
175,Genoa,2024-12-28,1,@,Empoli,it Serie A,W 2-1,2,1,+1,42,2,0,0,0,1,0,1,0,100.0,Match Report
176,Genoa,2024-10-05,1,@,Atalanta,it Serie A,L 1-5,1,5,-4,37,1,0,0,0,1,1,0,0,0.0,Match Report
177,Genoa,2024-09-28,1,,Juventus,it Serie A,L 0-3,0,3,-3,35,0,0,0,0,1,1,0,0,0.0,Match Report
178,Genoa,2024-09-21,1,@,Venezia,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,1,0,1,0,100.0,Match Report
179,Genoa,2024-09-01,1,,Hellas Verona,it Serie A,L 0-2,0,2,-2,58,0,0,0,0,1,1,0,0,0.0,Match Report
180,Angers,2025-03-15,1,,Monaco,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,1,1,0,0,0.0,Match Report
181,Angers,2025-02-16,1,@,Reims,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,1,0,0,1,,Match Report
182,Angers,2025-01-12,1,@,Montpellier,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,1,1,0,0,0.0,Match Report
183,Angers,2024-10-26,1,,Saint-Étienne,fr Ligue 1,W 4-2,4,2,+2,42,3,1,1,0,1,1,0,0,0.0,Match Report
184,Lazio,2025-02-09,1,,Monza,it Serie A,W 5-1,5,1,+4,61,5,0,0,0,1,1,0,0,0.0,Match Report
185,Lazio,2024-12-16,1,,Inter,it Serie A,L 0-6,0,6,-6,52,0,0,0,0,1,1,0,0,0.0,Match Report
186,Getafe,2025-03-16,1,@,Osasuna,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,1,1,0,0,0.0,Match Report
187,Getafe,2025-03-09,1,,Atlético Madrid,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,1,1,0,0,0.0,Match Report
188,Getafe,2025-02-23,1,,Betis,es La Liga,L 1-2,1,2,-1,49,1,0,0,0,1,1,0,0,0.0,Match Report
189,Getafe,2025-01-12,1,@,Las Palmas,es La Liga,W 2-1,2,1,+1,37,2,0,0,0,1,0,1,0,100.0,Match Report
190,Getafe,2024-12-21,1,,Mallorca,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,1,1,0,0,0.0,Match Report
191,Getafe,2024-12-01,1,@,Real Madrid,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,1,1,0,0,0.0,Match Report
192,Getafe,2024-09-18,1,@,Betis,es La Liga,L 1-2,1,2,-1,35,1,0,0,0,1,1,0,0,0.0,Match Report
193,Union Berlin,2025-03-09,1,@,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,34,2,0,0,0,1,0,1,0,100.0,Match Report
194,Union Berlin,2025-01-19,1,,Mainz 05,de Bundesliga,W 2-1,2,1,+1,34,1,1,1,0,1,1,0,0,0.0,Match Report
195,Union Berlin,2024-11-08,1,,Freiburg,de Bundesliga,D 0-0,0,0,0,41,0,0,0,0,1,0,1,0,100.0,Match Report
196,Union Berlin,2024-11-02,1,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,23,0,0,0,0,1,1,0,0,0.0,Match Report
197,Union Berlin,2024-09-14,1,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,33,0,0,0,0,1,0,1,0,100.0,Match Report
198,West Ham,2025-01-18,1,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,1,1,0,0,0.0,Match Report
199,Leganés,2025-03-29,1,@,Real Madrid,es La Liga,L 2-3,2,3,-1,30,2,0,0,0,1,1,0,0,0.0,Match Report
200,Leganés,2025-03-16,1,,Betis,es La Liga,L 2-3,2,3,-1,36,2,0,0,0,1,1,0,0,0.0,Match Report
201,Leganés,2025-02-15,1,,Alavés,es La Liga,D 3-3,3,3,0,43,1,2,2,0,1,1,0,0,0.0,Match Report
202,Leganés,2025-01-18,1,,Atlético Madrid,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,1,0,0,1,,Match Report
203,Leganés,2024-11-02,1,@,Girona,es La Liga,L 3-4,3,4,-1,46,3,0,0,0,1,1,0,0,0.0,Match Report
204,Leganés,2024-09-22,1,@,Getafe,es La Liga,D 1-1,1,1,0,41,1,0,0,0,1,1,0,0,0.0,Match Report
205,Reims,2025-02-21,1,@,Rennes,fr Ligue 1,L 0-1,0,1,-1,42,0,0,0,0,1,1,0,0,0.0,Match Report
206,Reims,2025-01-11,1,,Nice,fr Ligue 1,L 2-4,2,4,-2,54,2,0,0,0,1,1,0,0,0.0,Match Report
207,Reims,2024-10-26,1,,Brest,fr Ligue 1,L 1-2,1,2,-1,53,1,0,0,0,1,1,0,0,0.0,Match Report
208,Reims,2024-10-20,1,@,Auxerre,fr Ligue 1,L 1-2,1,2,-1,65,1,0,0,0,1,0,1,0,100.0,Match Report
209,Liverpool,2024-11-24,1,@,Southampton,eng Premier League,W 3-2,3,2,+1,62,2,1,1,0,1,0,1,0,100.0,Match Report
210,Aston Villa,2024-10-19,1,@,Fulham,eng Premier League,W 3-1,3,1,+2,48,2,0,0,0,1,0,1,0,100.0,Match Report
211,Aston Villa,2024-08-17,1,@,West Ham,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,1,1,0,0,0.0,Match Report
212,Wolves,2025-02-16,1,@,Liverpool,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,1,1,0,0,0.0,Match Report
213,Wolves,2024-12-29,1,@,Tottenham,eng Premier League,D 2-2,2,2,0,52,2,0,0,0,1,0,1,0,100.0,Match Report
214,Wolves,2024-10-05,1,@,Brentford,eng Premier League,L 3-5,3,5,-2,56,3,0,0,0,1,1,0,0,0.0,Match Report
215,Wolves,2024-09-28,1,,Liverpool,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,1,1,0,0,0.0,Match Report
216,Alavés,2025-03-14,1,@,Las Palmas,es La Liga,D 2-2,2,2,0,39,2,0,0,0,1,1,0,0,0.0,Match Report
217,Alavés,2025-02-09,1,,Getafe,es La Liga,L 0-1,0,1,-1,65,0,0,0,0,1,1,0,0,0.0,Match Report
218,Alavés,2024-12-22,1,@,Valencia,es La Liga,D 2-2,2,2,0,38,1,1,1,0,1,1,0,0,0.0,Match Report
219,Alavés,2024-11-23,1,@,Atlético Madrid,es La Liga,L 1-2,1,2,-1,30,0,1,1,0,1,1,0,0,0.0,Match Report
220,Alavés,2024-11-09,1,@,Villarreal,es La Liga,L 0-3,0,3,-3,38,0,0,0,0,1,1,0,0,0.0,Match Report
221,Alavés,2024-09-28,1,@,Getafe,es La Liga,L 0-2,0,2,-2,54,0,0,0,0,1,1,0,0,0.0,Match Report
222,Alavés,2024-09-14,1,@,Espanyol,es La Liga,L 2-3,2,3,-1,61,2,0,0,0,1,1,0,0,0.0,Match Report
223,Girona,2025-03-01,1,,Celta Vigo,es La Liga,D 2-2,2,2,0,51,2,0,0,0,1,1,0,0,0.0,Match Report
224,Girona,2025-02-08,1,@,Athletic Club,es La Liga,L 0-3,0,3,-3,55,0,0,0,0,1,1,0,0,0.0,Match Report
225,Girona,2025-01-18,1,,Sevilla,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,1,0,1,0,100.0,Match Report
226,Atalanta,2024-12-22,1,,Empoli,it Serie A,W 3-2,3,2,+1,65,3,0,0,0,1,1,0,0,0.0,Match Report
227,Rayo Vallecano,2025-04-04,1,,Espanyol,es La Liga,L 0-4,0,4,-4,69,0,0,0,0,1,1,0,0,0.0,Match Report
228,Rayo Vallecano,2025-03-29,1,@,Alavés,es La Liga,W 2-0,2,0,+2,45,2,0,0,0,1,0,1,0,100.0,Match Report
229,Rayo Vallecano,2025-02-17,1,@,Barcelona,es La Liga,L 0-1,0,1,-1,41,0,0,0,0,1,1,0,0,0.0,Match Report
230,Rayo Vallecano,2025-01-31,1,@,Leganés,es La Liga,W 1-0,1,0,+1,66,1,0,0,0,1,0,1,0,100.0,Match Report
231,Rayo Vallecano,2024-12-22,1,@,Betis,es La Liga,D 1-1,1,1,0,45,1,0,0,0,1,1,0,0,0.0,Match Report
232,Mainz 05,2025-01-31,1,@,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,62,0,0,0,0,1,0,1,0,100.0,Match Report
233,Mainz 05,2025-01-19,1,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,66,0,1,1,0,1,1,0,0,0.0,Match Report
234,Mainz 05,2024-11-09,1,,Dortmund,de Bundesliga,W 3-1,3,1,+2,53,3,0,0,0,1,1,0,0,0.0,Match Report
235,Mainz 05,2024-09-15,1,,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,1,1,0,0,0.0,Match Report
236,Leicester City,2025-03-09,1,@,Chelsea,eng Premier League,L 0-1,0,1,-1,44,0,0,0,0,1,0,1,0,100.0,Match Report
237,Leicester City,2024-09-14,1,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,1,1,0,0,0.0,Match Report
238,Empoli,2024-10-27,1,@,Parma,it Serie A,D 1-1,1,1,0,40,0,0,0,0,1,0,0,1,,Match Report
239,Empoli,2024-10-20,1,,Napoli,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,1,1,0,0,0.0,Match Report
240,Empoli,2024-10-06,1,@,Lazio,it Serie A,L 1-2,1,2,-1,42,1,0,0,0,1,0,1,0,100.0,Match Report
241,Freiburg,2025-02-21,1,,Werder Bremen,de Bundesliga,W 5-0,5,0,+5,37,5,0,0,0,1,0,1,0,100.0,Match Report
242,Freiburg,2025-01-18,1,@,Stuttgart,de Bundesliga,L 0-4,0,4,-4,44,0,0,0,0,1,1,0,0,0.0,Match Report
